Time,Subsystem 78
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.000000
26,0.000000
27,0.000000
28,0.000000
29,0.000000
30,0.000000
31,0.000000
32,0.000000
33,0.000000
34,0.000000
35,0.000000
36,0.000000
37,0.000000
38,0.000000
39,0.000000
40,0.000000
41,0.000000
42,0.000000
43,0.000000
44,0.000000
45,0.000000
46,0.000000
47,0.000000
48,0.000000
49,0.000000
50,0.000000
51,0.000000
52,0.000000
53,0.000000
54,0.000000
55,0.000000
56,0.000000
57,0.000000
58,0.000000
59,0.000000
60,0.000000
61,0.000000
62,0.000000
63,0.000000
64,0.000000
65,0.000000
66,0.000000
67,0.000000
68,0.000000
69,0.000000
70,0.000000
71,0.000000
72,0.000000
73,0.000000
74,0.000000
75,0.000000
76,0.000000
77,0.000000
78,0.000000
79,0.000000
80,0.000000
81,0.000000
82,0.000000
83,0.000000
84,0.000000
85,0.000000
86,0.000000
87,0.000000
88,0.000000
89,0.000000
90,0.000000
91,0.000000
92,0.000000
93,0.000000
94,0.000000
95,0.000000
96,0.000000
97,0.000000
98,0.000000
99,0.000000
100,0.000000
101,0.000000
102,0.000000
103,0.000000
104,0.000000
105,0.000000
106,0.000000
107,0.000000
108,0.000000
109,0.000000
110,0.000000
111,0.000000
112,0.000000
113,0.000000
114,0.000000
115,0.000000
116,0.000000
117,0.000000
118,0.000000
119,0.000000
120,0.000000
121,0.000000
122,0.000000
123,0.000000
124,0.000000
125,0.000000
126,0.000000
127,0.000000
128,0.000000
129,0.000000
130,0.000000
131,0.000000
132,0.000000
133,0.000000
134,0.000000
135,0.000000
136,0.000000
137,0.000000
138,0.000000
139,0.000000
140,0.000000
141,0.000000
142,0.000000
143,0.000000
144,0.000000
145,0.000000
146,0.000000
147,0.000000
148,0.000000
149,0.000000
150,0.000000
151,0.000000
152,0.000000
153,0.000000
154,0.000000
155,0.000000
156,0.000000
157,0.000000
158,0.000000
159,0.000000
160,0.000000
161,0.000000
162,0.000000
163,0.000000
164,0.000000
165,0.000000
166,0.000000
167,0.000000
168,0.000000
169,0.000000
170,0.000000
171,0.000000
172,0.000000
173,0.000000
174,0.000000
175,0.000000
176,0.000000
177,0.000000
178,0.000000
179,0.000000
180,0.000000
181,0.000000
182,0.000000
183,0.000000
184,0.000000
185,0.000000
186,0.000000
187,0.000000
188,0.000000
189,0.000000
190,0.000000
191,0.000000
192,0.000000
193,0.000000
194,0.000000
195,0.000000
196,0.000000
197,0.000000
198,0.000000
199,0.000000
200,0.000000
201,0.000000
202,0.000000
203,0.000000
204,0.000000
205,0.000000
206,0.000000
207,0.000000
208,0.000000
209,0.000000
210,0.000000
211,0.000000
212,0.000000
213,0.000000
214,0.000000
215,0.000000
216,0.000000
217,0.000000
218,0.000000
219,0.000000
220,0.000000
221,0.000000
222,0.000000
223,0.000000
224,0.000000
225,0.000000
226,0.000000
227,0.000000
228,0.000000
229,0.000000
230,0.000000
231,0.000000
232,0.000000
233,0.000000
234,0.037346
235,0.000000
236,0.000000
237,0.022222
238,0.044444
239,0.044444
240,0.044444
241,0.044444
242,0.044444
243,0.044444
244,0.044444
245,0.044444
246,0.044444
247,0.044444
248,0.044444
249,0.044444
250,0.044444
251,0.044444
252,0.044444
253,0.044444
254,0.044444
255,0.044444
256,0.044444
257,0.044444
258,0.044444
259,0.044444
260,0.044444
261,0.044444
262,0.044444
263,0.044444
264,0.044444
265,0.044444
266,0.044444
267,0.044444
268,0.044444
269,0.044444
270,0.044444
271,0.044444
272,0.044444
273,0.044444
274,0.044444
275,0.044444
276,0.044444
277,0.044444
278,0.044444
279,0.044444
280,0.044444
281,0.044444
282,0.044444
283,0.044444
284,0.044444
285,0.044444
286,0.044444
287,0.044444
288,0.044444
289,0.044444
290,0.044444
291,0.044444
292,0.044444
293,0.044444
294,0.044444
295,0.044444
296,0.044444
297,0.044444
298,0.044444
299,0.044444
300,0.044444
301,0.044444
302,0.044444
303,0.044444
304,0.044444
305,0.044444
306,0.044444
307,0.044444
308,0.044444
309,0.044444
310,0.044444
311,0.044444
312,0.044444
313,0.044444
314,0.044444
315,0.044444
316,0.044444
317,0.044444
318,0.044444
319,0.044444
320,0.044444
321,0.044444
322,0.044444
323,0.044444
324,0.044444
325,0.044444
326,0.044444
327,0.044444
328,0.044444
329,0.044444
330,0.000000
331,0.000000
332,0.000000
333,0.000000
334,0.000000
335,0.000000
336,0.000000
337,0.000000
338,0.000000
339,0.000000
340,0.000000
341,0.000000
342,0.000000
343,0.000000
344,0.000000
345,0.000000
346,0.032407
347,0.000000
348,0.021914
349,0.000000
350,0.000000
351,0.000000
352,0.018827
353,0.037654
354,0.056481
355,0.000000
356,0.008025
357,0.016049
358,0.024074
359,0.024074
360,0.024074
361,0.024074
362,0.024074
363,0.024074
364,0.024074
365,0.024074
366,0.024074
367,0.024074
368,0.024074
369,0.024074
370,0.024074
371,0.024074
372,0.024074
373,0.024074
374,0.024074
375,0.024074
376,0.024074
377,0.024074
378,0.024074
379,0.024074
380,0.024074
381,0.024074
382,0.024074
383,0.024074
384,0.024074
385,0.024074
386,0.024074
387,0.024074
388,0.024074
389,0.024074
390,0.024074
391,0.024074
392,0.024074
393,0.024074
394,0.024074
395,0.024074
396,0.024074
397,0.024074
398,0.024074
399,0.024074
400,0.024074
401,0.024074
402,0.024074
403,0.024074
404,0.024074
405,0.024074
406,0.024074
407,0.024074
408,0.024074
409,0.024074
410,0.024074
411,0.024074
412,0.024074
413,0.024074
414,0.024074
415,0.024074
416,0.024074
417,0.024074
418,0.024074
419,0.024074
420,0.024074
421,0.024074
422,0.024074
423,0.024074
424,0.024074
425,0.024074
426,0.024074
427,0.024074
428,0.024074
429,0.024074
430,0.024074
431,0.024074
432,0.024074
433,0.024074
434,0.024074
435,0.024074
436,0.024074
437,0.024074
438,0.024074
439,0.024074
440,0.024074
441,0.024074
442,0.024074
443,0.024074
444,0.024074
445,0.024074
446,0.024074
447,0.024074
448,0.024074
449,0.024074
450,0.000000
451,0.000000
452,0.000000
453,0.000000
454,0.000000
455,0.000000
456,0.000000
457,0.000000
458,0.000000
459,0.000000
460,0.000000
461,0.000000
462,0.000000
463,0.000000
464,0.000000
465,0.000000
466,0.000000
467,0.000000
468,0.000000
469,0.000000
470,0.000000
471,0.000000
472,0.000000
473,0.005556
474,0.000000
475,0.000000
476,0.003086
477,0.000000
478,0.002469
479,0.002469
480,0.002469
481,0.002469
482,0.002469
483,0.002469
484,0.002469
485,0.002469
486,0.002469
487,0.002469
488,0.002469
489,0.002469
490,0.002469
491,0.002469
492,0.002469
493,0.002469
494,0.002469
495,0.002469
496,0.002469
497,0.002469
498,0.002469
499,0.002469
500,0.002469
501,0.002469
502,0.002469
503,0.002469
504,0.002469
505,0.002469
506,0.002469
507,0.002469
508,0.002469
509,0.002469
510,0.002469
511,0.002469
512,0.002469
513,0.002469
514,0.002469
515,0.002469
516,0.002469
517,0.002469
518,0.002469
519,0.002469
520,0.002469
521,0.002469
522,0.002469
523,0.002469
524,0.002469
525,0.002469
526,0.002469
527,0.002469
528,0.002469
529,0.002469
530,0.002469
531,0.002469
532,0.002469
533,0.002469
534,0.002469
535,0.002469
536,0.002469
537,0.002469
538,0.002469
539,0.002469
540,0.002469
541,0.002469
542,0.002469
543,0.002469
544,0.002469
545,0.002469
546,0.002469
547,0.002469
548,0.002469
549,0.002469
550,0.002469
551,0.002469
552,0.002469
553,0.002469
554,0.002469
555,0.002469
556,0.002469
557,0.002469
558,0.002469
559,0.002469
560,0.002469
561,0.002469
562,0.002469
563,0.002469
564,0.002469
565,0.002469
566,0.002469
567,0.002469
568,0.002469
569,0.002469
570,0.000000
571,0.000000
572,0.004938
573,0.000000
574,0.000000
575,0.000000
576,0.000000
577,0.002160
578,0.000000
579,0.001543
580,0.000000
581,0.001235
582,0.000000
583,0.000926
584,0.001852
585,0.002778
586,0.000000
587,0.000309
588,0.000617
589,0.000926
590,0.001235
591,0.001543
592,0.001852
593,0.002160
594,0.002469
595,0.002778
596,0.003086
597,0.003395
598,0.003704
599,0.003704
600,0.003704
601,0.003704
602,0.003704
603,0.003704
604,0.003704
605,0.003704
606,0.003704
607,0.003704
608,0.003704
609,0.003704
610,0.003704
611,0.003704
612,0.003704
613,0.003704
614,0.003704
615,0.003704
616,0.003704
617,0.003704
618,0.003704
619,0.003704
620,0.003704
621,0.003704
622,0.003704
623,0.003704
624,0.003704
625,0.003704
626,0.003704
627,0.003704
628,0.003704
629,0.003704
630,0.003704
631,0.003704
632,0.003704
633,0.003704
634,0.003704
635,0.003704
636,0.003704
637,0.003704
638,0.003704
639,0.003704
640,0.003704
641,0.003704
642,0.003704
643,0.003704
644,0.003704
645,0.003704
646,0.003704
647,0.003704
648,0.003704
649,0.003704
650,0.003704
651,0.003704
652,0.003704
653,0.003704
654,0.003704
655,0.003704
656,0.003704
657,0.003704
658,0.003704
659,0.003704
660,0.003704
661,0.003704
662,0.003704
663,0.003704
664,0.003704
665,0.003704
666,0.003704
667,0.003704
668,0.003704
669,0.003704
670,0.003704
671,0.003704
672,0.003704
673,0.003704
674,0.003704
675,0.003704
676,0.003704
677,0.003704
678,0.003704
679,0.003704
680,0.003704
681,0.003704
682,0.003704
683,0.003704
684,0.003704
685,0.003704
686,0.003704
687,0.003704
688,0.003704
689,0.003704
690,0.006481
691,0.000000
692,0.001543
693,0.003086
694,0.000000
695,0.000926
696,0.000000
697,0.000617
698,0.001235
699,0.001852
700,0.002469
701,0.003086
702,0.000000
703,0.000000
704,0.000000
705,0.000000
706,0.000000
707,0.000000
708,0.000000
709,0.000000
710,0.000000
711,0.000000
712,0.000000
713,0.000000
714,0.000000
715,0.000000
716,0.000000
717,0.000000
718,0.000000
719,0.000000
720,0.000000
721,0.000000
722,0.000000
723,0.000000
724,0.000000
725,0.000000
726,0.000000
727,0.000000
728,0.000000
729,0.000000
730,0.000000
731,0.000000
732,0.000000
733,0.000000
734,0.000000
735,0.000000
736,0.000000
737,0.000000
738,0.000000
739,0.000000
740,0.000000
741,0.000000
742,0.000000
743,0.000000
744,0.000000
745,0.000000
746,0.000000
747,0.000000
748,0.000000
749,0.000000
750,0.000000
751,0.000000
752,0.000000
753,0.000000
754,0.000000
755,0.000000
756,0.000000
757,0.000000
758,0.000000
759,0.000000
760,0.000000
761,0.000000
762,0.000000
763,0.000000
764,0.000000
765,0.000000
766,0.000000
767,0.000000
768,0.000000
769,0.000000
770,0.000000
771,0.000000
772,0.000000
773,0.000000
774,0.000000
775,0.000000
776,0.000000
777,0.000000
778,0.000000
779,0.000000
780,0.000000
781,0.000000
782,0.000000
783,0.000000
784,0.000000
785,0.000000
786,0.000000
787,0.000000
788,0.000000
789,0.000000
790,0.000000
791,0.000000
792,0.000000
793,0.000000
794,0.000000
795,0.000000
796,0.000000
797,0.000000
798,0.000000
799,0.000000
800,0.000000
801,0.000000
802,0.000000
803,0.000000
804,0.000000
805,0.000000
806,0.000000
807,0.000000
808,0.000000
809,0.000000
810,0.000000
811,0.000000
812,0.001543
813,0.000000
814,0.001235
815,0.000000
816,0.000926
817,0.000000
818,0.000617
819,0.001235
820,0.001852
821,0.002469
822,0.003086
