Time,Subsystem 1,Subsystem 7,Subsystem 8
1,0.000000,0.000000,0.000000
2,0.000000,0.000000,0.000000
3,0.000000,0.000000,0.000000
4,0.000000,0.000000,0.000000
5,0.000514,0.000000,0.000000
6,0.001029,0.000000,0.000000
7,0.001543,0.000823,0.000000
8,0.002058,0.001646,0.000514
9,0.003086,0.002469,0.001029
10,0.004115,0.003292,0.001543
11,0.005144,0.004938,0.002572
12,0.006687,0.006584,0.003601
13,0.008230,0.009053,0.004630
14,0.000000,0.011523,0.006173
15,0.001543,0.000000,0.007716
16,0.003601,0.002469,0.000000
17,0.005658,0.005761,0.001543
18,0.008230,0.009053,0.003601
19,0.000000,0.013169,0.006173
20,0.002572,0.000000,0.000000
21,0.005658,0.004115,0.002572
22,0.000000,0.009053,0.005658
23,0.003086,0.000000,0.000000
24,0.006687,0.004938,0.003086
25,0.000000,0.010700,0.006687
26,0.003601,0.000000,0.000000
27,0.007716,0.005761,0.003601
28,0.000000,0.012346,0.007716
29,0.004115,0.000000,0.000000
30,0.000000,0.006584,0.004115
31,0.004115,0.000000,0.000000
32,0.000000,0.007407,0.004115
33,0.004630,0.000000,0.000000
34,0.000000,0.008230,0.004630
35,0.005144,0.000000,0.000000
36,0.000000,0.009053,0.005144
37,0.005658,0.000000,0.000000
38,0.000000,0.009877,0.005658
39,0.006173,0.000000,0.000000
40,0.000000,0.010700,0.006173
41,0.006687,0.000000,0.000000
42,0.000000,0.011523,0.006687
43,0.007202,0.000000,0.000000
44,0.000000,0.000000,0.007202
45,0.007716,0.012346,0.000000
46,0.007716,0.012346,0.000000
47,0.007716,0.012346,0.000000
48,0.007716,0.012346,0.000000
49,0.007716,0.012346,0.000000
50,0.007716,0.012346,0.000000
51,0.007716,0.012346,0.000000
52,0.007716,0.012346,0.000000
53,0.007716,0.012346,0.000000
54,0.007716,0.012346,0.000000
55,0.007716,0.012346,0.000000
56,0.007716,0.012346,0.000000
57,0.007716,0.012346,0.000000
58,0.007716,0.012346,0.000000
59,0.007716,0.012346,0.000000
60,0.007716,0.012346,0.000000
61,0.007716,0.012346,0.000000
62,0.007716,0.012346,0.000000
63,0.007716,0.012346,0.000000
64,0.007716,0.012346,0.000000
65,0.007716,0.012346,0.000000
66,0.007716,0.012346,0.000000
67,0.007716,0.012346,0.000000
68,0.007716,0.012346,0.000000
69,0.007716,0.012346,0.000000
70,0.007716,0.012346,0.000000
71,0.007716,0.012346,0.000000
72,0.007716,0.012346,0.000000
73,0.007716,0.012346,0.000000
74,0.007716,0.012346,0.000000
75,0.007716,0.012346,0.000000
76,0.007716,0.012346,0.000000
77,0.007716,0.012346,0.000000
78,0.007716,0.012346,0.000000
79,0.007716,0.012346,0.000000
80,0.007716,0.012346,0.000000
81,0.007716,0.012346,0.000000
82,0.007716,0.012346,0.000000
83,0.007716,0.012346,0.000000
84,0.007716,0.012346,0.000000
85,0.007716,0.012346,0.000000
86,0.007716,0.012346,0.000000
87,0.007716,0.012346,0.000000
88,0.007716,0.012346,0.000000
89,0.007716,0.012346,0.000000
90,0.007716,0.012346,0.000000
91,0.007716,0.012346,0.000000
92,0.007716,0.012346,0.000000
93,0.007716,0.012346,0.000000
94,0.007716,0.012346,0.000000
95,0.007716,0.012346,0.000000
96,0.007716,0.012346,0.000000
97,0.007716,0.012346,0.000000
98,0.007716,0.012346,0.000000
99,0.007716,0.012346,0.000000
100,0.007716,0.012346,0.000000
101,0.007716,0.012346,0.000000
102,0.007716,0.012346,0.000000
103,0.007716,0.012346,0.000000
104,0.007716,0.012346,0.000000
105,0.007716,0.012346,0.000000
106,0.007716,0.012346,0.000000
107,0.007716,0.012346,0.000000
108,0.007716,0.012346,0.000000
109,0.007716,0.012346,0.000000
110,0.007716,0.012346,0.000000
111,0.007716,0.012346,0.000000
112,0.007716,0.012346,0.000000
113,0.007716,0.012346,0.000000
114,0.007716,0.012346,0.000000
115,0.007716,0.012346,0.000000
116,0.007716,0.012346,0.000000
117,0.007716,0.012346,0.000000
118,0.007716,0.012346,0.000000
119,0.007716,0.012346,0.000000
120,0.007716,0.012346,0.000000
121,0.000000,0.000000,0.000000
122,0.000000,0.000000,0.000000
123,0.000000,0.000000,0.000000
124,0.000000,0.000000,0.000000
125,0.000000,0.000000,0.000000
126,0.000000,0.000000,0.000000
127,0.000000,0.000000,0.000000
128,0.000000,0.000000,0.000000
129,0.000000,0.000000,0.000000
130,0.000000,0.000000,0.000000
131,0.000000,0.000000,0.000000
132,0.000000,0.000000,0.000000
133,0.000000,0.000000,0.000000
134,0.000000,0.000000,0.000000
135,0.000000,0.000000,0.000000
136,0.000000,0.000000,0.000000
137,0.000000,0.000000,0.000000
138,0.000000,0.000000,0.000000
139,0.000000,0.000000,0.000000
140,0.000000,0.000000,0.000000
141,0.000000,0.000000,0.000000
142,0.000000,0.000000,0.000000
143,0.000000,0.000000,0.000000
144,0.000000,0.000000,0.000000
145,0.000000,0.000000,0.000000
146,0.000000,0.000000,0.000000
147,0.000000,0.000000,0.000000
148,0.000000,0.000000,0.000000
149,0.000000,0.000000,0.000000
150,0.000000,0.000000,0.000000
151,0.000000,0.000000,0.000000
152,0.000000,0.000000,0.000000
153,0.000000,0.000000,0.000000
154,0.000000,0.000000,0.000000
155,0.000000,0.000000,0.000000
156,0.000000,0.000000,0.000000
157,0.000000,0.000000,0.000000
158,0.000000,0.000000,0.000000
159,0.000000,0.000000,0.000000
160,0.000000,0.000000,0.000000
161,0.000000,0.000000,0.000000
162,0.000000,0.000000,0.000000
163,0.000000,0.000000,0.000000
164,0.000000,0.000000,0.000000
165,0.000000,0.000000,0.000000
166,0.000000,0.000000,0.000000
167,0.000000,0.000000,0.000000
168,0.000000,0.000000,0.000000
169,0.000000,0.000000,0.000000
170,0.000000,0.000000,0.000000
171,0.000000,0.000000,0.000000
172,0.000000,0.000000,0.000000
173,0.000000,0.000000,0.000000
174,0.000000,0.000000,0.000000
175,0.000000,0.000000,0.000000
176,0.000000,0.000000,0.000000
177,0.000000,0.000000,0.000000
178,0.000000,0.000000,0.000000
179,0.000000,0.000000,0.000000
180,0.000000,0.000000,0.000000
181,0.000000,0.000000,0.000000
182,0.000000,0.000000,0.000000
183,0.000000,0.000000,0.000000
184,0.000000,0.000000,0.000000
185,0.000000,0.000000,0.000000
186,0.000000,0.000000,0.000000
187,0.000000,0.000000,0.000000
188,0.000000,0.000000,0.000000
189,0.000000,0.000000,0.000000
190,0.000000,0.000000,0.000000
191,0.000000,0.000000,0.000000
192,0.000000,0.000000,0.000000
193,0.000000,0.000000,0.000000
194,0.000000,0.000000,0.000000
195,0.000000,0.000000,0.000000
196,0.000000,0.000000,0.000000
197,0.000000,0.000000,0.000000
198,0.000000,0.000000,0.000000
199,0.000000,0.000000,0.000000
200,0.000000,0.000000,0.000000
201,0.000000,0.000000,0.000000
202,0.000000,0.000000,0.000000
203,0.000000,0.000000,0.000000
204,0.000000,0.000000,0.000000
205,0.000000,0.000000,0.000000
206,0.000000,0.000000,0.000000
207,0.000000,0.000000,0.000000
208,0.000000,0.000000,0.000000
209,0.000000,0.000000,0.000000
210,0.000000,0.000000,0.000000
211,0.000000,0.000000,0.000000
212,0.000000,0.000000,0.000000
213,0.000000,0.000000,0.000000
214,0.000000,0.000000,0.000000
