Time,Subsystem 112
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.002881
8,0.002881
9,0.007202
10,0.010082
11,0.010082
12,0.012243
13,0.013683
14,0.012963
15,0.018724
16,0.020165
17,0.020165
18,0.023045
19,0.024486
20,0.022325
21,0.024486
22,0.025206
23,0.025206
24,0.025206
25,0.025206
26,0.025206
27,0.025206
28,0.025206
29,0.025206
30,0.025206
31,0.025206
32,0.025206
33,0.025206
34,0.025206
35,0.025206
36,0.025206
37,0.025206
38,0.025206
39,0.025206
40,0.025206
41,0.025206
42,0.025206
43,0.025206
44,0.025206
45,0.025206
46,0.025206
47,0.025206
48,0.025206
49,0.025206
50,0.025206
51,0.025206
52,0.025206
53,0.025206
54,0.025206
55,0.025206
56,0.025206
57,0.025206
58,0.025206
59,0.025206
60,0.025206
61,0.025206
62,0.025206
63,0.025206
64,0.025206
65,0.025206
66,0.025206
67,0.036008
68,0.046811
69,0.057613
70,0.068416
71,0.079218
72,0.090021
73,0.100823
74,0.111626
75,0.122428
76,0.133230
77,0.144033
78,0.154835
79,0.165638
80,0.171399
81,0.175000
82,0.176440
83,0.176440
84,0.179321
85,0.179321
86,0.179321
87,0.180041
88,0.180041
89,0.180041
90,0.180041
91,0.180041
92,0.180041
93,0.180041
94,0.180041
95,0.180041
96,0.180041
97,0.180041
98,0.180041
99,0.180041
100,0.180041
101,0.180041
102,0.180041
103,0.180041
104,0.180041
105,0.180041
106,0.180041
107,0.180041
108,0.180041
109,0.180041
110,0.180041
111,0.180041
112,0.180041
113,0.180041
114,0.180041
115,0.180041
116,0.180041
117,0.180041
118,0.180041
119,0.180041
120,0.180041
121,0.102263
122,0.075617
123,0.069856
124,0.072737
125,0.077058
126,0.080658
127,0.084979
128,0.089300
129,0.090021
130,0.092901
131,0.093621
132,0.092901
133,0.094342
134,0.089300
135,0.083539
136,0.078498
137,0.071296
138,0.064815
139,0.059053
140,0.050412
141,0.046811
142,0.043210
143,0.041049
144,0.037449
145,0.035288
146,0.030967
147,0.031687
148,0.030247
149,0.030247
150,0.029527
151,0.028807
152,0.028086
153,0.027366
154,0.027366
155,0.027366
156,0.027366
157,0.027366
158,0.027366
159,0.027366
160,0.027366
161,0.027366
162,0.027366
163,0.027366
164,0.027366
165,0.027366
166,0.027366
167,0.027366
168,0.027366
169,0.027366
170,0.027366
171,0.027366
172,0.027366
173,0.027366
174,0.027366
175,0.027366
176,0.032407
177,0.044650
178,0.059774
179,0.075617
180,0.070576
181,0.109465
182,0.138272
183,0.151235
184,0.146914
185,0.156276
186,0.149794
187,0.217490
188,0.270062
189,0.321914
190,0.370165
191,0.410494
192,0.451543
193,0.488992
194,0.521653
195,0.556823
196,0.592001
197,0.630474
198,0.647744
199,0.651341
200,0.651515
201,0.651275
202,0.651155
203,0.650961
204,0.650804
205,0.650692
206,0.650692
207,0.650692
208,0.650509
209,0.650509
210,0.650509
211,0.650509
212,0.650509
213,0.650514
214,0.650575
215,0.650627
216,0.651193
217,0.651882
218,0.650767
219,0.645118
220,0.634134
221,0.617797
222,0.603548
223,0.584298
224,0.569745
225,0.553682
226,0.535400
227,0.526154
228,0.511384
229,0.495224
230,0.486124
231,0.472685
232,0.458488
233,0.443364
234,0.433179
235,0.418827
236,0.404784
237,0.397531
238,0.385031
239,0.385031
240,0.387037
241,0.352315
242,0.330116
243,0.298592
244,0.197853
245,0.145206
246,0.116667
247,0.099383
248,0.088580
249,0.082819
250,0.077058
251,0.071296
252,0.067695
253,0.064095
254,0.059053
255,0.056893
256,0.053292
257,0.051132
258,0.046091
259,0.043930
260,0.042490
261,0.038889
262,0.040329
263,0.036008
264,0.034568
265,0.034568
266,0.033848
267,0.034568
268,0.033848
269,0.036008
270,0.040329
271,0.045370
272,0.051132
273,0.061214
274,0.070576
275,0.079938
276,0.111626
277,0.120267
278,0.115947
279,0.130350
280,0.133951
281,0.135391
282,0.136831
283,0.138992
284,0.146914
285,0.149074
286,0.139712
287,0.131790
288,0.125309
289,0.120267
290,0.115947
291,0.089300
292,0.092901
293,0.090741
294,0.098663
295,0.112346
296,0.105864
297,0.120988
298,0.157716
299,0.159877
300,0.161317
301,0.172119
302,0.198045
303,0.203086
304,0.213169
305,0.218930
306,0.207407
307,0.272222
308,0.339918
309,0.396811
310,0.450823
311,0.499794
312,0.543740
313,0.591110
314,0.637287
315,0.651406
316,0.652502
317,0.638680
318,0.612366
319,0.581792
320,0.552257
321,0.524417
322,0.494598
323,0.469290
324,0.444290
325,0.419599
326,0.396296
327,0.373920
328,0.352469
329,0.331019
330,0.311265
331,0.291667
332,0.272994
333,0.256327
334,0.238272
335,0.223611
336,0.209568
337,0.195988
338,0.181636
339,0.165123
340,0.158642
341,0.144136
342,0.137963
343,0.127469
344,0.119136
345,0.108333
346,0.103704
347,0.095988
348,0.089352
349,0.082870
350,0.077315
351,0.070525
352,0.064043
353,0.060340
354,0.054938
355,0.050000
356,0.050772
357,0.046296
358,0.042130
359,0.042130
360,0.047377
361,0.043673
362,0.045062
363,0.055710
364,0.070062
365,0.079630
366,0.097531
367,0.120062
368,0.139198
369,0.158333
370,0.179321
371,0.200154
372,0.220679
373,0.240123
374,0.261111
375,0.280247
376,0.297531
377,0.317130
378,0.336420
379,0.360297
380,0.332177
381,0.237959
382,0.187963
383,0.157716
384,0.151955
385,0.139712
386,0.133951
387,0.156276
388,0.147634
389,0.144753
390,0.147634
391,0.158436
392,0.166358
393,0.176440
394,0.174280
395,0.158436
396,0.173560
397,0.183642
398,0.187963
399,0.198765
400,0.205247
401,0.211728
402,0.200926
403,0.219650
404,0.228292
405,0.221091
406,0.250617
407,0.234053
408,0.233333
409,0.213169
410,0.203086
411,0.180041
412,0.165638
413,0.169959
414,0.182202
415,0.195885
416,0.175000
417,0.167798
418,0.177881
419,0.198045
420,0.190844
421,0.196605
422,0.217490
423,0.219650
424,0.222531
425,0.222531
426,0.208128
427,0.275823
428,0.345679
429,0.404733
430,0.459465
431,0.508436
432,0.552996
433,0.603859
434,0.643989
435,0.652765
436,0.645285
437,0.614623
438,0.580158
439,0.547982
440,0.518754
441,0.491980
442,0.466204
443,0.441358
444,0.417593
445,0.394599
446,0.372685
447,0.352469
448,0.333179
449,0.314969
450,0.295062
451,0.277932
452,0.260031
453,0.243981
454,0.230093
455,0.217438
456,0.205710
457,0.193673
458,0.182407
459,0.171142
460,0.157870
461,0.149846
462,0.137809
463,0.132253
464,0.122222
465,0.112037
466,0.107099
467,0.097994
468,0.093056
469,0.085031
470,0.081019
471,0.074074
472,0.067747
473,0.066358
474,0.061574
475,0.056327
476,0.051543
477,0.050463
478,0.046142
479,0.046142
480,0.046142
481,0.043210
482,0.047222
483,0.056173
484,0.068364
485,0.077160
486,0.091667
487,0.111265
488,0.132099
489,0.152932
490,0.177315
491,0.199537
492,0.223611
493,0.245370
494,0.264506
495,0.284877
496,0.299846
497,0.318981
498,0.338117
499,0.355710
500,0.371914
501,0.389660
502,0.404475
503,0.420833
504,0.435596
505,0.454701
506,0.386465
507,0.346791
508,0.317593
509,0.290947
510,0.279424
511,0.251337
512,0.241975
513,0.235494
514,0.224691
515,0.216049
516,0.197325
517,0.180041
518,0.146193
519,0.144753
520,0.157716
521,0.162037
522,0.152675
523,0.130350
524,0.120267
525,0.108025
526,0.111626
527,0.100103
528,0.086420
529,0.077778
530,0.074177
531,0.085700
532,0.096502
533,0.111626
534,0.124588
535,0.119547
536,0.142593
537,0.167798
538,0.182922
539,0.177160
540,0.188683
541,0.199486
542,0.208848
543,0.212449
544,0.199486
545,0.180761
546,0.171399
547,0.227572
548,0.277984
549,0.326955
550,0.373045
551,0.416255
552,0.456584
553,0.495473
554,0.533152
555,0.571535
556,0.615561
557,0.645085
558,0.637910
559,0.608878
560,0.579671
561,0.552601
562,0.527657
563,0.503221
564,0.479784
565,0.457562
566,0.432407
567,0.410802
568,0.388117
569,0.367130
570,0.348457
571,0.330093
572,0.311728
573,0.294444
574,0.277160
575,0.258796
576,0.241821
577,0.226080
578,0.210340
579,0.196914
580,0.183642
581,0.171142
582,0.159568
583,0.148920
584,0.137963
585,0.125772
586,0.120062
587,0.109414
588,0.105093
589,0.095679
590,0.091512
591,0.084259
592,0.076698
593,0.071759
594,0.065278
595,0.059414
596,0.058642
597,0.054475
598,0.049691
599,0.051698
600,0.051698
601,0.047068
602,0.050309
603,0.056790
604,0.067130
605,0.082716
606,0.098920
607,0.117593
608,0.137037
609,0.157253
610,0.180401
611,0.201389
612,0.222531
613,0.243827
614,0.264352
615,0.286077
616,0.315008
617,0.252132
618,0.172840
619,0.135391
620,0.111626
621,0.096502
622,0.087860
623,0.084259
624,0.084259
625,0.081379
626,0.084259
627,0.088580
628,0.104424
629,0.115226
630,0.144033
631,0.162037
632,0.180761
633,0.198045
634,0.187243
635,0.196605
636,0.186523
637,0.184362
638,0.204527
639,0.198765
640,0.211008
641,0.211728
642,0.214609
643,0.211728
644,0.220370
645,0.214609
646,0.229012
647,0.238374
648,0.244136
649,0.257099
650,0.265021
651,0.290947
652,0.286626
653,0.303189
654,0.300309
655,0.293107
656,0.289506
657,0.284465
658,0.270782
659,0.258539
660,0.267181
661,0.253498
662,0.249177
663,0.242695
664,0.219650
665,0.198045
666,0.207407
667,0.272942
668,0.326955
669,0.386008
670,0.440021
671,0.487551
672,0.538404
673,0.595373
674,0.643646
675,0.639239
676,0.598606
677,0.558541
678,0.524878
679,0.494598
680,0.465741
681,0.438117
682,0.410648
683,0.386574
684,0.360957
685,0.339043
686,0.318981
687,0.299228
688,0.278549
689,0.259568
690,0.244290
691,0.228086
692,0.213735
693,0.200617
694,0.188889
695,0.176698
696,0.164660
697,0.153395
698,0.142593
699,0.133488
700,0.124846
701,0.115895
702,0.107716
703,0.100154
704,0.092593
705,0.086265
706,0.079630
707,0.074383
708,0.069599
709,0.065278
710,0.060648
711,0.055401
712,0.052469
713,0.047840
714,0.045679
715,0.042747
716,0.039043
717,0.037500
718,0.034259
719,0.036111
720,0.036111
721,0.037191
722,0.035802
723,0.043827
724,0.055710
725,0.070833
726,0.088426
727,0.110031
728,0.130556
729,0.155401
730,0.175617
731,0.201543
732,0.222685
733,0.243827
734,0.264660
735,0.285185
736,0.302006
737,0.318981
738,0.335957
739,0.354167
740,0.372068
741,0.388735
742,0.405401
743,0.426455
744,0.399070
745,0.320880
746,0.270062
747,0.243416
748,0.234053
749,0.236934
750,0.247016
751,0.272222
752,0.275823
753,0.295267
754,0.273663
755,0.298148
756,0.285185
757,0.291667
758,0.294547
759,0.293827
760,0.270782
761,0.271502
762,0.268621
763,0.269342
764,0.265741
765,0.253498
766,0.259259
767,0.257099
768,0.252058
769,0.247737
770,0.259979
771,0.226132
772,0.221091
773,0.189403
774,0.189403
775,0.185082
776,0.156996
777,0.157716
778,0.147634
779,0.150514
780,0.129630
781,0.126029
782,0.123868
783,0.121708
784,0.118107
785,0.110905
786,0.106584
787,0.146193
788,0.185802
789,0.224691
790,0.262860
791,0.303909
792,0.346399
793,0.390329
794,0.432819
795,0.477469
796,0.521967
797,0.573653
798,0.568265
799,0.532315
800,0.500620
801,0.473457
802,0.446451
803,0.419907
804,0.396914
805,0.374228
806,0.351389
807,0.331019
808,0.311574
809,0.293519
810,0.276698
811,0.260494
812,0.244444
813,0.230401
814,0.215432
815,0.202778
816,0.189969
817,0.178241
818,0.165123
819,0.151852
820,0.146142
821,0.134568
822,0.127623
823,0.117438
824,0.111420
825,0.102469
826,0.098611
827,0.091512
828,0.085031
829,0.077932
830,0.074846
831,0.069599
832,0.063735
833,0.058333
834,0.056790
835,0.052006
836,0.047685
837,0.043673
838,0.039969
839,0.044907
840,0.044907
841,0.041204
842,0.045833
843,0.051543
844,0.062500
845,0.075154
846,0.090586
847,0.108642
848,0.127160
849,0.144907
850,0.166667
851,0.189660
852,0.213117
853,0.235648
854,0.255247
855,0.277160
856,0.296451
857,0.317747
858,0.336420
859,0.357716
860,0.374383
861,0.393056
862,0.408642
863,0.423765
864,0.433951
865,0.446142
866,0.459563
867,0.477357
868,0.436002
869,0.336471
870,0.299588
871,0.285185
872,0.286626
873,0.290947
874,0.288786
875,0.283025
876,0.273663
877,0.264300
878,0.265741
879,0.262860
880,0.254218
881,0.254218
882,0.257819
883,0.234053
884,0.233333
885,0.230453
886,0.211728
887,0.220370
888,0.208848
889,0.194444
890,0.178601
891,0.138272
892,0.134671
893,0.131070
894,0.120988
895,0.140432
896,0.114506
897,0.108025
898,0.074897
899,0.090741
900,0.071296
901,0.100823
902,0.095062
903,0.083539
904,0.083539
905,0.080658
906,0.099383
907,0.102263
908,0.138272
909,0.165638
910,0.187243
911,0.205967
912,0.226132
913,0.252058
914,0.277263
915,0.301749
916,0.330556
917,0.361523
918,0.396091
919,0.437140
920,0.447222
921,0.447222
922,0.488272
923,0.488272
924,0.493313
925,0.493313
926,0.493313
927,0.494753
928,0.494906
929,0.494903
930,0.494898
931,0.494895
932,0.495156
933,0.495150
934,0.495142
935,0.495262
936,0.495256
937,0.495243
938,0.495238
939,0.495346
940,0.495435
941,0.495617
942,0.495638
943,0.495609
944,0.495870
945,0.495779
946,0.495848
947,0.496001
948,0.496332
949,0.496269
950,0.496565
951,0.496991
952,0.497614
953,0.498210
954,0.498524
955,0.498925
956,0.498764
957,0.498841
958,0.498906
959,0.498906
960,0.498973
961,0.281584
962,0.218930
963,0.219650
964,0.240535
965,0.277263
966,0.297428
967,0.316872
968,0.323513
969,0.330711
970,0.345253
971,0.343671
972,0.356633
973,0.344959
974,0.327675
975,0.314712
976,0.283745
977,0.277984
978,0.267901
979,0.254938
980,0.246296
981,0.214609
982,0.206687
983,0.199486
984,0.195165
985,0.179321
986,0.146914
987,0.143313
988,0.153395
989,0.163477
990,0.151955
991,0.140432
992,0.130350
993,0.105144
994,0.106584
995,0.077778
996,0.105864
997,0.077058
998,0.105864
999,0.077058
1000,0.088580
1001,0.087860
