Time,Subsystem 55,Subsystem 59,Subsystem 62
1,0.000000,0.000000,0.000000
2,0.000000,0.000000,0.000000
3,0.000000,0.000000,0.000000
4,0.000000,0.000000,0.000000
5,0.000000,0.000000,0.000000
6,0.000000,0.000000,0.000000
7,0.000360,0.000000,0.000000
8,0.000360,0.000000,0.000000
9,0.001800,0.000000,0.000000
10,0.001800,0.000000,0.000720
11,0.003241,0.000000,0.000720
12,0.003961,0.000000,0.001440
13,0.005401,0.000000,0.001440
14,0.006842,0.000000,0.002160
15,0.008282,0.000000,0.002881
16,0.009722,0.000000,0.002881
17,0.009722,0.000000,0.002881
18,0.012603,0.004321,0.002881
19,0.012603,0.004321,0.002881
20,0.012963,0.012963,0.002881
21,0.012963,0.017284,0.002881
22,0.013323,0.017284,0.002881
23,0.014043,0.021605,0.002881
24,0.015123,0.025926,0.002881
25,0.016204,0.030247,0.002881
26,0.017284,0.034568,0.002881
27,0.018724,0.038889,0.002881
28,0.020165,0.043210,0.002881
29,0.021605,0.047531,0.002881
30,0.023405,0.051852,0.002881
31,0.025206,0.056173,0.002881
32,0.027006,0.060494,0.002881
33,0.028807,0.064815,0.002881
34,0.030607,0.069136,0.002881
35,0.032407,0.073457,0.002881
36,0.034208,0.077778,0.002881
37,0.036008,0.082099,0.002881
38,0.037809,0.086420,0.002881
39,0.039609,0.090741,0.002881
40,0.041409,0.095062,0.002881
41,0.043210,0.099383,0.002881
42,0.045010,0.103704,0.002881
43,0.046811,0.108025,0.002881
44,0.048611,0.112346,0.002881
45,0.050412,0.116667,0.002881
46,0.052212,0.120988,0.002881
47,0.054012,0.125309,0.002881
48,0.055813,0.129630,0.002881
49,0.057613,0.133951,0.002881
50,0.059414,0.138272,0.002881
51,0.061214,0.142593,0.002881
52,0.063014,0.146914,0.002881
53,0.064815,0.151235,0.002881
54,0.066615,0.155556,0.002881
55,0.068416,0.159877,0.002881
56,0.070216,0.164198,0.002881
57,0.072016,0.168519,0.002881
58,0.073817,0.172840,0.002881
59,0.075977,0.177160,0.002881
60,0.077778,0.181481,0.002881
61,0.079938,0.185802,0.002881
62,0.081739,0.190123,0.002881
63,0.083899,0.194444,0.002881
64,0.085700,0.199126,0.002881
65,0.087860,0.203447,0.002881
66,0.090021,0.207767,0.002881
67,0.092541,0.212088,0.002881
68,0.095062,0.216409,0.002881
69,0.097582,0.220730,0.002881
70,0.099743,0.225412,0.002881
71,0.102263,0.229733,0.002881
72,0.104784,0.234053,0.002881
73,0.084619,0.190484,0.002881
74,0.069136,0.155556,0.002160
75,0.056533,0.129630,0.002160
76,0.046811,0.108385,0.001440
77,0.039249,0.090741,0.001440
78,0.032767,0.077778,0.001440
79,0.028447,0.069136,0.000720
80,0.024846,0.060494,0.000720
81,0.021605,0.051852,0.000720
82,0.019444,0.047531,0.000720
83,0.017644,0.043210,0.000720
84,0.016204,0.038889,0.000000
85,0.015123,0.038889,0.000000
86,0.013683,0.038889,0.000000
87,0.012963,0.038889,0.000000
88,0.012243,0.038889,0.000000
89,0.011523,0.038889,0.000000
90,0.011883,0.038889,0.000000
91,0.011523,0.038889,0.000000
92,0.011523,0.038889,0.000000
93,0.011163,0.038889,0.000000
94,0.010802,0.038889,0.000000
95,0.010082,0.038889,0.000720
96,0.009002,0.038889,0.001440
97,0.008282,0.038889,0.002160
98,0.011523,0.034568,0.002160
99,0.011163,0.034568,0.002160
100,0.010802,0.034568,0.001440
101,0.010442,0.034568,0.001440
102,0.010082,0.034568,0.001440
103,0.009722,0.034568,0.000720
104,0.009722,0.034568,0.000720
105,0.009722,0.034568,0.000720
106,0.009722,0.034568,0.000720
107,0.010082,0.034568,0.000720
108,0.010082,0.034568,0.000000
109,0.009722,0.034568,0.000000
110,0.010082,0.034568,0.000000
111,0.009362,0.034568,0.000720
112,0.009722,0.034568,0.000720
113,0.010082,0.034568,0.000720
114,0.011883,0.038889,0.001440
115,0.014763,0.043210,0.001440
116,0.016924,0.047531,0.002160
117,0.019084,0.051852,0.002881
118,0.021965,0.056173,0.002881
119,0.024846,0.060494,0.003601
120,0.028086,0.064815,0.004321
121,0.030967,0.069136,0.005761
122,0.035648,0.073457,0.005761
123,0.040329,0.078138,0.005761
124,0.045370,0.082819,0.005761
125,0.050772,0.087140,0.005761
126,0.056173,0.091821,0.005761
127,0.061574,0.096862,0.005761
128,0.067695,0.101543,0.005761
129,0.074537,0.106224,0.005761
130,0.081739,0.111265,0.005761
131,0.090021,0.116307,0.005761
132,0.099743,0.121348,0.005761
133,0.110185,0.126389,0.005761
134,0.120628,0.131430,0.005761
135,0.131070,0.136831,0.005761
136,0.138272,0.141152,0.005761
137,0.142953,0.152675,0.005761
138,0.152675,0.156996,0.005761
139,0.157716,0.168519,0.005761
140,0.165638,0.180041,0.005761
141,0.176080,0.184362,0.005761
142,0.183282,0.195885,0.006481
143,0.191564,0.207407,0.007202
144,0.196605,0.218930,0.010802
145,0.202726,0.230453,0.013683
146,0.206327,0.247016,0.015123
147,0.210648,0.263580,0.017284
148,0.216049,0.280144,0.020165
149,0.223997,0.297166,0.023111
150,0.229907,0.323377,0.023297
151,0.238412,0.351461,0.023535
152,0.238376,0.379695,0.023137
153,0.231665,0.394945,0.022159
154,0.223091,0.405243,0.021192
155,0.216310,0.412012,0.020324
156,0.211223,0.417170,0.019566
157,0.208408,0.420079,0.018874
158,0.203270,0.425619,0.018257
159,0.198869,0.430507,0.017663
160,0.194966,0.434999,0.017100
161,0.190565,0.439928,0.016599
162,0.186939,0.443958,0.016216
163,0.184016,0.447328,0.015789
164,0.182074,0.449660,0.015412
165,0.179533,0.452553,0.015076
166,0.177996,0.454408,0.014770
167,0.176019,0.456676,0.014492
168,0.175200,0.457756,0.014239
169,0.174085,0.459114,0.014004
170,0.172527,0.460896,0.013791
171,0.172048,0.461573,0.013598
172,0.172120,0.461683,0.013419
173,0.171043,0.462933,0.013253
174,0.171139,0.462993,0.013100
175,0.170315,0.463964,0.012958
176,0.170781,0.463633,0.012824
177,0.170137,0.464405,0.012700
178,0.170009,0.464650,0.012586
179,0.169883,0.464890,0.012474
180,0.169914,0.464959,0.012376
181,0.169761,0.465267,0.012224
182,0.169260,0.465946,0.012050
183,0.167567,0.467877,0.011823
184,0.169026,0.466689,0.011552
185,0.170266,0.465790,0.011212
186,0.173076,0.463333,0.010854
187,0.174810,0.461989,0.010464
188,0.177352,0.459826,0.010081
189,0.182557,0.454984,0.009704
190,0.183600,0.454312,0.009335
191,0.186097,0.452126,0.009019
192,0.187352,0.451146,0.008744
193,0.189792,0.449047,0.008400
194,0.193232,0.445719,0.008276
195,0.194845,0.444308,0.008071
196,0.196759,0.442621,0.007841
197,0.200161,0.439426,0.007624
198,0.203954,0.435813,0.007432
199,0.206198,0.433759,0.007236
200,0.207432,0.432734,0.007025
201,0.210016,0.430427,0.006743
202,0.220864,0.420105,0.006417
203,0.237544,0.405653,0.006706
204,0.229039,0.348811,0.005839
205,0.200206,0.277263,0.005041
206,0.177521,0.223611,0.004321
207,0.156636,0.181481,0.003601
208,0.138632,0.148354,0.002881
209,0.123148,0.121708,0.002881
210,0.109105,0.100823,0.002160
211,0.096502,0.084619,0.002160
212,0.085700,0.074177,0.001440
213,0.075617,0.063374,0.001440
214,0.065895,0.055093,0.001440
