Time,Subsystem 55,Subsystem 59,Subsystem 60
1,0.000000,0.000000,0.000000
2,0.000270,0.000000,0.000000
3,0.000270,0.000000,0.000270
4,0.001080,0.000000,0.000270
5,0.001080,0.000810,0.000270
6,0.001080,0.000810,0.001350
7,0.001890,0.001620,0.001080
8,0.002701,0.001620,0.002160
9,0.002701,0.002431,0.002971
10,0.003241,0.002431,0.003511
11,0.004321,0.003241,0.003511
12,0.004321,0.002431,0.004321
13,0.005131,0.003241,0.005131
14,0.005401,0.003241,0.005401
15,0.005671,0.004051,0.005671
16,0.005941,0.004051,0.005941
17,0.006211,0.004861,0.006211
18,0.006481,0.004861,0.006481
19,0.006752,0.005671,0.006752
20,0.006752,0.004861,0.006752
21,0.006752,0.005671,0.006752
22,0.006752,0.004861,0.006752
23,0.006752,0.005671,0.006752
24,0.006752,0.004861,0.006752
25,0.006752,0.005671,0.006752
26,0.006752,0.004861,0.006752
27,0.006752,0.005671,0.006752
28,0.006752,0.004861,0.006752
29,0.006752,0.005671,0.006752
30,0.006211,0.004861,0.006752
31,0.006481,0.005671,0.006752
32,0.007022,0.004861,0.006752
33,0.007022,0.005671,0.006752
34,0.007562,0.004861,0.006752
35,0.007832,0.005671,0.006752
36,0.007832,0.004861,0.006752
37,0.008642,0.005671,0.006752
38,0.008912,0.004861,0.006752
39,0.009722,0.005671,0.006752
40,0.010532,0.004861,0.006752
41,0.010802,0.006481,0.006752
42,0.010532,0.006211,0.007562
43,0.009992,0.008102,0.006752
44,0.010802,0.008102,0.006752
45,0.011343,0.008642,0.006752
46,0.011613,0.008102,0.006752
47,0.011343,0.010532,0.006752
48,0.013233,0.010262,0.006752
49,0.013503,0.010802,0.007832
50,0.016204,0.009992,0.007832
51,0.018634,0.009452,0.007832
52,0.020525,0.009452,0.007562
53,0.021065,0.011343,0.006752
54,0.020795,0.011073,0.006752
55,0.024035,0.009722,0.006752
56,0.025386,0.011613,0.005941
57,0.025116,0.014313,0.006481
58,0.026196,0.015123,0.005671
59,0.028086,0.014043,0.005941
60,0.027276,0.015394,0.006211
61,0.027006,0.014583,0.006481
62,0.027816,0.015123,0.006752
63,0.030517,0.014313,0.006481
64,0.030787,0.015934,0.007022
65,0.032407,0.015123,0.008102
66,0.032137,0.017284,0.008102
67,0.033758,0.017014,0.008102
68,0.034838,0.017824,0.008102
69,0.037809,0.017824,0.007832
70,0.038619,0.018904,0.007832
71,0.039969,0.019444,0.007022
72,0.042130,0.018094,0.007022
73,0.039699,0.018094,0.007022
74,0.039699,0.018634,0.007022
75,0.040509,0.018094,0.007022
76,0.040779,0.018634,0.005941
77,0.040779,0.017014,0.006211
78,0.037269,0.016204,0.006481
79,0.037809,0.016204,0.005941
80,0.037269,0.016204,0.005131
81,0.035108,0.016474,0.005401
82,0.035648,0.014853,0.004861
83,0.033758,0.015664,0.004591
84,0.032407,0.015394,0.004591
85,0.032948,0.014043,0.004321
86,0.031057,0.015394,0.004051
87,0.028897,0.016744,0.003781
88,0.029977,0.014313,0.003511
89,0.027816,0.013773,0.003511
90,0.024846,0.014313,0.003511
91,0.025926,0.013233,0.003511
92,0.025116,0.012963,0.003511
93,0.025386,0.011883,0.003241
94,0.023225,0.012693,0.003511
95,0.022415,0.012423,0.002971
96,0.020795,0.011343,0.002971
97,0.021605,0.009722,0.002701
98,0.020795,0.009182,0.002701
99,0.018634,0.010532,0.002701
100,0.018364,0.010262,0.002701
101,0.016744,0.010262,0.002971
102,0.015934,0.008642,0.002701
103,0.019174,0.007292,0.002431
104,0.021335,0.008102,0.002701
105,0.021335,0.008102,0.002431
106,0.019985,0.008102,0.002431
107,0.020525,0.009992,0.002431
108,0.020795,0.011343,0.002431
109,0.020795,0.010532,0.003511
110,0.019985,0.010802,0.004051
111,0.019985,0.009992,0.005401
112,0.020255,0.009992,0.005941
113,0.019715,0.009992,0.005131
114,0.022685,0.009182,0.004321
115,0.023765,0.009182,0.005671
116,0.020255,0.009182,0.006211
117,0.019985,0.009182,0.006481
118,0.019985,0.009182,0.006752
119,0.019985,0.009182,0.006752
120,0.019985,0.009182,0.006752
121,0.020525,0.009182,0.006752
122,0.019985,0.009182,0.006752
123,0.019985,0.009182,0.006752
124,0.019985,0.009182,0.006752
125,0.019985,0.009182,0.006752
126,0.019985,0.009182,0.006752
127,0.019985,0.009182,0.006752
128,0.019985,0.009182,0.006752
129,0.021875,0.009992,0.007832
130,0.022145,0.012423,0.009992
131,0.023495,0.015123,0.010802
132,0.033218,0.015123,0.009182
133,0.037269,0.018904,0.008912
134,0.046181,0.020795,0.008642
135,0.053202,0.023225,0.008372
136,0.060494,0.024576,0.007022
137,0.065085,0.025386,0.007022
138,0.067245,0.025926,0.007022
139,0.070486,0.025926,0.005941
140,0.069136,0.027276,0.006211
141,0.070756,0.024846,0.005401
142,0.067515,0.026736,0.005671
143,0.065895,0.025926,0.005941
144,0.066165,0.025386,0.006211
145,0.066165,0.024846,0.006481
146,0.061034,0.026736,0.006752
147,0.066435,0.026466,0.007832
148,0.071836,0.029707,0.008912
149,0.078588,0.034298,0.010802
150,0.086420,0.041590,0.009182
151,0.094522,0.046451,0.008912
152,0.097492,0.055903,0.007562
153,0.095602,0.066975,0.007562
154,0.103704,0.065895,0.007562
155,0.099653,0.076427,0.006481
156,0.094522,0.085340,0.006752
157,0.087230,0.093171,0.005941
158,0.096952,0.085880,0.005401
159,0.101273,0.079938,0.004861
160,0.108835,0.074267,0.004591
161,0.113966,0.069406,0.004321
162,0.116397,0.065355,0.004051
163,0.117747,0.062114,0.003781
164,0.116667,0.059414,0.003511
165,0.118287,0.055363,0.003241
166,0.116937,0.053202,0.003511
167,0.117207,0.050231,0.002701
168,0.113426,0.049961,0.002971
169,0.112616,0.047801,0.002971
170,0.108295,0.046181,0.002971
171,0.107485,0.044830,0.003781
172,0.107215,0.042400,0.004321
173,0.100463,0.041590,0.005131
174,0.098573,0.040239,0.005401
175,0.098032,0.036998,0.004591
176,0.092901,0.036458,0.005131
177,0.089660,0.035918,0.005401
178,0.088310,0.033758,0.005401
179,0.085340,0.033218,0.005401
180,0.084259,0.030787,0.005401
181,0.080208,0.031057,0.006211
182,0.079938,0.029707,0.005401
183,0.076968,0.030247,0.005671
184,0.073727,0.029437,0.006481
185,0.073457,0.028086,0.006481
186,0.073187,0.026736,0.006481
187,0.070486,0.027546,0.006481
188,0.066165,0.026466,0.006481
189,0.063735,0.025926,0.006481
190,0.061574,0.025386,0.006481
191,0.063735,0.024035,0.005671
192,0.060224,0.023765,0.005671
193,0.058603,0.025116,0.005671
194,0.060764,0.022685,0.005671
195,0.058873,0.022685,0.005671
196,0.057793,0.022145,0.005671
197,0.056713,0.022145,0.005671
198,0.055903,0.022145,0.005671
199,0.055633,0.022145,0.005671
200,0.055363,0.022145,0.005671
201,0.051852,0.022145,0.005671
202,0.050502,0.021335,0.004861
203,0.049961,0.020795,0.004861
204,0.048881,0.020795,0.004051
205,0.045100,0.020795,0.004051
206,0.044830,0.018094,0.003241
207,0.043480,0.018094,0.003241
208,0.040509,0.019715,0.002431
209,0.041319,0.017014,0.002431
210,0.037539,0.018634,0.002431
211,0.038619,0.015934,0.001620
212,0.034838,0.016744,0.001620
213,0.032137,0.014853,0.001620
214,0.032137,0.013773,0.001620
215,0.029977,0.014853,0.000810
216,0.028897,0.014583,0.000810
217,0.028897,0.013233,0.000810
218,0.027006,0.013233,0.000810
219,0.024846,0.013773,0.000810
220,0.024576,0.012693,0.000810
221,0.022955,0.011613,0.000810
222,0.024035,0.009992,0.000000
223,0.021875,0.011343,0.000000
224,0.020525,0.011883,0.000000
225,0.020525,0.010802,0.000000
226,0.019985,0.009992,0.000000
227,0.019715,0.010262,0.000000
228,0.021065,0.008642,0.000000
229,0.020525,0.009452,0.000000
230,0.017824,0.011343,0.000810
231,0.016474,0.011073,0.001620
232,0.016204,0.010262,0.002431
233,0.017554,0.009452,0.002431
234,0.017284,0.008912,0.003241
235,0.017554,0.008912,0.004051
236,0.016474,0.009722,0.004861
