Time,Subsystem 42,Subsystem 43,Subsystem 45
1,0.000000,0.000000,0.000000
2,0.000196,0.000000,0.000000
3,0.000196,0.000393,0.000000
4,0.000196,0.000393,0.000982
5,0.000196,0.000393,0.001571
6,0.000196,0.000393,0.001571
7,0.000196,0.000393,0.003928
8,0.000196,0.000393,0.003928
9,0.000393,0.000786,0.008053
10,0.000295,0.000786,0.010311
11,0.000491,0.001178,0.012668
12,0.000491,0.001178,0.013650
13,0.000491,0.001178,0.015418
14,0.000589,0.001178,0.018462
15,0.000589,0.001178,0.020525
16,0.000786,0.001571,0.023569
17,0.000687,0.001571,0.025140
18,0.000884,0.001964,0.028185
19,0.000884,0.001571,0.032015
20,0.000982,0.001964,0.034764
21,0.001178,0.002357,0.037318
22,0.001277,0.002357,0.041148
23,0.001277,0.002357,0.043013
24,0.001375,0.002750,0.044978
25,0.001571,0.003143,0.047825
26,0.001473,0.002750,0.049200
27,0.001669,0.003143,0.050772
28,0.001768,0.003535,0.054111
29,0.001866,0.003535,0.057155
30,0.001768,0.003535,0.060788
31,0.001866,0.003535,0.061378
32,0.001964,0.003928,0.062360
33,0.002062,0.003928,0.065404
34,0.002160,0.004321,0.068252
35,0.002259,0.004321,0.071100
36,0.002357,0.004714,0.073162
37,0.002455,0.004321,0.075912
38,0.002455,0.004714,0.078465
39,0.002455,0.004714,0.078171
40,0.002553,0.005107,0.080626
41,0.002652,0.005107,0.082884
42,0.002750,0.005499,0.085045
43,0.002848,0.005696,0.087009
44,0.002946,0.005892,0.088875
45,0.003044,0.006285,0.091035
46,0.003143,0.006285,0.092901
47,0.003241,0.006678,0.094473
48,0.003339,0.006678,0.096240
49,0.003339,0.006874,0.097811
50,0.003339,0.006874,0.099383
51,0.003339,0.006874,0.100954
52,0.003339,0.007071,0.102132
53,0.003339,0.007071,0.103213
54,0.003339,0.007071,0.104195
55,0.003339,0.007071,0.105079
56,0.003339,0.007071,0.105864
57,0.003535,0.007464,0.113524
58,0.003732,0.007856,0.121184
59,0.003928,0.008249,0.128844
60,0.004125,0.008838,0.135915
61,0.004321,0.009231,0.143673
62,0.004517,0.009624,0.151333
63,0.004714,0.010213,0.158403
64,0.004910,0.010606,0.166260
65,0.005107,0.010999,0.173232
66,0.005303,0.011392,0.180205
67,0.005499,0.011981,0.187963
68,0.005696,0.012374,0.194935
69,0.005892,0.012767,0.203185
70,0.006089,0.013159,0.211336
71,0.006285,0.013945,0.219192
72,0.006481,0.014338,0.227245
73,0.006678,0.014731,0.235003
74,0.006874,0.015320,0.243056
75,0.007071,0.015713,0.250715
76,0.007267,0.016302,0.258572
77,0.007464,0.016695,0.264660
78,0.007660,0.017480,0.272615
79,0.007856,0.017873,0.280766
80,0.008053,0.018266,0.289113
81,0.008249,0.018855,0.296871
82,0.008446,0.019444,0.305022
83,0.008642,0.020034,0.313370
84,0.008838,0.020426,0.321914
85,0.009035,0.021016,0.329966
86,0.009231,0.021605,0.337724
87,0.009428,0.021998,0.346170
88,0.009624,0.022587,0.354223
89,0.009820,0.022980,0.364338
90,0.010017,0.023765,0.374158
91,0.010311,0.024355,0.384175
92,0.010606,0.025140,0.392817
93,0.010802,0.025730,0.401557
94,0.010999,0.026319,0.410788
95,0.011195,0.026908,0.420314
96,0.011392,0.027694,0.429742
97,0.011588,0.028283,0.439268
98,0.011785,0.029068,0.449481
99,0.011981,0.029854,0.459694
100,0.012177,0.030640,0.470595
101,0.012374,0.031622,0.481692
102,0.012573,0.032611,0.493186
103,0.012783,0.033630,0.505110
104,0.013006,0.034682,0.517783
105,0.013263,0.035822,0.532505
106,0.013535,0.037045,0.547843
107,0.013804,0.038036,0.563052
108,0.014044,0.038930,0.575571
109,0.014205,0.039630,0.584559
