Time,Subsystem 5,Subsystem 16,Subsystem 17
1,0.000000,0.000000,0.000000
2,0.000000,0.000000,0.000000
3,0.000000,0.000000,0.000000
4,0.000000,0.000000,0.000000
5,0.000000,0.000000,0.000000
6,0.002259,0.000393,0.000000
7,0.002259,0.000687,0.000295
8,0.002259,0.000687,0.000295
9,0.004517,0.000687,0.000295
10,0.004517,0.001375,0.000589
11,0.004517,0.001375,0.000589
12,0.006776,0.002062,0.000589
13,0.006776,0.002062,0.000884
14,0.006776,0.002062,0.000884
15,0.009035,0.002750,0.001178
16,0.009035,0.002750,0.001178
17,0.011293,0.003437,0.001473
18,0.013552,0.003437,0.001473
19,0.013552,0.004125,0.001768
20,0.015811,0.004125,0.001768
21,0.015811,0.004812,0.002062
22,0.018070,0.005205,0.002062
23,0.018070,0.005499,0.002357
24,0.020328,0.005892,0.002357
25,0.022587,0.006187,0.002652
26,0.022587,0.006874,0.002946
27,0.024846,0.007562,0.002946
28,0.027104,0.007955,0.003241
29,0.029363,0.008249,0.003535
30,0.029363,0.008937,0.003830
31,0.031622,0.009624,0.003830
32,0.033880,0.010311,0.004125
33,0.036139,0.010999,0.004419
34,0.038398,0.011686,0.004714
35,0.040657,0.012374,0.005008
36,0.042915,0.013061,0.005303
37,0.045174,0.013749,0.005598
38,0.047433,0.014436,0.005892
39,0.049691,0.015123,0.006187
40,0.051950,0.015811,0.006481
41,0.054209,0.016498,0.006776
42,0.056467,0.017186,0.007071
43,0.058726,0.017677,0.007365
44,0.060985,0.018364,0.007660
45,0.063244,0.018757,0.007955
46,0.065502,0.019444,0.008249
47,0.067761,0.020132,0.008544
48,0.070020,0.020819,0.008838
49,0.070020,0.021605,0.009133
50,0.072278,0.022292,0.009428
51,0.074537,0.022980,0.009722
52,0.076796,0.023765,0.010017
53,0.079054,0.024453,0.010311
54,0.081313,0.025140,0.010606
55,0.083572,0.025828,0.010901
56,0.085831,0.026613,0.011195
57,0.088089,0.027301,0.011490
58,0.090348,0.027988,0.011785
59,0.092607,0.028774,0.012079
60,0.094865,0.029461,0.012374
61,0.097124,0.030247,0.012668
62,0.099383,0.030934,0.012963
63,0.101641,0.031720,0.013258
64,0.103900,0.032407,0.013552
65,0.106159,0.033095,0.013847
66,0.108418,0.033782,0.014141
67,0.110676,0.034470,0.014436
68,0.112935,0.035157,0.014436
69,0.114015,0.035354,0.014731
70,0.116274,0.036041,0.015025
71,0.118533,0.036728,0.015320
72,0.114015,0.035255,0.014436
73,0.109498,0.033291,0.014141
74,0.106159,0.032113,0.013847
75,0.103900,0.030934,0.013552
76,0.101641,0.029952,0.013258
77,0.099383,0.028970,0.012963
78,0.097124,0.027988,0.012668
79,0.094865,0.027203,0.012374
80,0.092607,0.026319,0.012079
81,0.090348,0.025533,0.011785
82,0.088089,0.024846,0.011490
83,0.085831,0.024158,0.011195
84,0.083572,0.023471,0.010901
85,0.081313,0.022783,0.010606
86,0.079054,0.022292,0.010311
87,0.076796,0.021703,0.010017
88,0.074537,0.021114,0.009722
89,0.074537,0.020623,0.009722
90,0.074537,0.020328,0.009722
91,0.074537,0.019935,0.009722
92,0.074537,0.019543,0.009722
93,0.074537,0.019248,0.009722
94,0.075617,0.018953,0.009722
95,0.074537,0.018561,0.009722
96,0.075617,0.018168,0.009722
97,0.074537,0.017873,0.009722
98,0.075617,0.017579,0.009722
99,0.074537,0.017480,0.009722
100,0.075617,0.017186,0.009722
101,0.074537,0.016891,0.009722
102,0.075617,0.016793,0.009722
103,0.074537,0.016498,0.009722
104,0.075617,0.016498,0.009722
105,0.074537,0.016498,0.009722
106,0.075617,0.016597,0.009722
107,0.074537,0.016498,0.009722
108,0.075617,0.016498,0.009428
109,0.075617,0.016597,0.009722
110,0.075617,0.016498,0.009722
111,0.075617,0.016498,0.009722
112,0.075617,0.016498,0.009722
113,0.077876,0.017186,0.010017
114,0.081215,0.017873,0.010017
115,0.084554,0.018659,0.010606
116,0.087893,0.019346,0.010901
117,0.090152,0.020034,0.011195
118,0.093490,0.020819,0.011490
119,0.096829,0.021507,0.011785
120,0.100168,0.022194,0.012079
121,0.102427,0.022980,0.012374
122,0.105766,0.023667,0.012668
123,0.108025,0.024355,0.012963
124,0.111364,0.025140,0.013258
125,0.113622,0.025828,0.013552
126,0.116961,0.026515,0.013847
127,0.119220,0.027203,0.014141
128,0.122559,0.027988,0.014436
129,0.124818,0.028676,0.014731
130,0.128746,0.029363,0.014731
131,0.132281,0.030051,0.015025
132,0.135424,0.030738,0.015614
133,0.138566,0.031425,0.015909
134,0.141611,0.032113,0.016204
135,0.144655,0.032800,0.016498
136,0.147601,0.033488,0.016793
137,0.150547,0.034175,0.017088
138,0.153591,0.034863,0.017382
139,0.156538,0.035550,0.017677
140,0.159484,0.036237,0.017971
141,0.162430,0.036925,0.018266
142,0.165278,0.037612,0.018561
143,0.168224,0.038300,0.018855
144,0.171170,0.038987,0.019150
145,0.174018,0.039675,0.019444
146,0.177062,0.040362,0.019739
147,0.180205,0.041049,0.020034
148,0.183347,0.041737,0.020328
149,0.186588,0.042424,0.020623
150,0.189927,0.043112,0.020918
151,0.193364,0.043799,0.021212
152,0.196801,0.044487,0.021507
153,0.200435,0.045174,0.021801
154,0.203381,0.045861,0.022096
155,0.208586,0.046549,0.022391
156,0.212416,0.047924,0.022980
157,0.215657,0.048611,0.023274
158,0.220763,0.049299,0.023569
159,0.224986,0.050673,0.024158
160,0.230485,0.051361,0.024453
161,0.234414,0.052932,0.024747
162,0.238833,0.053816,0.025042
163,0.244332,0.054700,0.025337
164,0.248751,0.055682,0.025631
165,0.254251,0.056664,0.025926
166,0.259750,0.057646,0.026221
167,0.265250,0.058628,0.026515
168,0.270749,0.059610,0.026810
169,0.276249,0.060788,0.027104
170,0.281748,0.061574,0.027694
171,0.286167,0.062654,0.027988
172,0.291667,0.063538,0.028283
173,0.297657,0.064422,0.028577
174,0.303648,0.065306,0.028872
175,0.308558,0.066386,0.029167
176,0.314548,0.067368,0.029167
177,0.320048,0.068252,0.029461
178,0.324958,0.069529,0.029756
179,0.330457,0.070216,0.030051
180,0.335957,0.071198,0.030345
181,0.341358,0.072278,0.030640
182,0.347348,0.072966,0.030934
183,0.352750,0.073850,0.031229
184,0.358249,0.075028,0.031524
185,0.364141,0.075715,0.031818
186,0.370623,0.076010,0.032113
187,0.376515,0.076894,0.032407
188,0.381916,0.078367,0.032702
189,0.388398,0.078760,0.032997
190,0.391540,0.079840,0.034470
191,0.397040,0.081019,0.035059
192,0.377006,0.077287,0.034175
193,0.360311,0.073751,0.032997
194,0.343617,0.070903,0.031818
195,0.326726,0.067859,0.030345
196,0.312290,0.063931,0.029461
197,0.299916,0.060887,0.027988
198,0.285676,0.058137,0.027399
199,0.273695,0.055191,0.026221
200,0.263580,0.052834,0.024747
201,0.253563,0.050673,0.024453
202,0.240895,0.048611,0.024158
203,0.231566,0.045763,0.023274
204,0.224004,0.043799,0.022685
205,0.214184,0.042031,0.022685
206,0.207997,0.040853,0.021507
207,0.201908,0.039184,0.020623
208,0.194837,0.037809,0.020328
209,0.187177,0.036336,0.019444
210,0.182169,0.034961,0.018855
211,0.175098,0.033979,0.018855
212,0.170777,0.032702,0.018266
213,0.164198,0.031818,0.018266
214,0.160957,0.030051,0.018266
