Time,Subsystem 104,Subsystem 119
1,0.000000,0.000000
2,0.000000,0.000000
3,0.000000,0.000000
4,0.000000,0.000000
5,0.000000,0.000000
6,0.000000,0.000000
7,0.000000,0.000000
8,0.001440,0.000000
9,0.002160,0.000000
10,0.002521,0.000000
11,0.003241,0.000000
12,0.004681,0.000000
13,0.006842,0.000000
14,0.007922,0.001080
15,0.010802,0.001080
16,0.011883,0.002160
17,0.014403,0.002160
18,0.016924,0.001080
19,0.019444,0.001080
20,0.022685,0.001080
21,0.024486,0.002160
22,0.027006,0.001080
23,0.028807,0.002160
24,0.029887,0.003241
25,0.033488,0.002160
26,0.030967,0.003241
27,0.035648,0.002160
28,0.034568,0.003241
29,0.038169,0.003241
30,0.040329,0.003241
31,0.043210,0.003241
32,0.043570,0.004321
33,0.045370,0.004321
34,0.048971,0.004321
35,0.048971,0.004321
36,0.051132,0.005401
37,0.053292,0.005401
38,0.054733,0.005401
39,0.054012,0.005401
40,0.055093,0.005401
41,0.056173,0.005401
42,0.058333,0.005401
43,0.060134,0.005401
44,0.060494,0.005401
45,0.061214,0.005401
46,0.062654,0.004321
47,0.062654,0.005401
48,0.062654,0.005401
49,0.063014,0.005401
50,0.063374,0.005401
51,0.063374,0.005401
52,0.063374,0.005401
53,0.061574,0.005401
54,0.062294,0.005401
55,0.063014,0.005401
56,0.064095,0.005401
57,0.064455,0.005401
58,0.064815,0.005401
59,0.064815,0.005401
60,0.065175,0.005401
61,0.065175,0.005401
62,0.065895,0.005401
63,0.066975,0.005401
64,0.067695,0.005401
65,0.069856,0.005401
66,0.071296,0.005401
67,0.071296,0.005401
68,0.071656,0.005401
69,0.072016,0.005401
70,0.072016,0.005401
71,0.072016,0.005401
72,0.071656,0.005401
73,0.069856,0.005401
74,0.070936,0.005401
75,0.070936,0.005401
76,0.070936,0.005401
77,0.068056,0.005401
78,0.068416,0.005401
79,0.068056,0.005401
80,0.068056,0.005401
81,0.068056,0.005401
82,0.065535,0.005401
83,0.060134,0.004321
84,0.054012,0.005401
85,0.048971,0.004321
86,0.052932,0.005401
87,0.059414,0.008642
88,0.066975,0.015123
89,0.076337,0.018364
90,0.084979,0.022685
91,0.090381,0.028086
92,0.096142,0.030247
93,0.103344,0.027006
94,0.104064,0.022685
95,0.108385,0.020525
96,0.106584,0.017284
97,0.103704,0.015123
98,0.104064,0.014043
99,0.107305,0.011883
100,0.105864,0.011883
101,0.102984,0.010802
102,0.099383,0.010802
103,0.093261,0.009722
104,0.088580,0.009722
105,0.081739,0.012963
106,0.074177,0.015123
107,0.068776,0.014043
108,0.062654,0.015123
109,0.057613,0.016204
110,0.055453,0.014043
111,0.050772,0.014043
112,0.045730,0.015123
113,0.042130,0.014043
114,0.033848,0.012963
115,0.035648,0.010802
116,0.034568,0.011883
117,0.033488,0.011883
118,0.030247,0.011883
119,0.028086,0.010802
120,0.025206,0.009722
121,0.021965,0.009722
122,0.033488,0.010802
123,0.054372,0.010802
124,0.075977,0.011883
125,0.101903,0.012963
126,0.122068,0.014043
127,0.137912,0.015123
128,0.150514,0.015123
129,0.160237,0.015123
130,0.168158,0.015123
131,0.176440,0.015123
132,0.178241,0.015123
133,0.179681,0.014043
134,0.178601,0.015123
135,0.175360,0.015123
136,0.170679,0.014043
137,0.165998,0.014043
138,0.160957,0.014043
139,0.154475,0.014043
140,0.146914,0.014043
141,0.142233,0.014043
142,0.136831,0.014043
143,0.130350,0.014043
144,0.125309,0.012963
145,0.117387,0.012963
146,0.115226,0.011883
147,0.109465,0.011883
148,0.108385,0.010802
149,0.104784,0.010802
150,0.103704,0.009722
151,0.101903,0.009722
152,0.099743,0.009722
153,0.096142,0.010802
154,0.093981,0.009722
155,0.092181,0.009722
156,0.090741,0.009722
157,0.087860,0.009722
158,0.086420,0.009722
159,0.085340,0.009722
160,0.083899,0.009722
161,0.083899,0.009722
162,0.081739,0.010802
163,0.079578,0.009722
164,0.079218,0.009722
165,0.078858,0.009722
166,0.078498,0.009722
167,0.077778,0.009722
168,0.077418,0.009722
169,0.077058,0.009722
170,0.076698,0.009722
171,0.076337,0.009722
172,0.076337,0.009722
173,0.076337,0.009722
174,0.076337,0.009722
175,0.076337,0.009722
176,0.075977,0.009722
177,0.075617,0.009722
178,0.075257,0.009722
179,0.074897,0.009722
180,0.074897,0.009722
181,0.074897,0.009722
182,0.074897,0.009722
183,0.074897,0.009722
184,0.074897,0.009722
185,0.074897,0.009722
186,0.074897,0.009722
187,0.074897,0.009722
188,0.074897,0.009722
189,0.074897,0.009722
190,0.074897,0.009722
191,0.074897,0.009722
192,0.074897,0.009722
193,0.074897,0.009722
194,0.074897,0.009722
195,0.074897,0.009722
196,0.074897,0.009722
197,0.074897,0.009722
198,0.074897,0.009722
199,0.074897,0.009722
200,0.074537,0.009722
201,0.074177,0.009722
202,0.071296,0.009722
203,0.066255,0.008642
204,0.059774,0.008642
205,0.052932,0.007562
206,0.078138,0.014043
207,0.113786,0.027006
208,0.186163,0.022685
209,0.248817,0.031327
210,0.321553,0.030247
211,0.387449,0.024846
212,0.438220,0.023765
213,0.478687,0.024853
214,0.505400,0.024873
215,0.533984,0.022735
216,0.558565,0.021756
217,0.576292,0.021889
218,0.589688,0.021978
219,0.588584,0.019772
220,0.580956,0.019729
221,0.561225,0.018493
222,0.538642,0.017319
223,0.512471,0.016215
224,0.484921,0.016204
225,0.454632,0.015123
226,0.420381,0.012963
227,0.388314,0.011883
228,0.335597,0.012963
229,0.314712,0.012963
230,0.294187,0.010802
231,0.272582,0.009722
232,0.251337,0.009722
233,0.230453,0.009722
234,0.207407,0.012963
235,0.186883,0.014043
236,0.167438,0.015123
237,0.150154,0.015123
238,0.133230,0.015123
239,0.118107,0.012963
240,0.097582,0.011883
241,0.085700,0.010802
242,0.083539,0.012963
243,0.094702,0.014043
244,0.117387,0.014043
245,0.135391,0.016204
246,0.151235,0.016204
247,0.167078,0.016204
248,0.178241,0.016204
249,0.182202,0.017284
