Time,Subsystem 37,Subsystem 40
1,0.000000,0.000000
2,0.000000,0.000000
3,0.000288,0.000000
4,0.000720,0.000000
5,0.000864,0.000000
6,0.001440,0.000000
7,0.002160,0.000000
8,0.002449,0.000000
9,0.003313,0.000000
10,0.004177,0.000000
11,0.005041,0.000000
12,0.005473,0.000000
13,0.006481,0.000000
14,0.007346,0.000000
15,0.008066,0.000000
16,0.008930,0.000000
17,0.009794,0.000000
18,0.010802,0.000000
19,0.011235,0.000000
20,0.011811,0.000000
21,0.012531,0.000000
22,0.013395,0.000000
23,0.013971,0.000000
24,0.014115,0.000000
25,0.014979,0.000000
26,0.015844,0.000000
27,0.016564,0.000000
28,0.017284,0.000000
29,0.017860,0.000000
30,0.018436,0.000000
31,0.018868,0.000000
32,0.019300,0.000000
33,0.019733,0.000000
34,0.020165,0.000000
35,0.020453,0.000000
36,0.020741,0.000000
37,0.021029,0.000000
38,0.021317,0.000000
39,0.021317,0.000000
40,0.021605,0.000000
41,0.021893,0.000000
42,0.021893,0.000000
43,0.022037,0.000000
44,0.022325,0.000000
45,0.022469,0.000000
46,0.022757,0.000000
47,0.022901,0.000000
48,0.023189,0.000000
49,0.023333,0.000000
50,0.023477,0.000000
51,0.023621,0.000000
52,0.023621,0.000000
53,0.023765,0.000000
54,0.023909,0.000000
55,0.024053,0.000000
56,0.024198,0.000000
57,0.024342,0.000000
58,0.024486,0.000000
59,0.024486,0.000000
60,0.024774,0.000000
61,0.025062,0.000000
62,0.025062,0.000000
63,0.025062,0.000000
64,0.025062,0.000000
65,0.025206,0.000000
66,0.025350,0.000000
67,0.025350,0.000000
68,0.025494,0.000000
69,0.025638,0.000000
70,0.025638,0.000000
71,0.027942,0.000000
72,0.030247,0.000000
73,0.032695,0.000000
74,0.035000,0.000000
75,0.037305,0.000000
76,0.040041,0.000000
77,0.042346,0.000000
78,0.045370,0.000000
79,0.048539,0.000000
80,0.051564,0.000000
81,0.055309,0.000000
82,0.059198,0.000000
83,0.062942,0.000000
84,0.066975,0.000000
85,0.071008,0.000000
86,0.075473,0.000000
87,0.080082,0.000000
88,0.084835,0.000000
89,0.090165,0.000000
90,0.095638,0.000000
91,0.101399,0.000000
92,0.107305,0.000000
93,0.113354,0.000000
94,0.119259,0.000144
95,0.125453,0.000288
96,0.131646,0.000432
97,0.138128,0.000432
98,0.144465,0.000576
99,0.150802,0.000720
100,0.157140,0.000864
101,0.163621,0.001008
102,0.169959,0.001152
103,0.176584,0.001152
104,0.182778,0.001296
105,0.189259,0.001440
106,0.195453,0.001584
107,0.201646,0.001728
108,0.207840,0.002160
109,0.214033,0.002305
110,0.219506,0.003025
111,0.225556,0.003169
112,0.231173,0.003457
113,0.236934,0.003889
114,0.242407,0.004321
115,0.247881,0.004753
116,0.253642,0.005185
117,0.258395,0.006337
118,0.263148,0.007490
119,0.267757,0.008642
120,0.272510,0.009794
121,0.253354,0.010226
122,0.236214,0.010514
123,0.221235,0.009794
124,0.206111,0.010947
125,0.192716,0.011523
126,0.180185,0.011811
127,0.169815,0.010947
128,0.159588,0.011235
129,0.150370,0.011523
130,0.141296,0.011811
131,0.133086,0.011955
132,0.125597,0.012099
133,0.118683,0.012243
134,0.112346,0.012387
135,0.106584,0.012531
136,0.101399,0.012675
137,0.096646,0.012819
138,0.092613,0.012963
139,0.088292,0.013827
140,0.084835,0.014115
141,0.081955,0.014115
142,0.078786,0.014115
143,0.075905,0.014115
144,0.074033,0.013395
145,0.072305,0.012675
146,0.070720,0.012099
147,0.069568,0.011523
148,0.068560,0.011091
149,0.067551,0.010658
150,0.066399,0.010226
151,0.065391,0.009794
152,0.064383,0.009506
153,0.063519,0.009218
154,0.062654,0.008930
155,0.061934,0.008642
156,0.061214,0.008354
157,0.060638,0.008066
158,0.060062,0.007922
159,0.059486,0.007778
160,0.059774,0.007634
161,0.059774,0.007490
162,0.059774,0.007490
163,0.060062,0.007346
164,0.059630,0.007202
165,0.059198,0.007058
166,0.059053,0.007202
167,0.059342,0.006770
168,0.059198,0.006626
169,0.059198,0.006481
170,0.059053,0.006481
171,0.058765,0.006481
172,0.058477,0.006481
173,0.058045,0.006481
174,0.057469,0.006193
175,0.056893,0.006193
176,0.056461,0.006193
177,0.056173,0.006049
178,0.055741,0.006049
179,0.055165,0.006049
180,0.054588,0.006049
181,0.053868,0.006049
182,0.053292,0.006049
183,0.052716,0.006049
184,0.052140,0.006049
185,0.051420,0.006049
186,0.050844,0.006049
187,0.049979,0.006193
188,0.049259,0.006193
189,0.048683,0.006193
190,0.047819,0.006193
191,0.051276,0.006626
192,0.054588,0.007058
193,0.058045,0.007490
194,0.061502,0.007922
195,0.064815,0.008354
196,0.068416,0.008786
197,0.071728,0.009218
198,0.075617,0.009938
199,0.079794,0.010514
200,0.084259,0.011235
201,0.089156,0.011811
202,0.094198,0.012531
203,0.099383,0.013107
204,0.104712,0.013827
205,0.110329,0.014259
206,0.116091,0.014691
207,0.122140,0.014835
208,0.128765,0.015123
209,0.135391,0.015556
210,0.142160,0.015988
211,0.148066,0.017140
212,0.154403,0.018292
213,0.160741,0.019444
214,0.167078,0.020597
215,0.173128,0.021749
216,0.179897,0.022901
217,0.188107,0.023045
218,0.194877,0.024198
219,0.202078,0.025206
220,0.209568,0.026358
221,0.217202,0.027654
222,0.224835,0.028807
223,0.233189,0.029815
224,0.241255,0.031111
225,0.248601,0.033272
226,0.257675,0.033416
227,0.266173,0.034568
228,0.274815,0.035576
229,0.283025,0.036728
230,0.290802,0.037881
231,0.299588,0.039033
232,0.308519,0.040185
233,0.317449,0.041337
234,0.326379,0.042490
235,0.335021,0.043642
236,0.344095,0.044794
237,0.352160,0.045947
238,0.360514,0.047099
239,0.369733,0.047243
240,0.378230,0.048395
241,0.353457,0.045226
242,0.330700,0.042490
243,0.309383,0.040041
244,0.290082,0.037737
245,0.273230,0.034712
246,0.256667,0.032840
247,0.241399,0.031255
248,0.226852,0.029815
249,0.215473,0.027510
