Time,Subsystem 23,Subsystem 24
1,0.000000,0.000000
2,0.000000,0.000000
3,0.000000,0.000000
4,0.000000,0.000000
5,0.000000,0.000000
6,0.000000,0.000000
7,0.000000,0.000000
8,0.000000,0.000000
9,0.000000,0.000000
10,0.000000,0.000000
11,0.000000,0.000000
12,0.000000,0.000000
13,0.000000,0.000000
14,0.000000,0.000000
15,0.000000,0.000000
16,0.000000,0.000000
17,0.000000,0.000000
18,0.000000,0.000000
19,0.000000,0.000000
20,0.000000,0.000000
21,0.000000,0.000000
22,0.000103,0.000000
23,0.000103,0.000000
24,0.000103,0.000000
25,0.000206,0.000000
26,0.000206,0.000000
27,0.000309,0.000000
28,0.000309,0.000000
29,0.000412,0.000000
30,0.000412,0.000000
31,0.000514,0.000000
32,0.000617,0.000000
33,0.000720,0.000000
34,0.000720,0.000000
35,0.000823,0.000000
36,0.000926,0.000000
37,0.000823,0.000000
38,0.000823,0.000000
39,0.000823,0.000000
40,0.001543,0.000000
41,0.001749,0.000000
42,0.001852,0.000000
43,0.001955,0.000000
44,0.002058,0.000000
45,0.002160,0.000000
46,0.002160,0.000000
47,0.002058,0.000000
48,0.002572,0.000000
49,0.002778,0.000000
50,0.002778,0.000000
51,0.002675,0.000000
52,0.003395,0.000000
53,0.003601,0.000000
54,0.003807,0.000000
55,0.004115,0.000000
56,0.003909,0.000000
57,0.004733,0.000000
58,0.005144,0.000000
59,0.005350,0.000000
60,0.005658,0.000000
61,0.005658,0.000000
62,0.006173,0.000000
63,0.006790,0.000000
64,0.006790,0.000000
65,0.007305,0.000000
66,0.007819,0.000000
67,0.008436,0.000000
68,0.009053,0.000000
69,0.009568,0.000000
70,0.009979,0.000103
71,0.010700,0.000206
72,0.011317,0.000309
73,0.012346,0.000412
74,0.013272,0.000412
75,0.014609,0.000412
76,0.015535,0.000412
77,0.016564,0.000514
78,0.017593,0.000720
79,0.018621,0.000823
80,0.019547,0.000926
81,0.020473,0.001029
82,0.020267,0.001132
83,0.020988,0.001235
84,0.020370,0.001337
85,0.020885,0.001440
86,0.020576,0.001543
87,0.021091,0.001646
88,0.020885,0.001749
89,0.021091,0.001646
90,0.021502,0.001646
91,0.021811,0.001543
92,0.021502,0.001852
93,0.020576,0.001646
94,0.020782,0.001646
95,0.020370,0.001955
96,0.019444,0.001852
97,0.018313,0.001749
98,0.019650,0.001852
99,0.019239,0.001749
100,0.018724,0.001646
101,0.020165,0.001646
102,0.018724,0.001543
103,0.020473,0.001543
104,0.018724,0.001440
105,0.020473,0.001646
106,0.019342,0.001749
107,0.019033,0.001646
108,0.018724,0.001646
109,0.020473,0.001646
110,0.019239,0.001646
111,0.018724,0.001543
112,0.020267,0.001543
113,0.019033,0.001646
114,0.019033,0.001646
115,0.018724,0.001543
116,0.018724,0.001543
117,0.019033,0.001543
118,0.019239,0.001543
119,0.019239,0.001440
120,0.019136,0.001440
121,0.019136,0.001337
122,0.019650,0.001337
123,0.020062,0.001235
124,0.020679,0.001235
125,0.021708,0.001132
126,0.022942,0.001132
127,0.024486,0.001029
128,0.026337,0.001029
129,0.027058,0.000926
130,0.028292,0.000926
131,0.030556,0.000823
132,0.033025,0.000823
133,0.035185,0.000823
134,0.037346,0.000720
135,0.039095,0.000823
136,0.041255,0.000926
137,0.042181,0.001132
138,0.044342,0.001235
139,0.046193,0.001440
140,0.046811,0.001646
141,0.048354,0.001749
142,0.048765,0.001852
143,0.050309,0.001955
144,0.051646,0.002366
145,0.053498,0.002263
146,0.052572,0.003395
147,0.053909,0.003498
148,0.054527,0.003395
149,0.055761,0.003395
150,0.056893,0.003395
151,0.057819,0.003498
152,0.058333,0.003395
153,0.059362,0.003395
154,0.060288,0.003395
155,0.059774,0.003292
156,0.060391,0.003498
157,0.061008,0.003498
158,0.061626,0.003395
159,0.060802,0.003292
160,0.060082,0.003292
161,0.060597,0.003292
162,0.060700,0.003601
163,0.061008,0.003395
164,0.061317,0.003189
165,0.061626,0.003086
166,0.061831,0.002984
167,0.061523,0.002881
168,0.061008,0.002778
169,0.060494,0.002675
170,0.060391,0.002572
171,0.060185,0.002469
172,0.059877,0.002366
173,0.059259,0.002263
174,0.058848,0.002160
175,0.058025,0.002058
176,0.057305,0.001955
177,0.056893,0.001852
178,0.056173,0.001749
179,0.055761,0.001646
180,0.055247,0.001646
181,0.054630,0.001543
182,0.054115,0.001543
183,0.053498,0.001440
184,0.052881,0.001440
185,0.052263,0.001337
186,0.051440,0.001337
187,0.050617,0.001235
188,0.049794,0.001235
189,0.049074,0.001132
190,0.048868,0.001132
191,0.048765,0.001029
192,0.048148,0.001029
193,0.048045,0.000926
194,0.048251,0.000926
195,0.048148,0.000823
196,0.048560,0.000823
197,0.048971,0.000823
198,0.049280,0.000720
199,0.049897,0.000720
200,0.050412,0.000720
201,0.050514,0.000617
202,0.050103,0.000823
203,0.050206,0.000926
204,0.050206,0.000823
205,0.049897,0.001029
206,0.049177,0.001029
207,0.048354,0.001132
208,0.046811,0.001029
209,0.046399,0.001132
210,0.045576,0.001132
211,0.045165,0.001132
212,0.044547,0.001235
213,0.044033,0.001235
214,0.043313,0.001235
215,0.042490,0.001543
216,0.041564,0.001440
217,0.040947,0.001440
218,0.039506,0.001543
219,0.038580,0.001543
220,0.037860,0.001440
221,0.036831,0.001646
222,0.034774,0.001543
223,0.034156,0.001543
224,0.032099,0.001440
225,0.032716,0.001646
226,0.031276,0.001543
227,0.029424,0.001543
228,0.029115,0.001440
229,0.027366,0.001440
230,0.027160,0.001337
231,0.025514,0.001337
232,0.026235,0.001235
233,0.024691,0.001337
234,0.023251,0.001235
235,0.023868,0.001235
236,0.022428,0.001235
237,0.021091,0.001235
238,0.021605,0.001132
239,0.020988,0.001235
240,0.020473,0.001132
241,0.019856,0.001132
242,0.019959,0.001029
243,0.020679,0.001029
244,0.021811,0.000926
245,0.023354,0.000926
246,0.024691,0.000823
247,0.026955,0.000926
248,0.029012,0.001235
249,0.031070,0.001235
