Time,Subsystem 39
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000144
16,0.000144
17,0.000144
18,0.000288
19,0.000288
20,0.000288
21,0.000432
22,0.000288
23,0.000288
24,0.000288
25,0.000432
26,0.000432
27,0.000576
28,0.000720
29,0.000720
30,0.000720
31,0.000864
32,0.000864
33,0.001008
34,0.001008
35,0.001008
36,0.001152
37,0.001440
38,0.001440
39,0.001584
40,0.001728
41,0.001872
42,0.001872
43,0.002016
44,0.002016
45,0.002160
46,0.002449
47,0.002737
48,0.002737
49,0.002881
50,0.003169
51,0.003313
52,0.003601
53,0.003601
54,0.003745
55,0.003889
56,0.004033
57,0.004177
58,0.004321
59,0.004321
60,0.004465
61,0.004609
62,0.004465
63,0.004465
64,0.004609
65,0.004321
66,0.004321
67,0.004465
68,0.005761
69,0.008354
70,0.010947
71,0.015123
72,0.019300
73,0.023477
74,0.028374
75,0.032551
76,0.038457
77,0.042346
78,0.045514
79,0.048971
80,0.051852
81,0.056029
82,0.060062
83,0.063374
84,0.067263
85,0.067551
86,0.068272
87,0.068704
88,0.069136
89,0.069136
90,0.069280
91,0.068992
92,0.068272
93,0.067551
94,0.066687
95,0.066255
96,0.067551
97,0.066543
98,0.068272
99,0.066687
100,0.065967
101,0.066687
102,0.065391
103,0.066255
104,0.065103
105,0.065823
106,0.066399
107,0.065103
108,0.066255
109,0.066687
110,0.064671
111,0.065391
112,0.066111
113,0.066255
114,0.064239
115,0.064095
116,0.064671
117,0.064671
118,0.064671
119,0.064671
120,0.064671
121,0.064383
122,0.063807
123,0.063807
124,0.063807
125,0.063519
126,0.063807
127,0.063807
128,0.063807
129,0.063807
130,0.063374
131,0.063807
132,0.064095
133,0.064671
134,0.064959
135,0.065823
136,0.066111
137,0.065967
138,0.065535
139,0.066255
140,0.064959
141,0.064239
142,0.064239
143,0.062942
144,0.062510
145,0.062078
146,0.061646
147,0.061214
148,0.060638
149,0.060062
150,0.059342
151,0.058477
152,0.057325
153,0.055165
154,0.055741
155,0.052860
156,0.050123
157,0.047531
158,0.045082
159,0.042778
160,0.040905
161,0.038745
162,0.037016
163,0.035576
164,0.034136
165,0.032840
166,0.031543
167,0.030391
168,0.029239
169,0.027942
170,0.027078
171,0.026070
172,0.025350
173,0.024342
174,0.024053
175,0.023477
176,0.022901
177,0.022037
178,0.021173
179,0.020453
180,0.019444
181,0.018436
182,0.017572
183,0.016708
184,0.015700
185,0.014979
186,0.014259
187,0.013683
188,0.015556
189,0.019444
190,0.023621
191,0.029815
192,0.037449
193,0.044650
194,0.052860
195,0.060350
196,0.066111
197,0.072305
198,0.077778
199,0.083107
200,0.088436
201,0.093189
202,0.099095
203,0.105000
204,0.110329
205,0.115226
206,0.117099
207,0.121276
208,0.121996
209,0.126173
210,0.129918
211,0.132942
212,0.133086
213,0.135679
214,0.138272
215,0.137840
216,0.137840
217,0.137840
218,0.136975
219,0.134671
220,0.133663
221,0.132078
222,0.129918
223,0.128621
224,0.126317
225,0.124444
226,0.122140
227,0.119547
228,0.116955
229,0.113786
230,0.111193
231,0.108601
232,0.105000
233,0.102263
234,0.098951
235,0.095926
236,0.096358
237,0.096790
238,0.093189
239,0.093189
240,0.092469
241,0.092613
242,0.092613
243,0.092757
244,0.093909
245,0.095782
246,0.097798
247,0.098374
248,0.097222
249,0.095782
250,0.099671
251,0.103560
252,0.107160
253,0.110761
254,0.114938
255,0.118107
256,0.121276
257,0.124300
258,0.127901
259,0.130206
260,0.133663
261,0.136255
262,0.138704
263,0.140288
264,0.142881
265,0.143889
266,0.145761
267,0.147346
268,0.149074
269,0.150802
270,0.153107
271,0.154691
272,0.147058
273,0.139424
274,0.132366
275,0.125741
276,0.120412
277,0.114218
278,0.108889
279,0.102840
280,0.098086
281,0.093621
282,0.090165
283,0.086132
284,0.082243
285,0.078642
286,0.074753
287,0.071872
288,0.069280
289,0.068416
290,0.065535
291,0.062366
292,0.063951
293,0.061790
294,0.063663
295,0.061070
296,0.058189
297,0.055309
298,0.052428
299,0.049691
300,0.047243
301,0.044794
302,0.042346
303,0.039753
304,0.037305
305,0.035144
306,0.032695
307,0.030967
308,0.031255
309,0.033560
310,0.037016
311,0.042202
312,0.048971
313,0.055453
314,0.061070
315,0.066975
316,0.072449
317,0.077778
318,0.082819
319,0.087428
320,0.091893
321,0.095782
322,0.100967
323,0.106728
324,0.112634
325,0.117099
326,0.119691
327,0.123724
328,0.125741
329,0.129630
330,0.130494
331,0.134095
332,0.137407
333,0.140432
334,0.142160
335,0.142160
336,0.141728
337,0.141296
338,0.140576
339,0.138992
340,0.137695
341,0.136399
342,0.134239
343,0.132942
344,0.130782
345,0.128909
346,0.126317
347,0.123868
348,0.121564
349,0.118539
350,0.116091
351,0.113642
352,0.110617
353,0.107737
354,0.103992
355,0.101111
356,0.097942
357,0.098230
358,0.094774
359,0.094918
360,0.094053
361,0.094198
362,0.094053
363,0.094342
364,0.094486
365,0.095638
366,0.097366
367,0.098951
368,0.100823
369,0.098374
370,0.097798
371,0.100823
372,0.103992
373,0.107737
374,0.111481
375,0.115658
376,0.118971
377,0.121564
378,0.125021
379,0.129198
380,0.133519
381,0.136399
382,0.139424
383,0.143025
384,0.146914
385,0.150226
386,0.153395
387,0.153971
388,0.155412
389,0.159588
390,0.162901
391,0.166358
392,0.162613
393,0.158868
394,0.153971
395,0.148930
396,0.143889
397,0.139856
398,0.135679
399,0.131214
400,0.125597
401,0.127757
402,0.121708
403,0.116955
404,0.112634
405,0.115658
406,0.111193
407,0.106584
408,0.108745
409,0.103560
410,0.105432
411,0.099383
412,0.093621
413,0.088436
414,0.083251
415,0.078786
416,0.074465
417,0.070864
418,0.067551
419,0.064239
420,0.061214
421,0.058045
422,0.054012
423,0.051420
424,0.047675
425,0.045082
426,0.042058
427,0.040041
428,0.039609
429,0.042634
430,0.047243
431,0.051564
432,0.056749
433,0.062366
434,0.067695
435,0.073889
436,0.079362
437,0.084115
438,0.088724
439,0.092757
440,0.096502
441,0.100679
442,0.103560
443,0.105720
444,0.109897
445,0.115226
446,0.117099
447,0.118971
448,0.123292
449,0.124012
450,0.128189
451,0.131934
452,0.134671
453,0.137551
454,0.137263
455,0.138416
456,0.138416
457,0.137984
458,0.136687
459,0.135103
460,0.133951
461,0.132366
462,0.130638
463,0.129198
464,0.126317
465,0.124588
466,0.121996
467,0.119835
468,0.117243
469,0.114218
470,0.111626
471,0.109177
472,0.106152
473,0.103272
474,0.100679
475,0.097366
476,0.094486
477,0.095350
478,0.096214
479,0.096358
480,0.095206
481,0.094918
482,0.095062
483,0.095494
484,0.096790
485,0.097942
486,0.099095
487,0.097222
488,0.098951
489,0.097942
490,0.101399
491,0.104712
492,0.107737
493,0.111337
494,0.115082
495,0.119403
496,0.122860
497,0.126749
498,0.131214
499,0.135391
500,0.138704
501,0.142737
502,0.145473
503,0.148786
504,0.152387
505,0.155700
506,0.157428
507,0.160309
508,0.163477
509,0.164918
510,0.166646
511,0.166646
512,0.163189
513,0.159733
514,0.163045
515,0.158868
516,0.149794
517,0.143169
518,0.137263
519,0.130926
520,0.125741
521,0.120556
522,0.114794
523,0.109753
524,0.104856
525,0.105576
526,0.100967
527,0.103272
528,0.098086
529,0.093045
530,0.088724
531,0.084403
532,0.080226
533,0.076626
534,0.078498
535,0.075761
536,0.072881
537,0.069424
538,0.065967
539,0.062222
540,0.059774
541,0.057181
542,0.053580
543,0.051276
544,0.047963
545,0.045658
546,0.042346
547,0.040185
548,0.041049
549,0.044362
550,0.050267
551,0.056461
552,0.062078
553,0.069712
554,0.077634
555,0.084403
556,0.091317
557,0.096934
558,0.102695
559,0.108169
560,0.113066
561,0.116955
562,0.119835
563,0.122428
564,0.126605
565,0.130638
566,0.134383
567,0.138128
568,0.140720
569,0.143169
570,0.141872
571,0.143025
572,0.140144
573,0.140288
574,0.141728
575,0.142305
576,0.142593
577,0.142881
578,0.142881
579,0.141728
580,0.141440
581,0.140864
582,0.139568
583,0.137695
584,0.136687
585,0.134815
586,0.132654
587,0.130638
588,0.127901
589,0.124588
590,0.121564
591,0.118827
592,0.115226
593,0.112346
594,0.108889
595,0.105288
596,0.100967
597,0.097222
598,0.093909
599,0.093621
600,0.093621
601,0.093333
602,0.093333
603,0.093621
604,0.094198
605,0.095638
606,0.097510
607,0.098951
608,0.096358
609,0.095206
610,0.094774
611,0.097654
612,0.101543
613,0.105432
614,0.109465
615,0.113498
616,0.118107
617,0.121276
618,0.124733
619,0.129198
620,0.133663
621,0.137407
622,0.140864
623,0.143745
624,0.147634
625,0.151667
626,0.155123
627,0.159588
628,0.163477
629,0.170535
630,0.174280
631,0.180041
632,0.183498
633,0.189547
634,0.181481
635,0.176440
636,0.171831
637,0.175000
638,0.169815
639,0.164198
640,0.157428
641,0.150514
642,0.141440
643,0.133951
644,0.126749
645,0.119835
646,0.113930
647,0.107305
648,0.100679
649,0.095782
650,0.090597
651,0.085844
652,0.081235
653,0.076770
654,0.072737
655,0.067840
656,0.064959
657,0.062222
658,0.060062
659,0.055885
660,0.053436
661,0.054588
662,0.054588
663,0.051996
664,0.051708
665,0.052860
666,0.049691
667,0.050556
668,0.048251
669,0.047531
670,0.049259
671,0.053004
672,0.057757
673,0.061934
674,0.066975
675,0.071152
676,0.075473
677,0.079794
678,0.083827
679,0.088868
680,0.094198
681,0.097078
682,0.099239
683,0.101111
684,0.106872
685,0.113498
686,0.121996
687,0.131358
688,0.139136
689,0.145761
690,0.150226
691,0.154115
692,0.158004
693,0.162325
694,0.166214
695,0.171831
696,0.174568
697,0.176728
698,0.170247
699,0.169095
700,0.168519
701,0.166214
702,0.161605
703,0.163045
704,0.156996
705,0.152675
706,0.147922
707,0.146049
708,0.141872
709,0.138272
710,0.135967
711,0.132798
712,0.128909
713,0.123724
714,0.123004
715,0.121132
716,0.125741
717,0.122284
718,0.121852
719,0.122428
720,0.121852
721,0.120988
722,0.119835
723,0.120123
724,0.123292
725,0.120700
726,0.122140
727,0.123292
728,0.124156
729,0.125741
730,0.127613
731,0.134527
732,0.133230
733,0.135679
734,0.137263
735,0.139568
736,0.142305
737,0.144321
738,0.145617
739,0.147922
740,0.149650
741,0.150370
742,0.157428
743,0.158868
744,0.164918
745,0.165926
746,0.171543
747,0.171687
748,0.177881
749,0.177016
750,0.181914
751,0.182922
752,0.188395
753,0.185802
754,0.190700
755,0.195165
756,0.194588
757,0.199053
758,0.203230
759,0.200062
760,0.203951
761,0.207840
762,0.211584
763,0.209568
764,0.213169
765,0.216481
766,0.219650
767,0.222531
768,0.225556
769,0.225988
770,0.228724
771,0.230885
772,0.233477
773,0.235926
774,0.238230
775,0.240535
776,0.222531
777,0.206687
778,0.190700
779,0.177160
780,0.163477
781,0.150514
782,0.138992
783,0.128333
784,0.119115
785,0.110761
786,0.102263
787,0.094630
788,0.089877
789,0.087140
790,0.086132
791,0.085267
792,0.085844
793,0.087860
794,0.090453
795,0.093477
796,0.097654
797,0.102263
798,0.105576
799,0.109321
800,0.112058
801,0.113930
802,0.115370
803,0.119259
804,0.121276
805,0.125309
806,0.129918
807,0.133807
808,0.139856
809,0.145905
810,0.152675
811,0.155844
812,0.161893
813,0.167942
814,0.168374
815,0.169527
816,0.166790
817,0.165926
818,0.165638
819,0.164774
820,0.161029
821,0.159300
822,0.155844
823,0.152819
824,0.150658
825,0.147346
826,0.145473
827,0.142449
828,0.140288
829,0.136111
830,0.132942
831,0.130062
832,0.127181
833,0.122572
834,0.118539
835,0.123004
836,0.120844
837,0.117387
838,0.118539
839,0.117531
840,0.116955
841,0.115802
842,0.116379
843,0.116523
844,0.120267
845,0.117963
846,0.117243
847,0.116811
848,0.118395
849,0.118827
850,0.117819
851,0.118683
852,0.120123
853,0.122716
854,0.122572
855,0.123868
856,0.124588
857,0.125165
858,0.130062
859,0.126029
860,0.126029
861,0.126173
862,0.131502
863,0.130926
864,0.135967
865,0.135391
866,0.140432
867,0.139568
868,0.144465
869,0.143169
870,0.147634
871,0.146193
872,0.150658
873,0.153395
874,0.157860
875,0.162325
876,0.156132
877,0.159877
878,0.163909
879,0.162037
880,0.165926
881,0.169383
882,0.172695
883,0.170103
884,0.173416
885,0.176440
886,0.179465
887,0.182490
888,0.185514
889,0.182490
890,0.184938
891,0.187675
892,0.190267
893,0.192716
894,0.194733
895,0.196605
896,0.198765
897,0.200926
898,0.202942
899,0.204815
900,0.206399
901,0.190267
902,0.175288
903,0.161317
904,0.148786
905,0.136975
906,0.126173
907,0.116379
908,0.109609
909,0.106008
910,0.103704
911,0.102695
912,0.103128
913,0.104856
914,0.107737
915,0.110761
916,0.114938
917,0.118971
918,0.121996
919,0.127469
920,0.130062
921,0.134671
922,0.137840
923,0.142016
924,0.141872
925,0.145329
926,0.153539
927,0.162181
928,0.161749
929,0.160021
930,0.159300
931,0.160597
932,0.160741
933,0.161029
934,0.161029
935,0.162613
936,0.161029
937,0.161029
938,0.161029
939,0.160741
940,0.160453
941,0.159300
942,0.155844
943,0.152531
944,0.150947
945,0.148930
946,0.146193
947,0.143745
948,0.140576
949,0.137263
950,0.135103
951,0.133807
952,0.128909
953,0.125453
954,0.122140
955,0.117963
956,0.117675
957,0.118971
958,0.119835
959,0.116091
960,0.117387
961,0.114650
962,0.113786
963,0.114362
964,0.115082
965,0.115802
966,0.116523
967,0.114506
968,0.114218
969,0.117531
970,0.116235
971,0.117387
972,0.119259
973,0.124156
974,0.122284
975,0.121132
976,0.122140
977,0.122860
978,0.123436
979,0.124012
980,0.128477
981,0.124300
982,0.124156
983,0.129630
984,0.129053
985,0.134095
986,0.133230
987,0.138128
988,0.136687
989,0.141008
990,0.139424
991,0.143745
992,0.142160
993,0.146337
994,0.148498
995,0.152675
996,0.156420
997,0.150947
998,0.154547
999,0.158148
1000,0.154403
1001,0.157572
