Time,Subsystem 101,Subsystem 103
1,0.000000,0.000000
2,0.000000,0.000000
3,0.000000,0.002160
4,0.000000,0.002160
5,0.000810,0.005941
6,0.000810,0.008102
7,0.001620,0.009722
8,0.001620,0.011883
9,0.002431,0.013503
10,0.001620,0.017284
11,0.002431,0.017284
12,0.003241,0.021065
13,0.003241,0.024846
14,0.004051,0.027006
15,0.004051,0.029167
16,0.004861,0.031327
17,0.004861,0.033488
18,0.005671,0.035648
19,0.004861,0.037809
20,0.005671,0.037809
21,0.004861,0.037809
22,0.005671,0.038079
23,0.004861,0.038079
24,0.005671,0.038079
25,0.004861,0.038079
26,0.006211,0.038079
27,0.005401,0.038079
28,0.005401,0.038349
29,0.005401,0.038079
30,0.005401,0.038349
31,0.005401,0.038079
32,0.005671,0.038079
33,0.005671,0.038079
34,0.005671,0.038079
35,0.007292,0.036188
36,0.007292,0.037269
37,0.007292,0.037539
38,0.007292,0.037539
39,0.007292,0.037809
40,0.007292,0.037809
41,0.007292,0.038079
42,0.007292,0.038349
43,0.007292,0.038349
44,0.007292,0.038079
45,0.007292,0.038349
46,0.007292,0.038079
47,0.007292,0.038349
48,0.007292,0.038079
49,0.007292,0.039699
50,0.007292,0.039429
51,0.007292,0.041590
52,0.007292,0.041860
53,0.007292,0.045370
54,0.008912,0.047531
55,0.009722,0.047531
56,0.009182,0.049691
57,0.008912,0.053742
58,0.008912,0.055903
59,0.008912,0.058333
60,0.008912,0.060494
61,0.009722,0.060764
62,0.009722,0.062654
63,0.009722,0.064005
64,0.009722,0.064545
65,0.009722,0.064545
66,0.009722,0.064275
67,0.009722,0.064005
68,0.009722,0.064275
69,0.009722,0.061844
70,0.008912,0.062114
71,0.008912,0.060764
72,0.008912,0.058333
73,0.008912,0.056443
74,0.008912,0.058603
75,0.008912,0.060494
76,0.008912,0.062384
77,0.010532,0.060494
78,0.009722,0.060764
79,0.010532,0.059954
80,0.010532,0.059954
81,0.010532,0.059684
82,0.008912,0.060224
83,0.011343,0.056443
84,0.010532,0.058603
85,0.011343,0.058603
86,0.012963,0.060494
87,0.012963,0.060494
88,0.012963,0.062924
89,0.015394,0.065085
90,0.012963,0.068866
91,0.012963,0.070756
92,0.014583,0.085069
93,0.016204,0.100733
94,0.017824,0.116667
95,0.019444,0.131520
96,0.022685,0.143403
97,0.022685,0.162307
98,0.024306,0.179591
99,0.025926,0.196875
100,0.028356,0.212809
101,0.029167,0.228472
102,0.030787,0.240625
103,0.032407,0.256289
104,0.034028,0.270602
105,0.034838,0.287886
106,0.035648,0.305170
107,0.038079,0.318673
108,0.038889,0.334336
109,0.039699,0.350810
110,0.040509,0.365123
111,0.041319,0.378627
112,0.042670,0.392940
113,0.043210,0.408873
114,0.044830,0.423187
115,0.045640,0.437500
116,0.046991,0.451003
117,0.047801,0.464506
118,0.048621,0.478105
119,0.049513,0.492422
120,0.050985,0.506411
121,0.048071,0.431829
122,0.042940,0.374846
123,0.039159,0.326505
124,0.036998,0.284375
125,0.035918,0.248187
126,0.034028,0.218210
127,0.031867,0.195525
128,0.029977,0.176620
129,0.028627,0.159336
130,0.027276,0.146373
131,0.029707,0.133681
132,0.030247,0.124769
133,0.031057,0.120448
134,0.027276,0.119097
135,0.024035,0.120718
136,0.021065,0.122068
137,0.018634,0.125309
138,0.016744,0.130170
139,0.015123,0.135571
140,0.012693,0.138002
141,0.011613,0.142863
142,0.011073,0.146373
143,0.010262,0.149074
144,0.009722,0.151505
145,0.009452,0.153395
146,0.009992,0.153125
147,0.009452,0.156366
148,0.009452,0.160417
149,0.009452,0.160957
150,0.012153,0.161497
151,0.015394,0.159606
152,0.020255,0.153935
153,0.022145,0.149074
154,0.025386,0.145023
155,0.027546,0.146373
156,0.028627,0.148534
157,0.032137,0.147184
158,0.032948,0.148534
159,0.031597,0.150154
160,0.032677,0.148534
161,0.033488,0.143403
162,0.031327,0.142323
163,0.031327,0.141242
164,0.031327,0.142052
165,0.029707,0.143133
166,0.029707,0.138272
167,0.028627,0.136381
168,0.026736,0.136111
169,0.026736,0.134221
170,0.028627,0.132330
171,0.028086,0.131790
172,0.027546,0.134491
173,0.027546,0.135841
174,0.027546,0.135571
175,0.027816,0.134221
176,0.027006,0.134221
177,0.026466,0.129630
178,0.028627,0.126389
179,0.026466,0.128549
180,0.025926,0.128549
181,0.028086,0.124769
182,0.027546,0.122338
183,0.028356,0.121258
184,0.027006,0.117747
185,0.026466,0.117477
186,0.026736,0.114236
187,0.024035,0.113426
188,0.024576,0.107485
189,0.021875,0.106134
190,0.021335,0.101813
191,0.019985,0.097222
192,0.018904,0.095602
193,0.017014,0.092361
194,0.015394,0.091821
195,0.014583,0.088850
196,0.014043,0.087770
197,0.012693,0.087770
198,0.011613,0.086420
199,0.011613,0.082099
200,0.011613,0.082099
201,0.011613,0.078588
202,0.011613,0.078588
203,0.013773,0.076968
204,0.013773,0.078588
205,0.014583,0.077778
206,0.016204,0.078858
207,0.015394,0.082909
208,0.017554,0.083989
209,0.019985,0.081019
210,0.022955,0.081559
211,0.024306,0.081559
212,0.030247,0.092091
213,0.035648,0.105594
214,0.041049,0.119097
215,0.046991,0.132600
216,0.048611,0.149074
217,0.052122,0.163387
218,0.055633,0.176890
219,0.063194,0.188233
220,0.066435,0.200116
221,0.073997,0.211458
222,0.077238,0.227122
223,0.082639,0.240625
224,0.089120,0.254128
225,0.095332,0.267631
226,0.101543,0.280324
227,0.108025,0.293827
228,0.114506,0.303549
229,0.115316,0.321644
230,0.116127,0.338117
231,0.116127,0.357022
232,0.117747,0.373495
233,0.118557,0.393750
234,0.119458,0.412157
235,0.121326,0.428045
236,0.121977,0.450064
237,0.123662,0.471147
238,0.125151,0.490896
239,0.124651,0.504564
240,0.124562,0.514122
241,0.105697,0.447605
242,0.089390,0.392940
243,0.075077,0.347840
244,0.065625,0.305170
245,0.055093,0.273573
246,0.046991,0.245756
247,0.040779,0.225502
248,0.035918,0.206597
249,0.031867,0.196875
