Time,Subsystem 27,Subsystem 42,Subsystem 45
1,0.000000,0.000000,0.000000
2,0.000360,0.000360,0.000000
3,0.000360,0.001800,0.000000
4,0.000360,0.003601,0.000360
5,0.000360,0.004321,0.002701
6,0.000720,0.006121,0.004681
7,0.000720,0.008642,0.005401
8,0.001080,0.009002,0.009362
9,0.001080,0.012963,0.010082
10,0.001440,0.014763,0.014043
11,0.001440,0.017284,0.016744
12,0.001800,0.021605,0.019084
13,0.002160,0.023945,0.023405
14,0.002521,0.026286,0.028086
15,0.002521,0.030247,0.030787
16,0.002881,0.034568,0.033488
17,0.003241,0.038169,0.037809
18,0.003601,0.041950,0.042130
19,0.003961,0.045550,0.046811
20,0.004321,0.048791,0.051492
21,0.004681,0.052212,0.056173
22,0.004681,0.056533,0.060854
23,0.005041,0.060494,0.065535
24,0.005401,0.064815,0.068236
25,0.005761,0.069136,0.072737
26,0.006121,0.073457,0.077238
27,0.006481,0.077778,0.080298
28,0.006842,0.082099,0.084979
29,0.007202,0.086420,0.089660
30,0.007562,0.090741,0.094342
31,0.007922,0.095062,0.099023
32,0.008282,0.099383,0.103704
33,0.008642,0.103704,0.108385
34,0.009002,0.108025,0.113066
35,0.009362,0.112346,0.117747
36,0.009722,0.116667,0.122428
37,0.010082,0.120988,0.127109
38,0.010442,0.125309,0.131790
39,0.010802,0.129630,0.136471
40,0.011163,0.133951,0.141152
41,0.011523,0.138272,0.145833
42,0.011883,0.142593,0.150514
43,0.012243,0.146914,0.155195
44,0.012603,0.151235,0.159877
45,0.012963,0.155556,0.164558
46,0.013323,0.159877,0.169239
47,0.013683,0.164198,0.173920
48,0.014043,0.168519,0.178601
49,0.014403,0.172840,0.183282
50,0.014763,0.177160,0.187963
51,0.015123,0.181481,0.192644
52,0.015484,0.185802,0.197325
53,0.015844,0.190123,0.202006
54,0.016204,0.194444,0.206687
55,0.016564,0.198765,0.211368
56,0.016924,0.203086,0.216049
57,0.017284,0.207407,0.220730
58,0.017644,0.211728,0.225412
59,0.018004,0.216049,0.230093
60,0.018364,0.220370,0.234774
61,0.018724,0.224691,0.239455
62,0.019084,0.229012,0.244136
63,0.019456,0.233470,0.248962
64,0.019815,0.237782,0.253634
65,0.020175,0.242094,0.258306
66,0.020538,0.246462,0.263036
67,0.018724,0.224331,0.239275
68,0.017284,0.204527,0.218210
69,0.015844,0.187063,0.199486
70,0.014763,0.171219,0.182742
71,0.013683,0.157176,0.167798
72,0.012603,0.144573,0.154475
73,0.011883,0.133591,0.142593
74,0.011163,0.123508,0.131970
75,0.010442,0.114506,0.122428
76,0.009722,0.106764,0.113966
77,0.009362,0.099743,0.106404
78,0.009002,0.093441,0.099743
