Time,Subsystem 16,Subsystem 17,Subsystem 19
1,0.000000,0.000000,0.000000
2,0.000540,0.000000,0.000000
3,0.000540,0.000000,0.000000
4,0.000720,0.004681,0.002521
5,0.000720,0.004681,0.006121
6,0.001260,0.004681,0.010082
7,0.001440,0.009362,0.012783
8,0.001980,0.009362,0.020165
9,0.002160,0.014043,0.023225
10,0.002701,0.014043,0.030247
11,0.002881,0.018724,0.036368
12,0.003601,0.023405,0.042670
13,0.004141,0.023405,0.050412
14,0.004321,0.028086,0.056533
15,0.005041,0.032767,0.063555
16,0.005581,0.037449,0.071656
17,0.006301,0.037449,0.080658
18,0.006481,0.042130,0.086780
19,0.007202,0.046811,0.093801
20,0.007922,0.051492,0.103524
21,0.008642,0.056173,0.113426
22,0.009362,0.060854,0.123328
23,0.009902,0.065535,0.133410
24,0.010622,0.070216,0.142953
25,0.011343,0.074897,0.153035
26,0.012063,0.079578,0.163117
27,0.012783,0.084259,0.173200
28,0.013503,0.088940,0.183282
29,0.014223,0.093621,0.193364
30,0.014943,0.098302,0.203447
31,0.015664,0.102984,0.213529
32,0.016384,0.107665,0.223611
33,0.017104,0.112346,0.233693
34,0.017824,0.117027,0.243776
35,0.018544,0.121708,0.253858
36,0.019264,0.126389,0.263940
37,0.019985,0.131070,0.274023
38,0.020705,0.135751,0.284105
39,0.021425,0.140432,0.294187
40,0.022145,0.145113,0.304270
41,0.022865,0.149794,0.314352
42,0.023585,0.154475,0.324434
43,0.024306,0.159156,0.334516
44,0.025036,0.163943,0.344747
45,0.025792,0.168823,0.355393
46,0.026595,0.174019,0.366501
47,0.027408,0.179430,0.377767
48,0.028286,0.185115,0.389881
49,0.029162,0.191088,0.402245
50,0.029873,0.195585,0.412850
51,0.030272,0.197988,0.419169
52,0.030440,0.198979,0.422344
53,0.030503,0.199313,0.423729
54,0.030507,0.199300,0.423963
55,0.030482,0.199128,0.423603
56,0.030430,0.198811,0.422723
57,0.030386,0.198507,0.422005
58,0.030360,0.198335,0.421666
59,0.030350,0.198251,0.421602
60,0.030343,0.198188,0.421593
61,0.030324,0.198054,0.421349
62,0.030317,0.197993,0.421330
63,0.030314,0.197955,0.421372
64,0.030311,0.197918,0.421412
65,0.030308,0.197883,0.421450
66,0.030305,0.197849,0.421488
67,0.030302,0.197816,0.421523
68,0.030299,0.197784,0.421558
69,0.030297,0.197753,0.421592
70,0.030294,0.197723,0.421624
