Time,Subsystem 29,Subsystem 30,Subsystem 32
1,0.000000,0.000000,0.000000
2,0.000103,0.000000,0.000000
3,0.000103,0.000000,0.000000
4,0.000103,0.000000,0.000000
5,0.000103,0.001852,0.000206
6,0.000103,0.001852,0.000412
7,0.000103,0.001852,0.001543
8,0.000206,0.002058,0.001646
9,0.000206,0.001852,0.001646
10,0.000206,0.003704,0.003086
11,0.000309,0.003909,0.003189
12,0.000309,0.005556,0.003292
13,0.000309,0.005761,0.004835
14,0.000309,0.007407,0.004835
15,0.000412,0.007613,0.005967
16,0.000412,0.009259,0.006070
17,0.000514,0.009465,0.007099
18,0.000412,0.011111,0.007099
19,0.000514,0.011317,0.008025
20,0.000514,0.012963,0.008025
21,0.000617,0.013169,0.008951
22,0.000514,0.014815,0.008848
23,0.000617,0.015021,0.009671
24,0.000617,0.016872,0.010802
25,0.000617,0.018519,0.010802
26,0.000720,0.020576,0.011728
27,0.000823,0.020576,0.012860
28,0.000823,0.020576,0.014198
29,0.000926,0.022428,0.015329
30,0.000926,0.024280,0.016461
31,0.001029,0.026132,0.017593
32,0.001029,0.027984,0.018724
33,0.001132,0.029835,0.019342
34,0.001132,0.031687,0.019959
35,0.001235,0.031893,0.020576
36,0.001235,0.032099,0.021091
37,0.001337,0.032305,0.021605
38,0.001337,0.032510,0.022119
39,0.001440,0.032716,0.022634
40,0.001749,0.032922,0.023045
41,0.001749,0.033128,0.023663
42,0.001646,0.033951,0.023971
43,0.001852,0.033951,0.024280
44,0.001646,0.033951,0.025206
45,0.001749,0.033951,0.026132
46,0.001749,0.033951,0.027160
47,0.001955,0.033951,0.027881
48,0.002058,0.033951,0.028807
49,0.002058,0.033951,0.029424
50,0.002058,0.033951,0.029424
51,0.002366,0.033951,0.030350
52,0.002263,0.033951,0.031687
53,0.002366,0.033951,0.031481
54,0.002366,0.033951,0.031379
55,0.002675,0.033951,0.032407
56,0.002675,0.033951,0.033333
57,0.002675,0.035802,0.033128
58,0.002675,0.036008,0.034671
59,0.002675,0.035802,0.035597
60,0.002675,0.035802,0.037346
61,0.002675,0.033951,0.039403
62,0.002984,0.035802,0.038889
63,0.002984,0.035802,0.040638
64,0.002984,0.035802,0.041461
65,0.002984,0.033951,0.043313
66,0.003292,0.033951,0.044650
67,0.003601,0.033951,0.046091
68,0.003498,0.033951,0.046502
69,0.003498,0.036008,0.051235
70,0.004218,0.038066,0.055247
71,0.004321,0.040123,0.059465
72,0.004424,0.042181,0.062551
73,0.004527,0.044239,0.067284
74,0.004938,0.046296,0.070679
75,0.005350,0.048354,0.075412
76,0.005761,0.050412,0.079835
77,0.005864,0.052469,0.084568
78,0.005967,0.054527,0.087654
79,0.006379,0.056584,0.092593
80,0.006481,0.058436,0.098148
81,0.006893,0.060700,0.101440
82,0.007305,0.062757,0.106481
83,0.007407,0.064609,0.111934
84,0.007819,0.066872,0.115947
85,0.008230,0.068724,0.120370
86,0.008642,0.070782,0.125514
87,0.009053,0.072840,0.129938
88,0.009156,0.074897,0.135391
89,0.009568,0.075103,0.140947
90,0.009877,0.077160,0.146399
91,0.010082,0.079218,0.150412
92,0.010391,0.081276,0.155761
93,0.010802,0.083436,0.161008
94,0.010905,0.085597,0.166358
95,0.011420,0.087757,0.170473
96,0.011728,0.089918,0.175103
97,0.011831,0.092078,0.178292
98,0.012243,0.094239,0.182922
99,0.012346,0.096399,0.188374
100,0.012757,0.100000,0.191872
101,0.012860,0.102366,0.197016
102,0.012963,0.104527,0.202058
103,0.013066,0.106687,0.207099
104,0.013169,0.108848,0.211831
105,0.013272,0.110802,0.216049
106,0.013374,0.112860,0.221091
107,0.013477,0.113169,0.226440
108,0.013477,0.115329,0.231379
109,0.013580,0.117490,0.236008
110,0.013683,0.119650,0.240638
111,0.013786,0.121811,0.245165
112,0.013889,0.123971,0.249486
113,0.013992,0.126132,0.254012
114,0.014095,0.128292,0.258128
115,0.014198,0.130453,0.262551
116,0.014300,0.132613,0.266872
117,0.014403,0.134774,0.270473
118,0.014506,0.136934,0.273971
119,0.014609,0.138889,0.278395
120,0.014712,0.141255,0.282407
121,0.013992,0.134774,0.269033
122,0.013272,0.128704,0.255967
123,0.012654,0.122942,0.244033
124,0.012037,0.117593,0.233128
125,0.011523,0.112551,0.222840
126,0.011008,0.107819,0.212654
127,0.010494,0.103395,0.203086
128,0.009979,0.099177,0.194239
129,0.009568,0.095267,0.185700
130,0.009156,0.091564,0.177984
131,0.008745,0.088169,0.170576
132,0.008333,0.086831,0.163374
133,0.008025,0.083951,0.158230
134,0.007716,0.080967,0.153909
135,0.007510,0.078189,0.148148
136,0.007202,0.077572,0.143107
137,0.006893,0.075206,0.139403
138,0.006687,0.072737,0.135802
139,0.006379,0.072325,0.131481
140,0.006173,0.070370,0.128498
141,0.005967,0.068210,0.125926
142,0.005761,0.066255,0.123560
143,0.005556,0.064403,0.121296
144,0.005350,0.062654,0.118827
145,0.005144,0.062757,0.114815
146,0.004938,0.064300,0.110597
147,0.004835,0.062757,0.108745
148,0.004630,0.064300,0.105967
149,0.004527,0.064609,0.104527
150,0.004424,0.066049,0.102160
151,0.004321,0.067695,0.100412
152,0.004218,0.065741,0.102469
153,0.004218,0.063889,0.102881
154,0.004115,0.064300,0.103395
155,0.004115,0.062551,0.105350
156,0.004012,0.063066,0.105350
157,0.004012,0.061420,0.106893
158,0.003909,0.062037,0.107305
159,0.004115,0.060391,0.109259
160,0.004630,0.056687,0.114403
161,0.005041,0.055350,0.115844
162,0.005453,0.054115,0.118827
163,0.005864,0.052984,0.121708
164,0.005967,0.051955,0.124897
165,0.006379,0.050720,0.127058
166,0.006790,0.047840,0.130041
167,0.007099,0.047119,0.132716
