Time,Subsystem 1,Subsystem 7,Subsystem 10
1,0.000000,0.000000,0.000000
2,0.000000,0.000000,0.000000
3,0.000000,0.000000,0.000000
4,0.000000,0.000000,0.000000
5,0.000000,0.000000,0.000000
6,0.000000,0.000000,0.000000
7,0.000000,0.000000,0.000000
8,0.000000,0.000000,0.000000
9,0.000000,0.000000,0.000000
10,0.000000,0.000000,0.000000
11,0.000000,0.000000,0.000000
12,0.000000,0.000000,0.000000
13,0.000000,0.000000,0.000000
14,0.000000,0.000000,0.000000
15,0.000000,0.000000,0.000000
16,0.000000,0.000000,0.000000
17,0.000154,0.000000,0.000000
18,0.000154,0.000000,0.000000
19,0.000154,0.000000,0.000000
20,0.000154,0.000000,0.000000
21,0.000154,0.000154,0.000000
22,0.000154,0.000154,0.000000
23,0.000154,0.000154,0.000154
24,0.000154,0.000154,0.000154
25,0.000309,0.000154,0.000154
26,0.000309,0.000154,0.000154
27,0.000309,0.000309,0.000154
28,0.000309,0.000309,0.000154
29,0.000463,0.000309,0.000154
30,0.000463,0.000463,0.000154
31,0.000617,0.000463,0.000154
32,0.000617,0.000617,0.000154
33,0.000772,0.000617,0.000154
34,0.000772,0.000772,0.000154
35,0.000926,0.000772,0.000154
36,0.000926,0.000926,0.000154
37,0.001080,0.001080,0.000154
38,0.001235,0.001235,0.000154
39,0.001389,0.001389,0.000154
40,0.001543,0.001543,0.000154
41,0.001852,0.001698,0.000154
42,0.002006,0.002006,0.000154
43,0.002315,0.002160,0.000154
44,0.002469,0.002315,0.000154
45,0.002623,0.002623,0.000154
46,0.002932,0.002778,0.000154
47,0.003086,0.003086,0.000154
48,0.003395,0.003241,0.000154
49,0.003549,0.003549,0.000154
50,0.003858,0.003704,0.000154
51,0.003858,0.003704,0.000154
52,0.003858,0.003704,0.000154
53,0.004012,0.004012,0.000154
54,0.004321,0.004321,0.000154
55,0.004630,0.004630,0.000154
56,0.004321,0.004321,0.000154
57,0.006944,0.004321,0.000154
58,0.006327,0.004012,0.000154
59,0.008488,0.003704,0.000154
60,0.007716,0.003395,0.000154
61,0.010031,0.003395,0.000000
62,0.009105,0.003086,0.000000
63,0.010957,0.002932,0.000000
64,0.010494,0.002778,0.000000
65,0.013426,0.002932,0.000000
66,0.015741,0.002778,0.000000
67,0.018364,0.002623,0.000000
68,0.018364,0.002469,0.000000
69,0.021142,0.002469,0.000000
70,0.020988,0.002315,0.000000
71,0.023765,0.002160,0.000000
72,0.023765,0.002315,0.000000
73,0.023611,0.002160,0.000000
74,0.023611,0.002006,0.000000
75,0.021296,0.012963,0.000000
76,0.020988,0.011883,0.000000
77,0.020988,0.010802,0.000000
78,0.022222,0.022840,0.000000
79,0.026235,0.021605,0.000000
80,0.031636,0.021759,0.000000
81,0.029167,0.021759,0.000000
82,0.026543,0.021605,0.000000
83,0.026389,0.032562,0.000000
84,0.026235,0.032407,0.000000
85,0.026389,0.043364,0.000000
86,0.023611,0.043210,0.000000
87,0.023765,0.054167,0.000000
88,0.020988,0.054012,0.000000
89,0.021142,0.064969,0.000000
90,0.018519,0.064969,0.000000
91,0.018519,0.075772,0.000000
92,0.019444,0.086574,0.000000
93,0.022068,0.094444,0.000000
94,0.023920,0.094444,0.000000
95,0.025772,0.094444,0.000000
96,0.027623,0.094444,0.000000
97,0.028549,0.094444,0.000000
98,0.029630,0.092438,0.000000
99,0.029784,0.094444,0.000000
100,0.030864,0.092438,0.000000
101,0.031019,0.092438,0.000000
102,0.031173,0.092438,0.000000
103,0.031327,0.092438,0.000000
104,0.031481,0.092438,0.000000
105,0.031481,0.092438,0.000000
106,0.031481,0.092438,0.000000
107,0.030556,0.092438,0.000000
108,0.030556,0.090432,0.000000
109,0.029630,0.092438,0.000000
110,0.030556,0.090432,0.000000
111,0.029630,0.090432,0.000000
112,0.029630,0.090432,0.000000
113,0.030556,0.090432,0.000000
114,0.028704,0.092438,0.000000
115,0.028704,0.090432,0.000000
116,0.030556,0.094444,0.000000
117,0.032407,0.098457,0.000000
118,0.034259,0.100463,0.000000
119,0.035185,0.104475,0.000000
120,0.037037,0.106481,0.000000
121,0.038889,0.108488,0.000000
122,0.039815,0.114506,0.000000
123,0.043519,0.120525,0.000000
124,0.047222,0.128549,0.000000
125,0.050926,0.138580,0.000000
126,0.052778,0.151389,0.000000
127,0.052778,0.162191,0.000000
128,0.058025,0.172994,0.000000
129,0.058025,0.183796,0.000000
130,0.058025,0.194599,0.000000
131,0.059259,0.206481,0.000000
132,0.061883,0.217284,0.000000
133,0.070062,0.228395,0.000000
134,0.070062,0.239198,0.000000
135,0.078241,0.250309,0.000000
136,0.078241,0.261111,0.000000
137,0.084259,0.272840,0.000000
138,0.084259,0.283642,0.000000
139,0.087963,0.295370,0.000000
140,0.087963,0.306173,0.000000
141,0.089198,0.318210,0.000000
142,0.089198,0.329012,0.000000
143,0.092593,0.340586,0.000000
144,0.098457,0.352160,0.000000
145,0.106636,0.363272,0.000000
146,0.114506,0.374074,0.000000
147,0.120062,0.385185,0.000000
148,0.125396,0.396166,0.000000
149,0.131500,0.407708,0.000000
150,0.137321,0.419257,0.000000
151,0.141303,0.432549,0.000000
152,0.144969,0.445961,0.000000
153,0.148358,0.460202,0.000000
154,0.149491,0.474191,0.000000
155,0.149453,0.485047,0.000000
156,0.148904,0.492452,0.000000
157,0.147584,0.497377,0.000000
158,0.145778,0.500869,0.000000
159,0.145625,0.502031,0.000000
160,0.148924,0.498556,0.000000
161,0.150819,0.495529,0.000000
162,0.152131,0.493085,0.000000
163,0.150050,0.494351,0.000000
164,0.147654,0.495960,0.000000
165,0.145540,0.497638,0.000000
166,0.143307,0.499556,0.000000
167,0.141946,0.500664,0.000000
168,0.142959,0.499661,0.000000
169,0.145276,0.497353,0.000000
170,0.143739,0.498777,0.000000
171,0.143540,0.499069,0.000000
172,0.143664,0.500657,0.000000
173,0.144098,0.503267,0.000000
174,0.145204,0.499191,0.000000
175,0.139703,0.472787,0.000000
176,0.130479,0.433392,0.000000
177,0.123283,0.402816,0.000000
178,0.117284,0.376235,0.000000
179,0.111883,0.352469,0.000000
180,0.106790,0.330710,0.000000
181,0.102315,0.311111,0.000000
182,0.098302,0.293364,0.000000
183,0.094753,0.277160,0.000000
184,0.093981,0.262346,0.000000
185,0.093364,0.248920,0.000000
186,0.092747,0.237037,0.000000
187,0.089660,0.226080,0.000000
188,0.087037,0.216358,0.000000
189,0.079012,0.226852,0.000000
190,0.073457,0.237654,0.000000
191,0.068519,0.237963,0.000000
192,0.063272,0.237809,0.000000
193,0.058179,0.238117,0.000000
194,0.053086,0.238117,0.000000
195,0.050000,0.237963,0.000000
196,0.047222,0.237654,0.000000
197,0.044753,0.237809,0.000000
198,0.042130,0.237809,0.000000
199,0.039506,0.237809,0.000000
200,0.047222,0.226852,0.000000
201,0.055247,0.227006,0.000000
202,0.052469,0.226852,0.000000
203,0.050000,0.227006,0.000000
204,0.047222,0.226852,0.000000
205,0.044753,0.227006,0.000000
206,0.049846,0.226852,0.000000
207,0.049846,0.226852,0.000000
208,0.047377,0.227006,0.000000
209,0.044599,0.237654,0.000000
210,0.052623,0.226852,0.000000
211,0.057870,0.227160,0.000000
212,0.060494,0.226852,0.000000
213,0.063117,0.227006,0.000000
214,0.065586,0.226852,0.000000
