Vehicle,Origin,Destination,Time
5468,46,0,1.383333
5469,6,0,0.966667
5470,16,0,1.383333
5471,56,0,1.383333
5472,21,0,1.383333
5473,55,0,1.383333
5474,3,2,1.383333
5475,24,2,1.383333
5476,8,2,0.633333
5477,18,2,1.383333
5478,32,2,1.383333
5479,1,2,1.383333
5480,48,2,1.383333
5481,34,2,1.383333
5482,16,2,1.383333
5483,56,2,1.383333
5484,11,2,1.383333
5485,21,2,1.383333
5486,55,2,1.383333
5487,0,3,0.666667
5488,2,3,1.383333
5489,8,3,1.383333
5490,18,3,1.383333
5491,32,3,1.383333
5492,54,3,1.383333
5493,1,3,1.383333
5494,48,3,1.383333
5495,9,3,1.383333
5496,19,3,1.383333
5497,22,3,1.383333
5498,33,3,1.383333
5499,6,3,1.100000
5500,16,3,1.383333
5501,56,3,1.383333
5502,11,3,1.383333
5503,21,3,1.383333
5504,3,6,1.250000
5505,0,6,0.850000
5506,8,6,0.650000
5507,48,6,1.383333
5508,11,6,1.383333
5509,21,6,1.383333
5510,3,8,1.383333
5511,24,8,1.383333
5512,0,8,1.383333
5513,2,8,1.283333
5514,1,8,1.383333
5515,48,8,1.383333
5516,9,8,1.383333
5517,22,8,1.383333
5518,6,8,0.733333
5519,56,8,1.383333
5520,11,8,1.383333
5521,3,9,1.216667
5522,12,9,1.383333
5523,24,9,1.383333
5524,0,9,0.833333
5525,18,9,1.383333
5526,54,9,1.383333
5527,48,9,1.383333
5528,3,11,1.383333
5529,24,11,1.383333
5530,0,11,1.383333
5531,2,11,1.383333
5532,8,11,0.866667
5533,32,11,1.383333
5534,48,11,1.383333
5535,33,11,1.383333
5536,6,11,0.983333
5537,56,11,1.383333
5538,21,11,1.116667
5539,55,11,1.383333
5540,24,12,1.383333
5541,0,12,1.383333
5542,18,12,1.383333
5543,54,12,1.383333
5544,48,12,1.383333
5545,9,12,0.800000
5546,19,12,0.800000
5547,22,12,1.383333
5548,11,12,1.383333
5549,37,12,1.383333
5550,55,12,1.383333
5551,12,16,1.383333
5552,24,16,1.383333
5553,18,16,1.166667
5554,49,16,1.383333
5555,34,16,1.383333
5556,11,16,0.916667
5557,55,16,1.050000
5558,3,18,1.383333
5559,12,18,1.383333
5560,24,18,1.383333
5561,0,18,1.383333
5562,2,18,1.383333
5563,8,18,1.383333
5564,32,18,1.383333
5565,54,18,1.383333
5566,49,18,1.383333
5567,48,18,1.383333
5568,9,18,1.383333
5569,19,18,1.383333
5570,22,18,1.383333
5571,34,18,1.383333
5572,16,18,1.183333
5573,56,18,1.383333
5574,11,18,0.916667
5575,21,18,0.900000
5576,23,18,1.383333
5577,55,18,1.383333
5578,3,19,1.383333
5579,12,19,1.366667
5580,24,19,1.383333
5581,18,19,1.383333
5582,32,19,1.383333
5583,54,19,1.383333
5584,49,19,1.383333
5585,22,19,0.516667
5586,34,19,1.383333
5587,3,21,1.383333
5588,2,21,1.383333
5589,8,21,1.383333
5590,18,21,1.366667
5591,32,21,1.250000
5592,48,21,1.383333
5593,34,21,1.383333
5594,6,21,1.383333
5595,11,21,1.050000
5596,55,21,1.383333
5597,12,22,1.383333
5598,24,22,1.383333
5599,0,22,1.383333
5600,2,22,1.383333
5601,18,22,1.383333
5602,54,22,1.383333
5603,48,22,1.383333
5604,9,22,1.383333
5605,19,22,0.500000
5606,33,22,0.716667
5607,34,22,1.350000
5608,16,22,1.383333
5609,56,22,1.383333
5610,55,22,1.383333
5611,3,23,1.383333
5612,2,23,1.383333
5613,18,23,1.383333
5614,32,23,0.800000
5615,48,23,1.266667
5616,56,23,1.383333
5617,11,23,1.383333
5618,21,23,0.500000
5619,3,24,1.383333
5620,12,24,1.383333
5621,24,24,0.000000
5622,0,24,1.383333
5623,2,24,1.383333
5624,8,24,1.383333
5625,18,24,1.383333
5626,32,24,1.383333
5627,54,24,1.383333
5628,49,24,1.383333
5629,48,24,1.383333
5630,19,24,1.383333
5631,22,24,0.783333
5632,33,24,0.533333
5633,34,24,1.183333
5634,46,24,1.150000
5635,6,24,1.383333
5636,16,24,1.383333
5637,56,24,1.383333
5638,11,24,1.383333
5639,37,24,1.383333
5640,24,32,1.383333
5641,54,32,1.383333
5642,49,32,1.383333
5643,48,32,1.150000
5644,22,32,1.383333
5645,46,32,1.383333
5646,56,32,1.383333
5647,37,32,0.833333
5648,55,32,1.383333
5649,0,33,1.383333
5650,32,33,1.383333
5651,54,33,0.850000
5652,19,33,1.383333
5653,22,33,0.666667
5654,34,33,1.383333
5655,24,34,1.333333
5656,8,34,1.383333
5657,54,34,1.050000
5658,49,34,1.383333
5659,48,34,1.383333
5660,33,34,0.616667
5661,46,34,0.866667
5662,56,34,1.383333
5663,37,34,1.383333
5664,12,37,1.383333
5665,24,37,1.383333
5666,0,37,1.383333
5667,2,37,1.383333
5668,32,37,0.666667
5669,54,37,1.383333
5670,49,37,1.383333
5671,48,37,0.416667
5672,19,37,1.383333
5673,22,37,1.383333
5674,34,37,1.383333
5675,46,37,1.383333
5676,56,37,1.383333
5677,11,37,1.383333
5678,23,37,0.983333
5679,12,46,1.383333
5680,24,46,1.383333
5681,0,46,1.383333
5682,32,46,1.383333
5683,54,46,0.816667
5684,49,46,1.383333
5685,9,46,1.383333
5686,33,46,0.716667
5687,3,48,1.383333
5688,24,48,1.383333
5689,0,48,1.383333
5690,2,48,1.383333
5691,8,48,1.383333
5692,18,48,1.383333
5693,49,48,1.383333
5694,9,48,1.383333
5695,19,48,1.383333
5696,22,48,1.383333
5697,56,48,1.383333
5698,11,48,1.383333
5699,21,48,1.383333
5700,23,48,1.383333
5701,37,48,0.433333
5702,3,53,1.383333
5703,49,53,1.383333
5704,22,53,1.383333
5705,46,53,0.550000
5706,37,53,1.383333
5707,3,54,1.383333
5708,12,54,1.383333
5709,24,54,1.383333
5710,0,54,1.383333
5711,18,54,1.383333
5712,32,54,1.383333
5713,49,54,1.383333
5714,48,54,1.383333
5715,9,54,1.383333
5716,19,54,1.383333
5717,22,54,1.383333
5718,33,54,0.916667
5719,34,54,1.383333
5720,46,54,0.850000
5721,16,54,1.383333
5722,56,54,1.383333
5723,11,54,1.383333
5724,37,54,1.383333
5725,3,55,1.383333
5726,12,55,1.383333
5727,32,55,1.383333
5728,48,55,1.383333
5729,9,55,1.266667
5730,16,55,1.250000
5731,56,55,1.383333
5732,3,56,1.383333
5733,24,56,1.383333
5734,0,56,1.383333
5735,2,56,1.383333
5736,8,56,1.383333
5737,18,56,1.383333
5738,32,56,1.383333
5739,54,56,1.150000
5740,1,56,1.383333
5741,49,56,1.383333
5742,48,56,0.766667
5743,9,56,1.383333
5744,19,56,1.383333
5745,22,56,1.383333
5746,33,56,1.383333
5747,34,56,1.383333
5748,46,56,0.700000
5749,6,56,1.383333
5750,16,56,1.383333
5751,56,56,0.000000
5752,11,56,1.383333
5753,21,56,1.383333
5754,23,56,1.383333
5755,37,56,1.383333
5756,55,56,1.383333
5757,3,0,0.916667
5758,12,0,1.366667
5759,24,0,1.366667
5760,2,0,1.366667
5761,8,0,1.366667
5762,18,0,1.366667
5763,32,0,1.366667
5764,54,0,1.366667
5765,1,0,1.366667
5766,48,0,1.366667
5767,9,0,1.366667
5768,19,0,1.366667
5769,22,0,1.366667
5770,34,0,1.366667
5771,46,0,1.366667
5772,6,0,0.950000
5773,16,0,1.366667
5774,56,0,1.366667
5775,21,0,1.366667
5776,55,0,1.366667
5777,3,2,1.366667
5778,24,2,1.366667
5779,8,2,0.650000
5780,18,2,1.366667
5781,32,2,1.366667
5782,1,2,1.366667
5783,48,2,1.366667
5784,34,2,1.366667
5785,16,2,1.366667
5786,56,2,1.366667
5787,11,2,1.366667
5788,21,2,1.366667
5789,55,2,1.366667
5790,0,3,0.666667
5791,2,3,1.366667
5792,8,3,1.366667
5793,18,3,1.366667
5794,32,3,1.366667
5795,54,3,1.366667
5796,1,3,1.366667
5797,48,3,1.366667
5798,9,3,1.366667
5799,19,3,1.366667
5800,22,3,1.366667
5801,33,3,1.366667
5802,6,3,1.083333
5803,16,3,1.366667
5804,56,3,1.366667
5805,11,3,1.366667
5806,21,3,1.366667
5807,3,6,1.250000
5808,0,6,0.850000
5809,8,6,0.650000
5810,48,6,1.366667
5811,11,6,1.366667
5812,21,6,1.366667
5813,3,8,1.366667
5814,24,8,1.366667
5815,0,8,1.366667
5816,2,8,1.266667
5817,1,8,1.366667
5818,48,8,1.366667
5819,9,8,1.366667
5820,22,8,1.366667
5821,6,8,0.750000
5822,56,8,1.366667
5823,11,8,1.366667
5824,3,9,1.200000
5825,12,9,1.366667
5826,24,9,1.366667
5827,0,9,0.833333
5828,18,9,1.366667
5829,54,9,1.366667
5830,48,9,1.366667
5831,3,11,1.366667
5832,24,11,1.366667
5833,0,11,1.366667
5834,2,11,1.366667
5835,8,11,0.883333
5836,32,11,1.366667
5837,48,11,1.366667
5838,33,11,1.366667
5839,6,11,0.983333
5840,56,11,1.366667
5841,21,11,1.166667
5842,55,11,1.366667
5843,24,12,1.366667
5844,0,12,1.366667
5845,18,12,1.366667
5846,54,12,1.366667
5847,48,12,1.366667
5848,9,12,0.800000
5849,19,12,0.800000
5850,22,12,1.366667
5851,11,12,1.366667
5852,37,12,1.366667
5853,55,12,1.366667
5854,12,16,1.366667
5855,24,16,1.366667
5856,18,16,1.166667
5857,49,16,1.366667
5858,34,16,1.366667
5859,11,16,0.900000
5860,55,16,1.083333
5861,3,18,1.366667
5862,12,18,1.366667
5863,24,18,1.366667
5864,0,18,1.366667
5865,2,18,1.366667
5866,8,18,1.366667
5867,32,18,1.366667
5868,54,18,1.366667
5869,49,18,1.366667
5870,48,18,1.366667
5871,9,18,1.366667
5872,19,18,1.366667
5873,22,18,1.366667
5874,34,18,1.366667
5875,16,18,1.183333
5876,56,18,1.366667
5877,11,18,0.916667
5878,21,18,0.900000
5879,23,18,1.366667
5880,55,18,1.366667
5881,3,19,1.366667
5882,12,19,1.350000
5883,24,19,1.366667
5884,18,19,1.366667
5885,32,19,1.366667
5886,54,19,1.366667
5887,49,19,1.366667
5888,22,19,0.516667
5889,34,19,1.366667
5890,3,21,1.366667
5891,2,21,1.366667
5892,8,21,1.366667
5893,18,21,1.366667
5894,32,21,1.250000
5895,48,21,1.366667
5896,34,21,1.366667
5897,6,21,1.366667
5898,11,21,1.066667
5899,55,21,1.366667
5900,12,22,1.366667
5901,24,22,1.366667
5902,0,22,1.366667
5903,2,22,1.366667
5904,18,22,1.366667
5905,54,22,1.366667
5906,48,22,1.366667
5907,9,22,1.366667
5908,19,22,0.500000
5909,33,22,0.716667
5910,34,22,1.333333
5911,16,22,1.366667
5912,56,22,1.366667
5913,55,22,1.366667
5914,3,23,1.366667
5915,2,23,1.366667
5916,18,23,1.366667
5917,32,23,0.800000
5918,48,23,1.266667
5919,56,23,1.366667
5920,11,23,1.366667
5921,21,23,0.516667
5922,3,24,1.366667
5923,12,24,1.366667
5924,24,24,0.000000
5925,0,24,1.366667
5926,2,24,1.366667
5927,8,24,1.366667
5928,18,24,1.366667
5929,32,24,1.366667
5930,54,24,1.366667
5931,49,24,1.366667
5932,48,24,1.366667
5933,19,24,1.366667
5934,22,24,0.816667
5935,33,24,0.550000
5936,34,24,1.183333
5937,46,24,1.133333
5938,6,24,1.366667
5939,16,24,1.366667
5940,56,24,1.366667
5941,11,24,1.366667
5942,37,24,1.366667
5943,24,32,1.366667
5944,54,32,1.366667
5945,49,32,1.366667
5946,48,32,1.150000
5947,22,32,1.366667
5948,46,32,1.366667
5949,56,32,1.366667
5950,37,32,0.833333
5951,55,32,1.366667
5952,0,33,1.366667
5953,32,33,1.366667
5954,54,33,0.833333
5955,19,33,1.366667
5956,22,33,0.683333
5957,34,33,1.366667
5958,24,34,1.316667
5959,8,34,1.366667
5960,54,34,1.050000
5961,49,34,1.366667
5962,48,34,1.366667
5963,33,34,0.600000
5964,46,34,0.900000
5965,56,34,1.366667
5966,37,34,1.366667
5967,12,37,1.366667
5968,24,37,1.366667
5969,0,37,1.366667
5970,2,37,1.366667
5971,32,37,0.683333
5972,54,37,1.366667
5973,49,37,1.366667
5974,48,37,0.416667
5975,19,37,1.366667
5976,22,37,1.366667
5977,34,37,1.366667
5978,46,37,1.366667
5979,56,37,1.366667
5980,11,37,1.366667
5981,23,37,0.983333
5982,12,46,1.366667
5983,24,46,1.366667
5984,0,46,1.366667
5985,32,46,1.366667
5986,54,46,0.816667
5987,49,46,1.366667
5988,9,46,1.366667
5989,33,46,0.716667
5990,3,48,1.366667
5991,24,48,1.366667
5992,0,48,1.366667
5993,2,48,1.366667
5994,8,48,1.366667
5995,18,48,1.366667
5996,49,48,1.366667
5997,9,48,1.366667
5998,19,48,1.366667
5999,22,48,1.366667
6000,56,48,1.366667
6001,11,48,1.366667
6002,21,48,1.366667
6003,23,48,1.366667
6004,37,48,0.433333
6005,3,53,1.366667
6006,49,53,1.366667
6007,22,53,1.366667
6008,46,53,0.566667
6009,37,53,1.366667
6010,3,54,1.366667
6011,12,54,1.366667
6012,24,54,1.366667
6013,0,54,1.366667
6014,18,54,1.366667
6015,32,54,1.366667
6016,49,54,1.366667
6017,48,54,1.366667
6018,9,54,1.366667
6019,19,54,1.366667
6020,22,54,1.366667
6021,33,54,0.916667
6022,34,54,1.366667
6023,46,54,0.850000
6024,16,54,1.366667
6025,56,54,1.366667
6026,11,54,1.366667
6027,37,54,1.366667
6028,3,55,1.366667
6029,12,55,1.366667
6030,32,55,1.366667
6031,48,55,1.366667
6032,9,55,1.266667
6033,16,55,1.233333
6034,56,55,1.366667
6035,3,56,1.366667
6036,24,56,1.366667
6037,0,56,1.366667
6038,2,56,1.366667
6039,8,56,1.366667
6040,18,56,1.366667
6041,32,56,1.366667
6042,54,56,1.150000
6043,1,56,1.366667
6044,49,56,1.366667
6045,48,56,0.783333
6046,9,56,1.366667
6047,19,56,1.366667
6048,22,56,1.366667
6049,33,56,1.366667
6050,34,56,1.366667
6051,46,56,0.716667
6052,6,56,1.366667
6053,16,56,1.366667
6054,56,56,0.000000
6055,11,56,1.366667
6056,21,56,1.366667
6057,23,56,1.366667
6058,37,56,1.366667
6059,55,56,1.366667
6060,3,0,0.900000
6061,12,0,1.350000
6062,24,0,1.350000
6063,2,0,1.350000
6064,8,0,1.350000
6065,18,0,1.350000
6066,32,0,1.350000
6067,54,0,1.350000
6068,1,0,1.350000
6069,48,0,1.350000
6070,9,0,1.350000
6071,19,0,1.350000
6072,22,0,1.350000
6073,34,0,1.350000
6074,46,0,1.350000
6075,6,0,0.950000
6076,16,0,1.350000
6077,56,0,1.350000
6078,21,0,1.350000
6079,55,0,1.350000
6080,3,2,1.350000
6081,24,2,1.350000
6082,8,2,0.633333
6083,18,2,1.350000
6084,32,2,1.350000
6085,1,2,1.350000
6086,48,2,1.350000
6087,34,2,1.350000
6088,16,2,1.350000
6089,56,2,1.350000
6090,11,2,1.350000
6091,21,2,1.350000
6092,55,2,1.350000
6093,0,3,0.700000
6094,2,3,1.350000
6095,8,3,1.350000
6096,18,3,1.350000
6097,32,3,1.350000
6098,54,3,1.350000
6099,1,3,1.350000
6100,48,3,1.350000
6101,9,3,1.350000
6102,19,3,1.350000
6103,22,3,1.350000
6104,33,3,1.350000
6105,6,3,1.083333
6106,16,3,1.350000
6107,56,3,1.350000
6108,11,3,1.350000
6109,21,3,1.350000
6110,3,6,1.250000
6111,0,6,0.850000
6112,8,6,0.650000
6113,48,6,1.350000
6114,11,6,1.350000
6115,21,6,1.350000
6116,3,8,1.350000
6117,24,8,1.350000
6118,0,8,1.350000
6119,2,8,1.266667
6120,1,8,1.350000
6121,48,8,1.350000
6122,9,8,1.350000
6123,22,8,1.350000
6124,6,8,0.733333
6125,56,8,1.350000
6126,11,8,1.350000
6127,3,9,1.200000
6128,12,9,1.350000
6129,24,9,1.350000
6130,0,9,0.833333
6131,18,9,1.350000
6132,54,9,1.350000
6133,48,9,1.350000
6134,3,11,1.350000
6135,24,11,1.350000
6136,0,11,1.350000
6137,2,11,1.350000
6138,8,11,0.883333
6139,32,11,1.350000
6140,48,11,1.350000
6141,33,11,1.350000
6142,6,11,0.983333
6143,56,11,1.350000
6144,21,11,1.233333
6145,55,11,1.350000
6146,24,12,1.350000
6147,0,12,1.350000
6148,18,12,1.350000
6149,54,12,1.350000
6150,48,12,1.350000
6151,9,12,0.800000
6152,19,12,0.800000
6153,22,12,1.350000
6154,11,12,1.350000
6155,37,12,1.350000
6156,55,12,1.350000
6157,12,16,1.350000
6158,24,16,1.350000
6159,18,16,1.150000
6160,49,16,1.350000
6161,34,16,1.350000
6162,11,16,0.900000
6163,55,16,1.133333
6164,3,18,1.350000
6165,12,18,1.350000
6166,24,18,1.350000
6167,0,18,1.350000
6168,2,18,1.350000
6169,8,18,1.350000
6170,32,18,1.350000
6171,54,18,1.350000
6172,49,18,1.350000
6173,48,18,1.350000
6174,9,18,1.350000
6175,19,18,1.350000
6176,22,18,1.350000
6177,34,18,1.350000
6178,16,18,1.166667
6179,56,18,1.350000
6180,11,18,0.900000
6181,21,18,0.900000
6182,23,18,1.350000
6183,55,18,1.350000
6184,3,19,1.350000
6185,12,19,1.350000
6186,24,19,1.350000
6187,18,19,1.350000
6188,32,19,1.350000
6189,54,19,1.350000
6190,49,19,1.350000
6191,22,19,0.516667
6192,34,19,1.350000
6193,3,21,1.350000
6194,2,21,1.350000
6195,8,21,1.350000
6196,18,21,1.350000
6197,32,21,1.250000
6198,48,21,1.350000
6199,34,21,1.350000
6200,6,21,1.350000
6201,11,21,1.083333
6202,55,21,1.350000
6203,12,22,1.350000
6204,24,22,1.350000
6205,0,22,1.350000
6206,2,22,1.350000
6207,18,22,1.350000
6208,54,22,1.350000
6209,48,22,1.350000
6210,9,22,1.350000
6211,19,22,0.500000
6212,33,22,0.716667
6213,34,22,1.316667
6214,16,22,1.350000
6215,56,22,1.350000
6216,55,22,1.350000
6217,3,23,1.350000
6218,2,23,1.350000
6219,18,23,1.350000
6220,32,23,0.800000
6221,48,23,1.266667
6222,56,23,1.350000
6223,11,23,1.350000
6224,21,23,0.516667
6225,3,24,1.350000
6226,12,24,1.350000
6227,24,24,0.000000
6228,0,24,1.350000
6229,2,24,1.350000
6230,8,24,1.350000
6231,18,24,1.350000
6232,32,24,1.350000
6233,54,24,1.350000
6234,49,24,1.350000
6235,48,24,1.350000
6236,19,24,1.350000
6237,22,24,0.833333
6238,33,24,0.533333
6239,34,24,1.166667
6240,46,24,1.216667
6241,6,24,1.350000
6242,16,24,1.350000
6243,56,24,1.350000
6244,11,24,1.350000
6245,37,24,1.350000
6246,24,32,1.350000
6247,54,32,1.350000
6248,49,32,1.350000
6249,48,32,1.150000
6250,22,32,1.350000
6251,46,32,1.350000
6252,56,32,1.350000
6253,37,32,0.816667
6254,55,32,1.350000
6255,0,33,1.350000
6256,32,33,1.350000
6257,54,33,0.850000
6258,19,33,1.350000
6259,22,33,0.700000
6260,34,33,1.350000
6261,24,34,1.300000
6262,8,34,1.350000
6263,54,34,1.066667
6264,49,34,1.350000
6265,48,34,1.350000
6266,33,34,0.616667
6267,46,34,0.883333
6268,56,34,1.350000
6269,37,34,1.350000
6270,12,37,1.350000
6271,24,37,1.350000
6272,0,37,1.350000
6273,2,37,1.350000
6274,32,37,0.700000
6275,54,37,1.350000
6276,49,37,1.350000
6277,48,37,0.416667
6278,19,37,1.350000
6279,22,37,1.350000
6280,34,37,1.350000
6281,46,37,1.350000
6282,56,37,1.350000
6283,11,37,1.350000
6284,23,37,0.966667
6285,12,46,1.350000
6286,24,46,1.350000
6287,0,46,1.350000
6288,32,46,1.350000
6289,54,46,0.816667
6290,49,46,1.350000
6291,9,46,1.350000
6292,33,46,0.716667
6293,3,48,1.350000
6294,24,48,1.350000
6295,0,48,1.350000
6296,2,48,1.350000
6297,8,48,1.350000
6298,18,48,1.350000
6299,49,48,1.350000
6300,9,48,1.350000
6301,19,48,1.350000
6302,22,48,1.350000
6303,56,48,1.350000
6304,11,48,1.350000
6305,21,48,1.350000
6306,23,48,1.350000
6307,37,48,0.433333
6308,3,53,1.350000
6309,49,53,1.350000
6310,22,53,1.350000
6311,46,53,0.550000
6312,37,53,1.350000
6313,3,54,1.350000
6314,12,54,1.350000
6315,24,54,1.350000
6316,0,54,1.350000
6317,18,54,1.350000
6318,32,54,1.350000
6319,49,54,1.350000
6320,48,54,1.350000
6321,9,54,1.350000
6322,19,54,1.350000
6323,22,54,1.350000
6324,33,54,0.916667
6325,34,54,1.350000
6326,46,54,0.833333
6327,16,54,1.350000
6328,56,54,1.350000
6329,11,54,1.350000
6330,37,54,1.350000
6331,3,55,1.350000
6332,12,55,1.350000
6333,32,55,1.350000
6334,48,55,1.350000
6335,9,55,1.266667
6336,16,55,1.250000
6337,56,55,1.350000
6338,3,56,1.350000
6339,24,56,1.350000
6340,0,56,1.350000
6341,2,56,1.350000
6342,8,56,1.350000
6343,18,56,1.350000
6344,32,56,1.350000
6345,54,56,1.150000
6346,1,56,1.350000
6347,49,56,1.350000
6348,48,56,0.800000
6349,9,56,1.350000
6350,19,56,1.350000
6351,22,56,1.350000
6352,33,56,1.350000
6353,34,56,1.350000
6354,46,56,0.700000
6355,6,56,1.350000
6356,16,56,1.350000
6357,56,56,0.000000
6358,11,56,1.350000
6359,21,56,1.350000
6360,23,56,1.350000
6361,37,56,1.350000
6362,55,56,1.350000
6363,3,0,0.900000
6364,12,0,1.333333
6365,24,0,1.333333
6366,2,0,1.333333
6367,8,0,1.333333
6368,18,0,1.333333
6369,32,0,1.333333
6370,54,0,1.333333
6371,1,0,1.333333
6372,48,0,1.333333
6373,9,0,1.333333
6374,19,0,1.333333
6375,22,0,1.333333
6376,34,0,1.333333
6377,46,0,1.333333
6378,6,0,0.933333
6379,16,0,1.333333
6380,56,0,1.333333
6381,21,0,1.333333
6382,55,0,1.333333
6383,3,2,1.333333
6384,24,2,1.333333
6385,8,2,0.650000
6386,18,2,1.333333
6387,32,2,1.333333
6388,1,2,1.333333
6389,48,2,1.333333
6390,34,2,1.333333
6391,16,2,1.333333
6392,56,2,1.333333
6393,11,2,1.333333
6394,21,2,1.333333
6395,55,2,1.333333
6396,0,3,0.683333
6397,2,3,1.333333
6398,8,3,1.333333
6399,18,3,1.333333
6400,32,3,1.333333
6401,54,3,1.333333
6402,1,3,1.333333
6403,48,3,1.333333
6404,9,3,1.333333
6405,19,3,1.333333
6406,22,3,1.333333
6407,33,3,1.333333
6408,6,3,1.066667
6409,16,3,1.333333
6410,56,3,1.333333
6411,11,3,1.333333
6412,21,3,1.333333
6413,3,6,1.250000
6414,0,6,0.833333
6415,8,6,0.650000
6416,48,6,1.333333
6417,11,6,1.333333
6418,21,6,1.333333
6419,3,8,1.333333
6420,24,8,1.333333
6421,0,8,1.333333
6422,2,8,1.250000
6423,1,8,1.333333
6424,48,8,1.333333
6425,9,8,1.333333
6426,22,8,1.333333
6427,6,8,0.750000
6428,56,8,1.333333
6429,11,8,1.333333
6430,3,9,1.200000
6431,12,9,1.333333
6432,24,9,1.333333
6433,0,9,0.833333
6434,18,9,1.333333
6435,54,9,1.333333
6436,48,9,1.333333
6437,3,11,1.333333
6438,24,11,1.333333
6439,0,11,1.333333
6440,2,11,1.333333
6441,8,11,0.883333
6442,32,11,1.333333
6443,48,11,1.333333
6444,33,11,1.333333
6445,6,11,0.983333
6446,56,11,1.333333
6447,21,11,1.316667
6448,55,11,1.333333
6449,24,12,1.333333
6450,0,12,1.333333
6451,18,12,1.333333
6452,54,12,1.333333
6453,48,12,1.333333
6454,9,12,0.800000
6455,19,12,0.800000
6456,22,12,1.333333
6457,11,12,1.333333
6458,37,12,1.333333
6459,55,12,1.333333
6460,12,16,1.333333
6461,24,16,1.333333
6462,18,16,1.150000
6463,49,16,1.333333
6464,34,16,1.333333
6465,11,16,0.883333
6466,55,16,1.216667
6467,3,18,1.333333
6468,12,18,1.333333
6469,24,18,1.333333
6470,0,18,1.333333
6471,2,18,1.333333
6472,8,18,1.333333
6473,32,18,1.333333
6474,54,18,1.333333
6475,49,18,1.333333
6476,48,18,1.333333
6477,9,18,1.333333
6478,19,18,1.333333
6479,22,18,1.333333
6480,34,18,1.333333
6481,16,18,1.166667
6482,56,18,1.333333
6483,11,18,0.900000
6484,21,18,0.883333
6485,23,18,1.333333
6486,55,18,1.333333
6487,3,19,1.333333
6488,12,19,1.333333
6489,24,19,1.333333
6490,18,19,1.333333
6491,32,19,1.333333
6492,54,19,1.333333
6493,49,19,1.333333
6494,22,19,0.516667
6495,34,19,1.333333
6496,3,21,1.333333
6497,2,21,1.333333
6498,8,21,1.333333
6499,18,21,1.333333
6500,32,21,1.250000
6501,48,21,1.333333
6502,34,21,1.333333
6503,6,21,1.333333
6504,11,21,1.100000
6505,55,21,1.333333
6506,12,22,1.333333
6507,24,22,1.333333
6508,0,22,1.333333
6509,2,22,1.333333
6510,18,22,1.333333
6511,54,22,1.333333
6512,48,22,1.333333
6513,9,22,1.333333
6514,19,22,0.500000
6515,33,22,0.716667
6516,34,22,1.300000
6517,16,22,1.333333
6518,56,22,1.333333
6519,55,22,1.333333
6520,3,23,1.333333
6521,2,23,1.333333
6522,18,23,1.333333
6523,32,23,0.800000
6524,48,23,1.266667
6525,56,23,1.333333
6526,11,23,1.333333
6527,21,23,0.516667
6528,3,24,1.333333
6529,12,24,1.333333
6530,24,24,0.000000
6531,0,24,1.333333
6532,2,24,1.333333
6533,8,24,1.333333
6534,18,24,1.333333
6535,32,24,1.333333
6536,54,24,1.333333
6537,49,24,1.333333
6538,48,24,1.333333
6539,19,24,1.333333
6540,22,24,0.833333
6541,33,24,0.550000
6542,34,24,1.166667
6543,46,24,1.200000
6544,6,24,1.333333
6545,16,24,1.333333
6546,56,24,1.333333
6547,11,24,1.333333
6548,37,24,1.333333
6549,24,32,1.333333
6550,54,32,1.333333
6551,49,32,1.333333
6552,48,32,1.133333
6553,22,32,1.333333
6554,46,32,1.333333
6555,56,32,1.333333
6556,37,32,0.816667
6557,55,32,1.333333
6558,0,33,1.333333
6559,32,33,1.333333
6560,54,33,0.866667
6561,19,33,1.333333
6562,22,33,0.716667
6563,34,33,1.333333
6564,24,34,1.300000
6565,8,34,1.333333
6566,54,34,1.083333
6567,49,34,1.333333
6568,48,34,1.333333
6569,33,34,0.600000
6570,46,34,0.866667
6571,56,34,1.333333
6572,37,34,1.333333
6573,12,37,1.333333
6574,24,37,1.333333
6575,0,37,1.333333
6576,2,37,1.333333
6577,32,37,0.716667
6578,54,37,1.333333
6579,49,37,1.333333
6580,48,37,0.416667
6581,19,37,1.333333
6582,22,37,1.333333
6583,34,37,1.333333
6584,46,37,1.333333
6585,56,37,1.333333
6586,11,37,1.333333
6587,23,37,0.966667
6588,12,46,1.333333
6589,24,46,1.333333
6590,0,46,1.333333
6591,32,46,1.333333
6592,54,46,0.816667
6593,49,46,1.333333
6594,9,46,1.333333
6595,33,46,0.716667
6596,3,48,1.333333
6597,24,48,1.333333
6598,0,48,1.333333
6599,2,48,1.333333
6600,8,48,1.333333
6601,18,48,1.333333
6602,49,48,1.333333
6603,9,48,1.333333
6604,19,48,1.333333
6605,22,48,1.333333
6606,56,48,1.333333
6607,11,48,1.333333
6608,21,48,1.333333
6609,23,48,1.333333
6610,37,48,0.433333
6611,3,53,1.333333
6612,49,53,1.333333
6613,22,53,1.333333
6614,46,53,0.566667
6615,37,53,1.333333
6616,3,54,1.333333
6617,12,54,1.333333
6618,24,54,1.333333
6619,0,54,1.333333
6620,18,54,1.333333
6621,32,54,1.333333
6622,49,54,1.333333
6623,48,54,1.333333
6624,9,54,1.333333
6625,19,54,1.333333
6626,22,54,1.333333
6627,33,54,0.916667
6628,34,54,1.333333
6629,46,54,0.833333
6630,16,54,1.333333
6631,56,54,1.333333
6632,11,54,1.333333
