Time,Subsystem 0,Subsystem 1,Subsystem 2,Subsystem 3,Subsystem 4,Subsystem 5,Subsystem 6,Subsystem 7,Subsystem 8,Subsystem 9,Subsystem 10,Subsystem 11,Subsystem 12,Subsystem 13,Subsystem 14,Subsystem 15,Subsystem 16,Subsystem 17,Subsystem 18,Subsystem 19,Subsystem 20,Subsystem 21,Subsystem 22,Subsystem 23,Subsystem 24,Subsystem 25,Subsystem 26,Subsystem 27,Subsystem 28,Subsystem 29,Subsystem 30,Subsystem 31,Subsystem 32,Subsystem 33,Subsystem 34,Subsystem 35,Subsystem 36,Subsystem 37,Subsystem 38,Subsystem 39,Subsystem 40,Subsystem 41,Subsystem 42,Subsystem 43,Subsystem 44,Subsystem 45,Subsystem 46,Subsystem 47,Subsystem 48,Subsystem 49,Subsystem 50,Subsystem 51,Subsystem 52,Subsystem 53,Subsystem 54,Subsystem 55,Subsystem 56,Subsystem 57,Subsystem 58,Subsystem 59,Subsystem 60,Subsystem 61,Subsystem 62,Subsystem 63,Subsystem 64,Subsystem 65,Subsystem 66,Subsystem 67,Subsystem 68,Subsystem 69,Subsystem 70,Subsystem 71,Subsystem 72,Subsystem 73,Subsystem 74,Subsystem 75,Subsystem 76,Subsystem 77,Subsystem 78,Subsystem 79,Subsystem 80,Subsystem 81,Subsystem 82,Subsystem 83,Subsystem 84,Subsystem 85,Subsystem 86,Subsystem 87,Subsystem 88,Subsystem 89,Subsystem 90,Subsystem 91,Subsystem 92,Subsystem 93,Subsystem 94,Subsystem 95,Subsystem 96,Subsystem 97,Subsystem 98,Subsystem 99,Subsystem 100,Subsystem 101,Subsystem 102,Subsystem 103,Subsystem 104,Subsystem 105,Subsystem 106,Subsystem 107,Subsystem 108,Subsystem 109,Subsystem 110,Subsystem 111,Subsystem 112,Subsystem 113,Subsystem 114,Subsystem 115,Subsystem 116,Subsystem 117,Subsystem 118,Subsystem 119,Subsystem 120,Subsystem 121,Subsystem 122,Subsystem 123,Subsystem 124,Subsystem 125,Subsystem 126,Subsystem 127,Subsystem 128,Subsystem 129,Subsystem 130,Subsystem 131,Subsystem 132,Subsystem 133,Subsystem 134,Subsystem 135,Subsystem 136
762,0.131970,0.116487,0.009722,0.000000,0.143133,0.073997,0.185082,0.094342,0.096914,0.151389,0.145165,0.140947,0.097016,0.221379,0.322058,0.366708,0.232325,0.340638,0.214249,0.102820,0.166849,0.151440,0.132716,0.077572,0.003395,0.000000,0.303353,0.230976,0.042850,0.022145,0.125926,0.107407,0.153768,0.095322,0.047233,0.017805,0.138272,0.077160,0.180185,0.039897,0.011994,0.232181,0.043642,0.060134,0.112346,0.218426,0.163225,0.039224,0.136111,0.000000,0.024383,0.046115,0.212052,0.120772,0.146616,0.135664,0.196497,0.107269,0.171039,0.146193,0.132510,0.063735,0.219290,0.250617,0.059774,0.050412,0.015394,0.002160,0.000000,0.068416,0.021335,0.000000,0.000000,0.003100,0.000000,-0.000000,0.000000,0.000000,0.651055,0.004938,0.562190,0.205067,0.137371,0.462315,0.255315,0.287616,0.137731,-0.000000,0.000000,0.018094,0.009452,0.000000,0.000000,0.064815,-0.000000,0.000000,0.000000,0.340398,0.038889,0.255154,0.182778,0.058333,0.020525,0.330916,0.100823,0.055813,-0.000000,0.014907,0.131574,0.186667,0.077130,0.092776,0.305710,0.650335,0.012654,0.002160,0.264300,0.077058,0.196245,0.040149,0.028447,0.292387,0.091821,0.021605,0.004321,0.605891,0.245216,0.267901,0.095782,0.088940,0.061304,0.071566,0.189223,0.088400,0.095602,0.118827,0.017176
763,0.131970,0.113066,0.009722,0.000000,0.143133,0.073637,0.185082,0.091821,0.095216,0.154321,0.141564,0.143930,0.094650,0.212593,0.330844,0.369156,0.224403,0.340278,0.214249,0.100168,0.168911,0.152160,0.128704,0.078498,0.003395,0.000000,0.302567,0.226852,0.042850,0.021245,0.122531,0.104321,0.152203,0.098004,0.046041,0.017656,0.137346,0.073457,0.177593,0.042634,0.011920,0.230885,0.041770,0.057973,0.112346,0.218858,0.164522,0.037436,0.132423,0.000000,0.024383,0.045668,0.212485,0.130710,0.143710,0.135776,0.200062,0.100463,0.171039,0.144393,0.147274,0.057870,0.211458,0.241165,0.065175,0.061574,0.014583,0.001620,0.000000,0.108025,0.018094,0.000000,0.000000,0.003100,0.000000,-0.000000,0.000000,0.000000,0.535802,0.004938,0.564883,0.183822,0.137371,0.404444,0.245954,0.266011,0.132330,-0.000000,0.000000,0.018094,0.008912,0.000000,0.000000,0.062114,-0.000000,0.000000,0.000000,0.327675,0.036944,0.259475,0.182346,0.059414,0.023045,0.328755,0.101183,0.055453,-0.000000,0.013611,0.123472,0.156204,0.090741,0.085600,0.295628,0.650233,0.010957,0.002160,0.254938,0.075257,0.196245,0.041409,0.026466,0.296708,0.091821,0.021605,0.004321,0.609740,0.245216,0.286626,0.095062,0.088940,0.056713,0.073187,0.196065,0.088400,0.094792,0.130980,0.015880
764,0.131970,0.110545,0.009722,0.000000,0.143133,0.073457,0.185082,0.089480,0.094290,0.158796,0.139095,0.146605,0.092078,0.205391,0.328539,0.361667,0.217346,0.336497,0.214249,0.098499,0.176375,0.152984,0.124897,0.079321,0.003395,0.000000,0.299818,0.222629,0.042850,0.020345,0.119136,0.100926,0.151644,0.094875,0.045147,0.017507,0.139198,0.068827,0.175432,0.041049,0.011994,0.228868,0.039897,0.056353,0.112346,0.219182,0.164306,0.036766,0.129071,0.000000,0.024383,0.045221,0.213565,0.140324,0.140805,0.136223,0.201898,0.096358,0.171039,0.142052,0.131430,0.052623,0.204167,0.236844,0.065895,0.066615,0.014043,0.001620,0.000000,0.138272,0.015394,0.000000,0.000000,0.002536,0.000000,-0.000000,0.000000,0.000000,0.436728,0.004938,0.555088,0.164017,0.137371,0.363395,0.240303,0.247106,0.127199,-0.000000,0.000000,0.018094,0.008102,0.000000,0.000000,0.059414,-0.000000,0.000000,0.000000,0.312791,0.035648,0.269846,0.181914,0.059414,0.012603,0.328395,0.101183,0.055093,-0.000000,0.011343,0.115370,0.127037,0.104352,0.079111,0.288066,0.650265,0.010957,0.002160,0.252778,0.076337,0.196245,0.043030,0.028447,0.292027,0.091821,0.021605,0.003601,0.612455,0.245216,0.289506,0.094342,0.088940,0.053472,0.075347,0.202546,0.088400,0.093441,0.150965,0.014907
765,0.131970,0.107845,0.009722,0.000000,0.143133,0.073277,0.185082,0.087680,0.093519,0.160031,0.136008,0.144239,0.089609,0.197901,0.337901,0.356337,0.211008,0.332716,0.214249,0.096829,0.177652,0.155041,0.121296,0.079835,0.003395,0.000000,0.296871,0.218996,0.042850,0.019444,0.116358,0.098148,0.151086,0.105268,0.044029,0.017582,0.140123,0.064506,0.172695,0.037737,0.011547,0.226420,0.038313,0.055453,0.112346,0.221019,0.162901,0.035201,0.126165,0.000000,0.024383,0.044774,0.213889,0.149398,0.137452,0.137340,0.204815,0.090417,0.171039,0.138812,0.117027,0.051080,0.197955,0.220370,0.070936,0.067695,0.013773,0.001620,0.000000,0.159516,0.012963,0.000000,0.000000,0.002536,0.000000,-0.000000,0.000000,0.000000,0.360802,0.004938,0.529301,0.146373,0.137371,0.320617,0.232358,0.218210,0.122608,-0.000000,0.000000,0.018094,0.007562,0.000000,0.000000,0.056443,-0.000000,0.000000,0.000000,0.294307,0.035648,0.271142,0.181698,0.057613,0.013323,0.321193,0.100103,0.054733,-0.000000,0.011343,0.110185,0.103056,0.116019,0.072773,0.283745,0.650414,0.010957,0.002160,0.257819,0.073457,0.196245,0.043930,0.026466,0.294907,0.091821,0.021605,0.002881,0.612099,0.245216,0.305710,0.094702,0.088940,0.049151,0.076427,0.208668,0.088400,0.093441,0.161227,0.013611
766,0.131970,0.096322,0.009722,0.000000,0.143133,0.073277,0.185082,0.078498,0.085340,0.162037,0.127675,0.144342,0.088683,0.190700,0.339053,0.351440,0.205391,0.329475,0.214249,0.095455,0.177946,0.155453,0.117901,0.080247,0.003395,0.000000,0.291077,0.215166,0.042850,0.019264,0.114198,0.095988,0.149745,0.101692,0.042390,0.017507,0.138580,0.060494,0.170679,0.036152,0.011175,0.225700,0.036728,0.053652,0.112346,0.221883,0.162361,0.034754,0.128512,0.000000,0.024383,0.044402,0.212701,0.154259,0.134211,0.138458,0.207407,0.084583,0.171039,0.135751,0.099023,0.051080,0.192014,0.213619,0.077058,0.067335,0.012693,0.001080,0.000000,0.173920,0.011073,0.000000,0.000000,0.002536,0.000000,-0.000000,0.000000,0.000000,0.300617,0.004938,0.497351,0.130890,0.137371,0.280864,0.224591,0.217670,0.118827,-0.000000,0.000000,0.018094,0.007022,0.000000,0.000000,0.053202,-0.000000,0.000000,0.000000,0.271262,0.033056,0.272006,0.181481,0.056173,0.014043,0.310031,0.100463,0.055093,-0.000000,0.007130,0.106620,0.084259,0.151667,0.067805,0.276543,0.650778,0.008179,0.002160,0.254938,0.073457,0.196245,0.044830,0.028447,0.289146,0.091821,0.021605,0.003601,0.616168,0.245216,0.303549,0.093621,0.088940,0.046721,0.079668,0.213529,0.088400,0.092361,0.170139,0.012315
767,0.131970,0.086600,0.009722,0.000000,0.143133,0.073277,0.185082,0.070396,0.078858,0.164815,0.119856,0.141049,0.085494,0.183642,0.336461,0.346975,0.200350,0.325874,0.214249,0.094276,0.171170,0.155864,0.114815,0.080453,0.003395,0.000000,0.290390,0.211728,0.042850,0.018904,0.112654,0.093519,0.148180,0.106609,0.041124,0.017358,0.137346,0.056790,0.168230,0.033272,0.011175,0.222819,0.035144,0.052212,0.112346,0.222531,0.164090,0.033301,0.129853,0.000000,0.024383,0.043880,0.211512,0.160093,0.131082,0.139128,0.210108,0.079290,0.171039,0.133050,0.091461,0.041667,0.185262,0.202006,0.082819,0.063374,0.011883,0.001080,0.000000,0.183282,0.009452,0.000000,0.000000,0.002536,0.000000,-0.000000,0.000000,0.000000,0.249383,0.004938,0.479060,0.117747,0.137371,0.248241,0.217770,0.187153,0.115046,-0.000000,0.000000,0.018094,0.006481,0.000000,0.000000,0.049691,-0.000000,0.000000,0.000000,0.244616,0.033056,0.275463,0.181481,0.055813,0.014763,0.300669,0.099743,0.054372,-0.000000,0.007130,0.101759,0.069352,0.169815,0.062408,0.269342,0.654498,0.008179,0.002160,0.259979,0.075257,0.196245,0.045550,0.026466,0.294187,0.091821,0.021605,0.002881,0.619700,0.245216,0.299588,0.092181,0.088940,0.045100,0.083989,0.219650,0.088400,0.089660,0.194444,0.011343
768,0.131970,0.077418,0.009722,0.000000,0.143133,0.073277,0.185082,0.062834,0.072068,0.168056,0.113580,0.136626,0.082510,0.176152,0.336317,0.344383,0.195885,0.322274,0.214249,0.093392,0.175687,0.156276,0.111214,0.082099,0.003395,0.000000,0.286265,0.208586,0.042850,0.018544,0.112037,0.090123,0.145945,0.110409,0.040081,0.017209,0.136111,0.053395,0.166790,0.031543,0.010728,0.219362,0.033704,0.050772,0.112346,0.223611,0.161281,0.032966,0.134323,0.000000,0.024383,0.043359,0.210648,0.163117,0.128289,0.139911,0.211944,0.074213,0.171039,0.130350,0.081739,0.041049,0.179051,0.192014,0.083899,0.065175,0.010532,0.001080,0.000000,0.190844,0.008372,0.000000,0.000000,0.002536,0.000000,-0.000000,0.000000,0.000000,0.212037,0.004938,0.470556,0.105144,0.137371,0.218210,0.210428,0.194174,0.111535,-0.000000,0.000000,0.018094,0.006211,0.000000,0.000000,0.045910,-0.000000,0.000000,0.000000,0.213409,0.031543,0.277840,0.181481,0.050412,0.015123,0.288426,0.099383,0.056533,-0.000000,0.004861,0.100139,0.047963,0.177593,0.057018,0.267181,0.645998,0.008179,0.002160,0.255658,0.078858,0.196245,0.046091,0.028447,0.288786,0.091821,0.021605,0.002881,0.623207,0.245216,0.296348,0.091101,0.088940,0.042130,0.086690,0.225231,0.088400,0.086690,0.207137,0.010694
769,0.131970,0.069316,0.009722,0.000000,0.143133,0.073277,0.185082,0.056533,0.065432,0.172531,0.107716,0.134671,0.079321,0.169527,0.343519,0.343230,0.191852,0.321914,0.214249,0.092901,0.182365,0.157407,0.108745,0.083436,0.003704,0.000000,0.282043,0.205247,0.042850,0.017824,0.110185,0.086728,0.144604,0.120578,0.039112,0.017060,0.134568,0.050000,0.164342,0.034136,0.012069,0.216770,0.032407,0.049331,0.112346,0.224259,0.161497,0.032631,0.132200,0.000000,0.024383,0.042912,0.209568,0.167546,0.125718,0.140916,0.213241,0.069460,0.171039,0.129270,0.069856,0.041049,0.172840,0.183642,0.083539,0.058693,0.009992,0.001080,0.000000,0.193724,0.007022,0.000000,0.000000,0.002536,0.000000,-0.000000,0.000000,0.000000,0.183025,0.004938,0.447516,0.093801,0.137371,0.191636,0.205814,0.226042,0.108835,-0.000000,0.000000,0.018094,0.005671,0.000000,0.000000,0.042130,-0.000000,0.000000,0.000000,0.188923,0.031543,0.285617,0.181481,0.045730,0.015123,0.277623,0.098302,0.057613,-0.000000,0.004861,0.102407,0.036296,0.118611,0.063998,0.263580,0.507356,0.008179,0.002160,0.248457,0.087140,0.196245,0.046991,0.026466,0.290947,0.091821,0.021605,0.002160,0.626720,0.245216,0.292747,0.090381,0.088940,0.039429,0.090741,0.233153,0.088400,0.083719,0.218210,0.010694
770,0.131970,0.062114,0.009722,0.000000,0.143133,0.073637,0.185082,0.050952,0.059877,0.176389,0.101852,0.131687,0.076646,0.162613,0.345535,0.336029,0.188251,0.313092,0.214249,0.092901,0.183347,0.158436,0.106790,0.083333,0.004012,0.000000,0.277820,0.202104,0.042850,0.017464,0.108333,0.083642,0.143375,0.135888,0.037771,0.016911,0.136420,0.046914,0.162181,0.029671,0.011547,0.215761,0.031111,0.047891,0.112346,0.225015,0.157716,0.032296,0.133541,0.000000,0.024383,0.042465,0.210756,0.168735,0.123148,0.141363,0.211944,0.065463,0.171039,0.126929,0.066615,0.035185,0.166088,0.177160,0.082459,0.052212,0.008912,0.000540,0.000000,0.199126,0.006211,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.149383,0.004938,0.429267,0.085700,0.137371,0.167222,0.199002,0.228742,0.106944,-0.000000,0.000000,0.018094,0.005401,0.000000,0.000000,0.038889,-0.000000,0.000000,0.000000,0.167798,0.030679,0.285617,0.181481,0.047891,0.015123,0.266461,0.098302,0.056173,-0.000000,0.003565,0.107593,0.026574,0.093981,0.059905,0.255658,0.402932,0.005247,0.002160,0.227572,0.096502,0.196245,0.046991,0.028447,0.290586,0.091821,0.021605,0.002881,0.628523,0.245216,0.290226,0.090021,0.088940,0.036728,0.095872,0.238374,0.088400,0.080748,0.226042,0.011019
771,0.131970,0.068236,0.009722,0.000000,0.143133,0.073817,0.185082,0.104424,0.104321,0.180093,0.101132,0.129321,0.074588,0.155844,0.339918,0.333724,0.185082,0.314352,0.214249,0.092803,0.189731,0.158436,0.104321,0.083230,0.004012,0.000000,0.272713,0.198962,0.042850,0.017104,0.107716,0.079938,0.142257,0.131194,0.036728,0.016762,0.135494,0.043827,0.159733,0.028374,0.013112,0.212737,0.030391,0.046811,0.112346,0.226960,0.159120,0.031849,0.136223,0.000000,0.024383,0.042092,0.209676,0.171219,0.120354,0.141810,0.206327,0.061250,0.171039,0.124228,0.058333,0.035185,0.159336,0.172840,0.074537,0.047891,0.008372,0.000540,0.000000,0.196965,0.005671,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.122222,0.004938,0.405615,0.077598,0.137371,0.146265,0.193731,0.222261,0.103704,-0.000000,0.000000,0.018094,0.004861,0.000000,0.000000,0.035648,0.007562,0.000000,0.000000,0.167318,0.030679,0.287130,0.181481,0.050051,0.015123,0.255298,0.098302,0.055453,0.128549,0.128657,0.100463,0.043426,0.106296,0.052129,0.260700,0.316872,0.064660,0.002160,0.228292,0.105144,0.196245,0.046991,0.026466,0.294907,0.091821,0.021605,0.003601,0.621735,0.245216,0.289146,0.088940,0.088940,0.033758,0.104244,0.242155,0.088400,0.079398,0.233603,0.011343
772,0.131970,0.073097,0.009722,0.000000,0.143133,0.074357,0.185082,0.152495,0.145370,0.184877,0.102263,0.126235,0.072325,0.150370,0.331708,0.325658,0.182202,0.314352,0.214249,0.092999,0.193855,0.160597,0.101235,0.083128,0.004321,0.000000,0.265937,0.199060,0.042850,0.016564,0.106790,0.076852,0.140805,0.147398,0.035462,0.016613,0.134259,0.041049,0.157572,0.028519,0.012590,0.211728,0.029239,0.045370,0.112346,0.227392,0.161821,0.031513,0.136670,0.000000,0.024383,0.041720,0.210324,0.171111,0.117337,0.141922,0.203194,0.057793,0.171039,0.122428,0.052572,0.029321,0.153125,0.170139,0.071656,0.042490,0.007562,0.000540,0.000000,0.193364,0.004861,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.100000,0.004938,0.382167,0.071296,0.137371,0.127901,0.189485,0.222801,0.101813,-0.000000,0.000000,0.018094,0.004591,0.000000,0.000000,0.032407,0.015123,0.000000,0.000000,0.164198,0.029815,0.286914,0.181481,0.049331,0.015123,0.249537,0.098302,0.055813,0.229372,0.250185,0.098519,0.030463,0.128333,0.050154,0.258539,0.249177,0.120988,0.002160,0.207407,0.114866,0.196245,0.046811,0.028447,0.291667,0.091821,0.021605,0.003601,0.604629,0.245216,0.288066,0.089300,0.088940,0.031057,0.110995,0.244856,0.088400,0.076427,0.245756,0.012315
773,0.131970,0.077778,0.009722,0.000000,0.143133,0.074897,0.185082,0.194805,0.182253,0.189352,0.103086,0.123354,0.070782,0.144897,0.331276,0.324506,0.179753,0.308230,0.214249,0.093785,0.193070,0.160597,0.099383,0.083025,0.004630,0.000000,0.261420,0.196016,0.042850,0.016564,0.104938,0.073457,0.139240,0.162261,0.033972,0.016613,0.132407,0.038272,0.155556,0.024486,0.013633,0.208560,0.028230,0.043930,0.112346,0.228040,0.161281,0.031513,0.140693,0.000000,0.024383,0.041422,0.210540,0.170787,0.115773,0.141475,0.197577,0.054120,0.171039,0.119907,0.046811,0.026852,0.147994,0.162847,0.067695,0.037088,0.007562,0.000540,0.000000,0.189403,0.004321,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.081790,0.000000,0.360562,0.064275,0.137371,0.111481,0.184033,0.217670,0.098843,-0.000000,0.000000,0.018094,0.004321,0.000000,0.000000,0.029437,0.019715,0.000000,0.000000,0.164198,0.027870,0.276543,0.181481,0.048251,0.020525,0.241255,0.098302,0.055093,0.317233,0.326991,0.092037,0.033056,0.125741,0.038735,0.250257,0.196245,0.176698,0.002160,0.210288,0.127109,0.196245,0.046451,0.026466,0.292747,0.091821,0.021605,0.004321,0.577997,0.245216,0.286626,0.087860,0.088940,0.028356,0.117747,0.248457,0.088400,0.073997,0.251157,0.012963
774,0.131970,0.081379,0.009722,0.000000,0.143133,0.074897,0.185082,0.234594,0.216667,0.199691,0.103395,0.119856,0.069444,0.140864,0.327531,0.326523,0.179753,0.302109,0.214249,0.094473,0.185017,0.160597,0.097840,0.083745,0.005556,0.000000,0.257295,0.195918,0.042850,0.016384,0.102160,0.070370,0.138011,0.155444,0.033227,0.016613,0.130247,0.035494,0.153539,0.022757,0.013484,0.206255,0.027222,0.042850,0.112346,0.229660,0.162793,0.064033,0.144492,0.000000,0.024383,0.041124,0.209028,0.170031,0.113202,0.141028,0.191420,0.050880,0.171039,0.119007,0.042490,0.026852,0.143403,0.162037,0.070936,0.030247,0.007832,0.000540,0.000000,0.185082,0.003781,0.000270,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.071296,0.000000,0.342078,0.058513,0.137371,0.105432,0.177160,0.210648,0.096142,-0.000000,0.000000,0.018094,0.005941,0.000000,0.000000,0.026736,0.024846,0.000000,0.000000,0.164438,0.024414,0.265093,0.181481,0.047171,0.029887,0.234774,0.098302,0.054733,0.386008,0.387917,0.104352,0.060926,0.124444,0.038735,0.239455,0.159877,0.221451,0.002160,0.190844,0.138632,0.196245,0.046271,0.028447,0.283025,0.091821,0.021605,0.005041,0.549680,0.245216,0.284105,0.088220,0.088940,0.025386,0.132870,0.250617,0.088400,0.071026,0.253858,0.013611
775,0.131970,0.084439,0.009722,0.000000,0.143133,0.075077,0.185082,0.268081,0.248302,0.211265,0.104733,0.121914,0.068210,0.136687,0.327675,0.323642,0.179753,0.295988,0.214249,0.095553,0.178928,0.156687,0.095062,0.084259,0.006173,0.000000,0.253760,0.192579,0.042850,0.016204,0.101543,0.066975,0.137229,0.170083,0.031811,0.016613,0.127778,0.033333,0.151811,0.021605,0.013112,0.202366,0.026214,0.042130,0.112346,0.230201,0.159228,0.093199,0.147398,0.000000,0.024383,0.040900,0.208272,0.168735,0.110967,0.140469,0.190231,0.068164,0.171039,0.110905,0.033488,0.026852,0.120988,0.159066,0.064095,0.027366,0.007292,0.000540,0.000000,0.180761,0.003241,0.001080,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.060802,0.000000,0.325034,0.077058,0.137371,0.170895,0.183595,0.195795,0.093171,-0.000000,0.000000,0.018094,0.006752,0.000000,0.000000,0.024306,0.029707,0.000000,0.000000,0.162757,0.023765,0.257099,0.181481,0.051492,0.048251,0.228292,0.098302,0.053652,0.424897,0.401204,0.108241,0.069352,0.126389,0.038735,0.233333,0.127469,0.267130,0.002160,0.171399,0.162037,0.196245,0.045550,0.026466,0.280144,0.091821,0.021605,0.005041,0.518288,0.245216,0.280144,0.086420,0.088940,0.022685,0.140162,0.253138,0.088400,0.068326,0.256019,0.014259
776,0.131970,0.087140,0.009722,0.000000,0.143133,0.075257,0.185082,0.299228,0.281636,0.218056,0.105556,0.126955,0.066461,0.132510,0.327387,0.320185,0.179753,0.289866,0.214249,0.096338,0.180990,0.153086,0.092593,0.083642,0.006790,0.000000,0.249242,0.189731,0.042850,0.016384,0.101852,0.064198,0.136335,0.180252,0.030694,0.016613,0.133333,0.031173,0.150370,0.041914,0.013037,0.201502,0.025494,0.041409,0.112346,0.230201,0.158364,0.118343,0.149298,0.000000,0.024383,0.040602,0.208056,0.167330,0.109626,0.139687,0.179645,0.084583,0.171039,0.105324,0.027006,0.020988,0.106674,0.159336,0.063735,0.026286,0.007292,0.000540,0.000000,0.176080,0.002971,0.002160,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.053086,0.000000,0.312551,0.092721,0.137371,0.203951,0.181632,0.197415,0.090471,-0.000000,0.000000,0.018094,0.006752,0.000000,0.000000,0.023225,0.031057,0.000000,0.000000,0.161077,0.020741,0.259043,0.181481,0.052932,0.074177,0.222171,0.098302,0.053292,0.430298,0.395370,0.110833,0.106296,0.124444,0.038735,0.224331,0.100103,0.302315,0.002160,0.174280,0.173200,0.196245,0.045010,0.028447,0.268981,0.091821,0.021605,0.005761,0.482870,0.245216,0.277984,0.084619,0.088940,0.020525,0.153935,0.255658,0.088400,0.065625,0.257099,0.015556
777,0.131970,0.090201,0.009722,0.000000,0.143133,0.075437,0.185082,0.326595,0.306944,0.224074,0.106379,0.130967,0.065844,0.130350,0.323642,0.316584,0.179753,0.283025,0.214249,0.097222,0.181580,0.149691,0.090844,0.083025,0.007099,0.000000,0.246591,0.178928,0.042850,0.016744,0.100926,0.061111,0.135664,0.191427,0.029353,0.016986,0.131173,0.029012,0.148066,0.054588,0.012665,0.199486,0.023333,0.037088,0.112346,0.215617,0.159120,0.139911,0.151644,0.000000,0.022840,0.040155,0.206111,0.166790,0.107056,0.138793,0.174460,0.099707,0.171039,0.098483,0.045010,0.020988,0.089931,0.157986,0.056173,0.021245,0.007292,-0.000000,0.000000,0.171039,0.002701,0.003511,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.045370,0.000000,0.294067,0.108385,0.137371,0.243704,0.176550,0.209028,0.088040,-0.000000,0.000000,0.018094,0.007292,0.000000,0.000000,0.021065,0.031327,0.000000,0.000000,0.156516,0.027222,0.259043,0.181481,0.054012,0.106224,0.217490,0.098302,0.052572,0.424177,0.377222,0.124120,0.145833,0.124444,0.024846,0.208128,0.081739,0.336111,0.002160,0.162757,0.172840,0.196245,0.044470,0.026466,0.265741,0.091821,0.021605,0.006481,0.453704,0.245216,0.276903,0.082819,0.088940,0.019174,0.160957,0.257099,0.088400,0.063194,0.262500,0.016852
778,0.131970,0.092361,0.009722,0.000000,0.143133,0.075617,0.185082,0.351440,0.329321,0.229784,0.106893,0.132305,0.064712,0.129630,0.325514,0.311111,0.179753,0.276903,0.214249,0.097910,0.185410,0.146708,0.089815,0.084156,0.007716,0.000000,0.243841,0.168420,0.042850,0.016924,0.100926,0.058951,0.135217,0.200367,0.028533,0.017209,0.129630,0.027778,0.146049,0.070000,0.014006,0.198621,0.021461,0.033308,0.112346,0.201898,0.159012,0.157455,0.152985,0.000000,0.021296,0.040006,0.203843,0.164846,0.104709,0.137452,0.169383,0.113966,0.171039,0.092541,0.036368,0.020988,0.076968,0.149884,0.049331,0.021605,0.007022,-0.000000,0.000000,0.167078,0.002431,0.005401,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.037654,0.000000,0.284225,0.121528,0.137371,0.288642,0.172071,0.219830,0.086150,-0.000000,0.000000,0.018094,0.008102,0.000000,0.000000,0.018904,0.030517,0.000000,0.000000,0.152195,0.023765,0.249969,0.181481,0.056173,0.140432,0.213169,0.098302,0.051852,0.409414,0.354537,0.130602,0.184722,0.124444,0.023148,0.198405,0.066615,0.366204,0.002160,0.153395,0.180041,0.196245,0.044290,0.028447,0.255298,0.091821,0.021605,0.007202,0.418776,0.245216,0.276903,0.080658,0.088940,0.017554,0.170949,0.258179,0.088400,0.061844,0.279244,0.017176
779,0.131970,0.095962,0.009722,0.000000,0.143133,0.075977,0.185082,0.371785,0.348611,0.234259,0.106481,0.135288,0.062963,0.130350,0.320617,0.307942,0.179753,0.270782,0.214249,0.099383,0.185999,0.144959,0.088169,0.084568,0.008333,0.000000,0.240993,0.160564,0.042850,0.017104,0.102469,0.061420,0.134100,0.205508,0.027565,0.017433,0.128086,0.026235,0.144177,0.081523,0.013782,0.198477,0.019733,0.030067,0.112346,0.190015,0.160849,0.173659,0.155220,0.000000,0.019753,0.039857,0.200602,0.162685,0.104151,0.136223,0.161065,0.127253,0.171200,0.087500,0.030247,0.020988,0.069406,0.145563,0.051852,0.017644,0.007292,-0.000000,0.000000,0.133230,0.002160,0.006481,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.037654,0.000000,0.268381,0.133230,0.137371,0.318889,0.168918,0.227392,0.084259,-0.000000,0.000000,0.018094,0.008912,0.000000,0.000000,0.017014,0.028627,0.000000,0.000000,0.157236,0.022037,0.257963,0.181481,0.059053,0.174280,0.208128,0.098302,0.050772,0.389249,0.329907,0.129630,0.216481,0.123148,0.021914,0.199126,0.052932,0.391975,0.002160,0.136111,0.171039,0.196245,0.043750,0.026466,0.252058,0.091821,0.021605,0.006842,0.374846,0.245216,0.269342,0.078138,0.088940,0.016204,0.177971,0.259259,0.088400,0.059144,0.276543,0.017176
