Vehicle,Route 1,Route 2,Route 3,Route 4,Route 5,Route 6,Route 7,Route 8,Route 9,Route 10,
0,3,0,
1,12,
2,24,
3,2,
4,8,0,
5,18,
6,32,
7,54,
8,1,
9,48,
10,9,0,
11,19,
12,22,
13,34,
14,46,
15,6,0,
16,16,
17,56,
18,21,
19,55,
20,3,
21,24,
22,8,2,
23,18,
24,32,
25,1,
26,48,
27,34,
28,16,
29,56,
30,11,2,
31,21,2,
32,55,
33,0,3,
34,2,
35,8,
36,18,
37,32,
38,54,
39,1,
40,48,
41,9,3,
42,19,3,
43,22,
44,33,
45,6,3,
46,16,
47,56,
48,11,
49,21,
50,3,6,
51,0,6,
52,8,6,
53,48,
54,11,6,
55,21,
56,3,
57,24,
58,0,
59,2,8,
60,1,
61,48,
62,9,
63,22,
64,6,8,
65,56,
66,11,8,
67,3,9,
68,12,9,
69,24,
70,0,9,
71,18,
72,54,
73,48,
74,3,
75,24,
76,0,
77,2,11,
78,8,11,
79,32,
80,48,
81,33,
82,6,11,
83,56,
84,21,11,
85,55,
86,24,
87,0,
88,18,
89,54,
90,48,
91,9,12,
92,19,12,
93,22,12,
94,11,12,
95,37,
96,55,12,
97,12,
98,24,
99,18,16,
100,49,
101,34,
102,11,16,
103,55,16,
104,3,
105,12,
106,24,
107,0,
108,2,
109,8,18,
110,32,
111,54,
112,49,
113,48,
114,9,
115,19,
116,22,
117,34,
118,16,18,
119,56,
120,11,18,
121,21,18,
122,23,18,
123,55,
124,3,
125,12,19,
126,24,
127,18,
128,32,
129,54,19,
130,49,
131,22,19,
132,34,
133,3,
134,2,
135,8,21,
136,18,21,
137,32,21,
138,48,21,
139,34,
140,6,21,
141,11,21,
142,55,
143,12,
144,24,22,
145,0,
146,2,
147,18,
148,54,22,
149,48,
150,9,22,
151,19,22,
152,33,22,
153,34,22,
154,16,
155,56,
156,55,
157,3,
158,2,
159,18,
160,32,23,
161,48,23,
162,56,
163,11,23,
164,21,23,
165,3,
166,12,
167,
168,0,
169,2,
170,8,
171,18,
172,32,
173,54,24,
174,49,
175,48,24,
176,19,24,
177,22,24,
178,33,24,
179,34,24,
180,46,24,
181,6,
182,16,
183,56,
184,11,
185,37,
186,24,
187,54,
188,49,
189,48,32,
190,22,
191,46,
192,56,
193,37,32,
194,55,
195,0,
196,32,
197,54,33,
198,19,33,
199,22,33,
200,34,33,
201,24,34,
202,8,
203,54,34,
204,49,
205,48,34,
206,33,34,
207,46,34,
208,56,
209,37,
210,12,
211,24,
212,0,
213,2,
214,32,37,
215,54,
216,49,
217,48,37,
218,19,
219,22,
220,34,37,
221,46,
222,56,37,
223,11,
224,23,37,
225,12,
226,24,
227,0,
228,32,
229,54,46,
230,49,
231,9,
232,33,46,
233,3,
234,24,
235,0,
236,2,
237,8,
238,18,
239,49,
240,9,
241,19,
242,22,
243,56,48,
244,11,
245,21,48,
246,23,
247,37,48,
248,3,
249,49,
250,22,53,
251,46,53,
252,37,
253,3,
254,12,
255,24,
256,0,
257,18,
258,32,
259,49,54,
260,48,
261,9,
262,19,
263,22,
264,33,54,
265,34,
266,46,54,
267,16,
268,56,
269,11,
270,37,
271,3,55,
272,12,
273,32,
274,48,
275,9,55,
276,16,55,
277,56,
278,3,
279,24,
280,0,
281,2,
282,8,
283,18,
284,32,
285,54,56,
286,1,
287,49,
288,48,56,
289,9,
290,19,
291,22,
292,33,56,
293,34,56,
294,46,56,
295,6,
296,16,
297,
298,11,
299,21,
300,23,
301,37,
302,55,
303,3,0,
304,12,
305,24,
306,2,
307,8,0,
308,18,
309,32,
310,54,
311,1,
312,48,
313,9,0,
314,19,
315,22,
316,34,
317,46,
318,6,0,
319,16,
320,56,
321,21,
322,55,
323,3,
324,24,
325,8,2,
326,18,
327,32,
328,1,
329,48,
330,34,
331,16,
332,56,
333,11,2,
334,21,2,
335,55,
336,0,3,
337,2,
338,8,
339,18,
340,32,
341,54,
342,1,
343,48,
344,9,3,
345,19,
346,22,
347,33,
348,6,3,
349,16,
350,56,
351,11,
352,21,
353,3,6,
354,0,6,
355,8,6,
356,48,
357,11,6,
358,21,
359,3,
360,24,
361,0,
362,2,8,
363,1,
364,48,
365,9,
366,22,
367,6,8,
368,56,
369,11,8,
370,3,9,
371,12,9,
372,24,
373,0,9,
374,18,
375,54,
376,48,
377,3,
378,24,
379,0,
380,2,11,
381,8,11,
382,32,
383,48,
384,33,
385,6,11,
386,56,
387,21,11,
388,55,
389,24,
390,0,
391,18,
392,54,
393,48,
394,9,12,
395,19,12,
396,22,12,
397,11,
398,37,
399,55,12,
400,12,
401,24,
402,18,16,
403,49,
404,34,
405,11,16,
406,55,16,
407,3,
408,12,
409,24,
410,0,
411,2,
412,8,
413,32,
414,54,
415,49,
416,48,
417,9,
418,19,
419,22,
420,34,
421,16,18,
422,56,
423,11,18,
424,21,18,
425,23,18,
426,55,
427,3,
428,12,19,
429,24,
430,18,
431,32,
432,54,
433,49,
434,22,19,
435,34,
436,3,
437,2,
438,8,
439,18,21,
440,32,21,
441,48,
442,34,
443,6,
444,11,21,
445,55,
446,12,
447,24,22,
448,0,
449,2,
450,18,
451,54,22,
452,48,
453,9,22,
454,19,22,
455,33,22,
456,34,22,
457,16,
458,56,
459,55,
460,3,
461,2,
462,18,
463,32,23,
464,48,23,
465,56,
466,11,23,
467,21,23,
468,3,
469,12,
470,
471,0,
472,2,
473,8,
474,18,
475,32,
476,54,24,
477,49,
478,48,24,
479,19,24,
480,22,24,
481,33,24,
482,34,24,
483,46,24,
484,6,
485,16,
486,56,
487,11,
488,37,
489,24,
490,54,
491,49,
492,48,32,
493,22,
494,46,
495,56,
496,37,32,
497,55,
498,0,
499,32,
500,54,33,
501,19,33,
502,22,33,
503,34,33,
504,24,34,
505,8,
506,54,34,
507,49,
508,48,34,
509,33,34,
510,46,34,
511,56,
512,37,
513,12,
514,24,
515,0,
516,2,
517,32,37,
518,54,
519,49,
520,48,37,
521,19,
522,22,
523,34,37,
524,46,
525,56,37,
526,11,
527,23,37,
528,12,
529,24,
530,0,
531,32,
532,54,46,
533,49,
534,9,
535,33,46,
536,3,
537,24,
538,0,
539,2,
540,8,
541,18,
542,49,
543,9,
544,19,
545,22,
546,56,48,
547,11,
548,21,48,
549,23,
550,37,48,
551,3,
552,49,
553,22,53,
554,46,53,
555,37,
556,3,
557,12,
558,24,
559,0,
560,18,
561,32,
562,49,
563,48,
564,9,
565,19,
566,22,
567,33,54,
568,34,
569,46,54,
570,16,
571,56,
572,11,
573,37,
574,3,55,
575,12,
576,32,
577,48,
578,9,55,
579,16,55,
580,56,
581,3,
582,24,
583,0,
584,2,
585,8,
586,18,
587,32,
588,54,56,
589,1,
590,49,
591,48,56,
592,9,
593,19,
594,22,
595,33,
596,34,56,
597,46,56,
598,6,
599,16,
600,
601,11,
602,21,
603,23,
604,37,
605,55,
606,3,0,
607,12,
608,24,
609,2,
610,8,0,
611,18,
612,32,
613,54,
614,1,
615,48,
616,9,0,
617,19,
618,22,
619,34,
620,46,
621,6,0,
622,16,
623,56,
624,21,
625,55,
626,3,
627,24,
628,8,2,
629,18,
630,32,
631,1,
632,48,
633,34,
634,16,
635,56,
636,11,2,
637,21,
638,55,
639,0,3,
640,2,
641,8,
642,18,
643,32,
644,54,
645,1,
646,48,
647,9,3,
648,19,
649,22,
650,33,
651,6,3,
652,16,
653,56,
654,11,
655,21,
656,3,6,
657,0,6,
658,8,6,
659,48,
660,11,6,
661,21,
662,3,
663,24,
664,0,
665,2,8,
666,1,
667,48,
668,9,
669,22,
670,6,8,
671,56,
672,11,8,
673,3,9,
674,12,9,
675,24,
676,0,9,
677,18,
678,54,
679,48,
680,3,
681,24,
682,0,
683,2,11,
684,8,11,
685,32,
686,48,
687,33,
688,6,11,
689,56,
690,21,11,
691,55,
692,24,
693,0,
694,18,
695,54,
696,48,
697,9,12,
698,19,12,
699,22,12,
700,11,
701,37,
702,55,12,
703,12,
704,24,
705,18,16,
706,49,
707,34,
708,11,16,
709,55,16,
710,3,
711,12,
712,24,
713,0,
714,2,
715,8,
716,32,
717,54,
718,49,
719,48,
720,9,
721,19,
722,22,
723,34,
724,16,18,
725,56,
726,11,18,
727,21,18,
728,23,18,
729,55,
730,3,
731,12,19,
732,24,
733,18,
734,32,
735,54,
736,49,
737,22,19,
738,34,
739,3,
740,2,
741,8,
742,18,21,
743,32,21,
744,48,
745,34,
746,6,
747,11,21,
748,55,
749,12,
750,24,22,
751,0,
752,2,
753,18,
754,54,22,
755,48,
756,9,22,
757,19,22,
758,33,22,
759,34,22,
760,16,
761,56,
762,55,
763,3,
764,2,
765,18,
766,32,23,
767,48,23,
768,56,
769,11,23,
770,21,23,
771,3,
772,12,
773,
774,0,
775,2,
776,8,
777,18,
778,32,
779,54,24,
780,49,
781,48,24,
782,19,24,
783,22,24,
784,33,24,
785,34,24,
786,46,24,
787,6,
788,16,
789,56,
790,11,
791,37,
792,24,
793,54,
794,49,
795,48,32,
796,22,
797,46,
798,56,
799,37,32,
800,55,
801,0,
802,32,
803,54,33,
804,19,33,
805,22,33,
806,34,33,
807,24,34,
808,8,
809,54,34,
810,49,
811,48,34,
812,33,34,
813,46,34,
814,56,
815,37,
816,12,
817,24,
818,0,
819,2,
820,32,37,
821,54,
822,49,
823,48,37,
824,19,
825,22,
826,34,37,
827,46,
828,56,
829,11,
830,23,37,
831,12,
832,24,
833,0,
834,32,
835,54,46,
836,49,
837,9,
838,33,46,
839,3,
840,24,
841,0,
842,2,
843,8,
844,18,
845,49,
846,9,
847,19,
848,22,
849,56,48,
850,11,
851,21,
852,23,
853,37,48,
854,3,
855,49,
856,22,53,
857,46,53,
858,37,
859,3,
860,12,
861,24,
862,0,
863,18,
864,32,
865,49,
866,48,
867,9,
868,19,
869,22,
870,33,54,
871,34,
872,46,54,
873,16,
874,56,
875,11,
876,37,
877,3,55,
878,12,
879,32,
880,48,
881,9,55,
882,16,55,
883,56,
884,3,
885,24,
886,0,
887,2,
888,8,
889,18,
890,32,
891,54,56,
892,1,
893,49,
894,48,56,
895,9,
896,19,
897,22,
898,33,
899,34,56,
900,46,56,
901,6,
902,16,
903,
904,11,
905,21,
906,23,
907,37,
908,55,
909,3,0,
910,12,
911,24,
912,2,
913,8,0,
914,18,
915,32,
916,54,
917,1,
918,48,
919,9,0,
920,19,
921,22,
922,34,
923,46,
924,6,0,
925,16,
926,56,
927,21,
928,55,
929,3,
930,24,
931,8,2,
932,18,
933,32,
934,1,
935,48,
936,34,
937,16,
938,56,
939,11,2,
940,21,
941,55,
942,0,3,
943,2,
944,8,
945,18,
946,32,
947,54,
948,1,
949,48,
950,9,3,
951,19,
