Time,North,East,South,West
509,red,no signal,red,blue
510,red,no signal,red,blue
511,red,no signal,red,blue
512,red,no signal,red,blue
513,red,no signal,red,blue
514,red,no signal,red,blue
515,red,no signal,red,blue
516,red,no signal,red,yellow
517,red,no signal,red,yellow
518,red,no signal,red,yellow
519,red,no signal,red,yellow
520,red,no signal,red,red
521,red,no signal,red,red
522,red,no signal,red,red
523,red,no signal,red,red
524,red,no signal,red,red
525,red,no signal,red,red
526,red,no signal,red,red
527,red,no signal,red,red
528,red,no signal,red,red
529,red,no signal,red,red
530,red,no signal,red,red
531,red,no signal,red,red
532,red,no signal,red,red
533,red,no signal,red,red
534,red,no signal,red,red
535,red,no signal,red,red
536,red,no signal,red,red
537,red,no signal,red,red
538,red,no signal,red,red
539,red,no signal,red,red
540,red,no signal,red,red
541,red,no signal,red,red
542,red,no signal,red,red
543,red,no signal,red,red
544,red,no signal,red,red
545,red,no signal,red,red
546,red,no signal,red,red
547,red,no signal,red,red
548,red,no signal,red,red
549,red,no signal,red,red
550,blue,no signal,blue,red
551,blue,no signal,blue,red
552,blue,no signal,blue,red
553,blue,no signal,blue,red
554,blue,no signal,blue,red
555,blue,no signal,blue,red
556,blue,no signal,blue,red
557,blue,no signal,blue,red
558,blue,no signal,blue,red
559,blue,no signal,blue,red
560,blue,no signal,blue,red
561,blue,no signal,blue,red
562,blue,no signal,blue,red
563,blue,no signal,blue,red
564,blue,no signal,blue,red
565,blue,no signal,blue,red
566,blue,no signal,blue,red
567,blue,no signal,blue,red
568,blue,no signal,blue,red
569,blue,no signal,blue,red
570,blue,no signal,blue,red
571,blue,no signal,blue,red
572,blue,no signal,blue,red
573,blue,no signal,blue,red
574,blue,no signal,blue,red
575,blue,no signal,blue,red
576,blue,no signal,blue,red
577,blue,no signal,blue,red
578,blue,no signal,blue,red
579,blue,no signal,blue,red
580,blue,no signal,blue,red
581,blue,no signal,blue,red
582,blue,no signal,blue,red
583,blue,no signal,blue,red
584,blue,no signal,blue,red
585,blue,no signal,blue,red
586,blue,no signal,blue,red
587,blue,no signal,blue,red
588,blue,no signal,blue,red
589,blue,no signal,blue,red
590,blue,no signal,blue,red
591,blue,no signal,blue,red
592,blue,no signal,blue,red
593,blue,no signal,blue,red
594,blue,no signal,blue,red
595,blue,no signal,blue,red
596,blue,no signal,blue,red
597,blue,no signal,blue,red
598,blue,no signal,blue,red
599,blue,no signal,blue,red
600,blue,no signal,blue,red
601,blue,no signal,blue,red
602,blue,no signal,blue,red
603,yellow,no signal,yellow,red
604,yellow,no signal,yellow,red
605,yellow,no signal,yellow,red
606,red,no signal,red,red
607,red,no signal,red,red
608,red,no signal,red,blue
609,red,no signal,red,blue
610,red,no signal,red,blue
611,red,no signal,red,blue
612,red,no signal,red,blue
613,red,no signal,red,blue
614,red,no signal,red,blue
615,red,no signal,red,blue
616,red,no signal,red,blue
617,red,no signal,red,blue
618,red,no signal,red,blue
619,red,no signal,red,blue
620,red,no signal,red,blue
621,red,no signal,red,blue
622,red,no signal,red,blue
623,red,no signal,red,blue
624,red,no signal,red,blue
625,red,no signal,red,blue
626,red,no signal,red,yellow
627,red,no signal,red,yellow
628,red,no signal,red,yellow
629,red,no signal,red,yellow
630,red,no signal,red,red
631,red,no signal,red,red
632,red,no signal,red,red
633,red,no signal,red,red
634,red,no signal,red,red
635,red,no signal,red,red
636,red,no signal,red,red
637,red,no signal,red,red
638,red,no signal,red,red
639,red,no signal,red,red
640,red,no signal,red,red
641,red,no signal,red,red
642,red,no signal,red,red
643,red,no signal,red,red
644,red,no signal,red,red
645,red,no signal,red,red
646,red,no signal,red,red
647,red,no signal,red,red
648,red,no signal,red,red
649,red,no signal,red,red
650,red,no signal,red,red
651,red,no signal,red,red
652,red,no signal,red,red
653,red,no signal,red,red
654,red,no signal,red,red
655,red,no signal,red,red
656,red,no signal,red,red
657,red,no signal,red,red
658,red,no signal,red,red
659,red,no signal,red,red
660,blue,no signal,blue,red
661,blue,no signal,blue,red
662,blue,no signal,blue,red
663,blue,no signal,blue,red
664,blue,no signal,blue,red
665,blue,no signal,blue,red
666,blue,no signal,blue,red
667,blue,no signal,blue,red
668,blue,no signal,blue,red
669,blue,no signal,blue,red
670,blue,no signal,blue,red
671,blue,no signal,blue,red
672,blue,no signal,blue,red
673,blue,no signal,blue,red
674,blue,no signal,blue,red
675,blue,no signal,blue,red
676,blue,no signal,blue,red
677,blue,no signal,blue,red
678,blue,no signal,blue,red
679,blue,no signal,blue,red
680,blue,no signal,blue,red
681,blue,no signal,blue,red
682,blue,no signal,blue,red
683,blue,no signal,blue,red
684,blue,no signal,blue,red
685,blue,no signal,blue,red
686,blue,no signal,blue,red
687,blue,no signal,blue,red
688,blue,no signal,blue,red
689,blue,no signal,blue,red
690,blue,no signal,blue,red
691,blue,no signal,blue,red
692,blue,no signal,blue,red
693,blue,no signal,blue,red
694,blue,no signal,blue,red
695,blue,no signal,blue,red
696,blue,no signal,blue,red
697,blue,no signal,blue,red
698,blue,no signal,blue,red
699,blue,no signal,blue,red
700,blue,no signal,blue,red
701,blue,no signal,blue,red
702,blue,no signal,blue,red
703,blue,no signal,blue,red
704,blue,no signal,blue,red
705,blue,no signal,blue,red
706,blue,no signal,blue,red
707,blue,no signal,blue,red
708,blue,no signal,blue,red
709,blue,no signal,blue,red
710,blue,no signal,blue,red
711,blue,no signal,blue,red
712,blue,no signal,blue,red
713,yellow,no signal,yellow,red
714,yellow,no signal,yellow,red
715,yellow,no signal,yellow,red
716,red,no signal,red,red
717,red,no signal,red,red
718,red,no signal,red,blue
719,red,no signal,red,blue
720,red,no signal,red,blue
721,red,no signal,red,blue
722,red,no signal,red,blue
723,red,no signal,red,blue
724,red,no signal,red,blue
725,red,no signal,red,blue
726,red,no signal,red,blue
727,red,no signal,red,blue
728,red,no signal,red,blue
729,red,no signal,red,blue
730,red,no signal,red,blue
731,red,no signal,red,blue
732,red,no signal,red,blue
733,red,no signal,red,blue
734,red,no signal,red,blue
735,red,no signal,red,blue
736,red,no signal,red,yellow
737,red,no signal,red,yellow
738,red,no signal,red,yellow
739,red,no signal,red,yellow
740,red,no signal,red,red
741,red,no signal,red,red
742,red,no signal,red,red
743,red,no signal,red,red
744,red,no signal,red,red
745,red,no signal,red,red
746,red,no signal,red,red
747,red,no signal,red,red
748,red,no signal,red,red
749,red,no signal,red,red
750,red,no signal,red,red
751,red,no signal,red,red
752,red,no signal,red,red
753,red,no signal,red,red
754,red,no signal,red,red
755,red,no signal,red,red
756,red,no signal,red,red
757,red,no signal,red,red
758,red,no signal,red,red
759,red,no signal,red,red
760,red,no signal,red,red
761,red,no signal,red,red
762,red,no signal,red,red
763,red,no signal,red,red
764,red,no signal,red,red
765,red,no signal,red,red
766,red,no signal,red,red
767,red,no signal,red,red
768,red,no signal,red,red
769,red,no signal,red,red
770,blue,no signal,blue,red
771,blue,no signal,blue,red
772,blue,no signal,blue,red
773,blue,no signal,blue,red
774,blue,no signal,blue,red
775,blue,no signal,blue,red
776,blue,no signal,blue,red
777,blue,no signal,blue,red
778,blue,no signal,blue,red
779,blue,no signal,blue,red
780,blue,no signal,blue,red
781,blue,no signal,blue,red
782,blue,no signal,blue,red
783,blue,no signal,blue,red
784,blue,no signal,blue,red
785,blue,no signal,blue,red
786,blue,no signal,blue,red
787,blue,no signal,blue,red
788,blue,no signal,blue,red
789,blue,no signal,blue,red
790,blue,no signal,blue,red
791,blue,no signal,blue,red
792,blue,no signal,blue,red
793,blue,no signal,blue,red
794,blue,no signal,blue,red
795,blue,no signal,blue,red
796,blue,no signal,blue,red
797,blue,no signal,blue,red
798,blue,no signal,blue,red
799,blue,no signal,blue,red
800,blue,no signal,blue,red
801,blue,no signal,blue,red
802,blue,no signal,blue,red
803,blue,no signal,blue,red
804,blue,no signal,blue,red
805,blue,no signal,blue,red
806,blue,no signal,blue,red
807,blue,no signal,blue,red
808,blue,no signal,blue,red
809,blue,no signal,blue,red
810,blue,no signal,blue,red
811,blue,no signal,blue,red
812,blue,no signal,blue,red
813,blue,no signal,blue,red
814,blue,no signal,blue,red
815,blue,no signal,blue,red
816,blue,no signal,blue,red
817,blue,no signal,blue,red
818,blue,no signal,blue,red
819,blue,no signal,blue,red
820,blue,no signal,blue,red
821,blue,no signal,blue,red
822,blue,no signal,blue,red
823,yellow,no signal,yellow,red
824,yellow,no signal,yellow,red
825,yellow,no signal,yellow,red
826,red,no signal,red,red
827,red,no signal,red,red
828,red,no signal,red,blue
829,red,no signal,red,blue
830,red,no signal,red,blue
831,red,no signal,red,blue
832,red,no signal,red,blue
833,red,no signal,red,blue
834,red,no signal,red,blue
835,red,no signal,red,blue
836,red,no signal,red,blue
837,red,no signal,red,blue
838,red,no signal,red,blue
839,red,no signal,red,blue
840,red,no signal,red,blue
841,red,no signal,red,blue
842,red,no signal,red,blue
843,red,no signal,red,blue
844,red,no signal,red,blue
845,red,no signal,red,blue
846,red,no signal,red,yellow
847,red,no signal,red,yellow
848,red,no signal,red,yellow
849,red,no signal,red,yellow
850,red,no signal,red,red
851,red,no signal,red,red
852,red,no signal,red,red
853,red,no signal,red,red
854,red,no signal,red,red
855,red,no signal,red,red
856,red,no signal,red,red
857,red,no signal,red,red
858,red,no signal,red,red
859,red,no signal,red,red
860,red,no signal,red,red
861,red,no signal,red,red
862,red,no signal,red,red
863,red,no signal,red,red
864,red,no signal,red,red
865,red,no signal,red,red
866,red,no signal,red,red
867,red,no signal,red,red
868,red,no signal,red,red
869,red,no signal,red,red
870,red,no signal,red,red
871,red,no signal,red,red
872,red,no signal,red,red
873,red,no signal,red,red
874,red,no signal,red,red
875,red,no signal,red,red
876,red,no signal,red,red
877,red,no signal,red,red
878,red,no signal,red,red
879,red,no signal,red,red
880,blue,no signal,blue,red
881,blue,no signal,blue,red
882,blue,no signal,blue,red
883,blue,no signal,blue,red
884,blue,no signal,blue,red
885,blue,no signal,blue,red
886,blue,no signal,blue,red
887,blue,no signal,blue,red
888,blue,no signal,blue,red
889,blue,no signal,blue,red
890,blue,no signal,blue,red
891,blue,no signal,blue,red
892,blue,no signal,blue,red
893,blue,no signal,blue,red
894,blue,no signal,blue,red
895,blue,no signal,blue,red
896,blue,no signal,blue,red
897,blue,no signal,blue,red
898,blue,no signal,blue,red
899,blue,no signal,blue,red
900,blue,no signal,blue,red
901,blue,no signal,blue,red
902,blue,no signal,blue,red
903,blue,no signal,blue,red
904,blue,no signal,blue,red
905,blue,no signal,blue,red
906,blue,no signal,blue,red
907,blue,no signal,blue,red
908,blue,no signal,blue,red
909,blue,no signal,blue,red
910,blue,no signal,blue,red
911,blue,no signal,blue,red
912,blue,no signal,blue,red
913,blue,no signal,blue,red
914,blue,no signal,blue,red
915,blue,no signal,blue,red
916,blue,no signal,blue,red
917,blue,no signal,blue,red
918,blue,no signal,blue,red
919,blue,no signal,blue,red
920,blue,no signal,blue,red
921,blue,no signal,blue,red
922,blue,no signal,blue,red
923,blue,no signal,blue,red
924,blue,no signal,blue,red
925,blue,no signal,blue,red
926,blue,no signal,blue,red
927,blue,no signal,blue,red
928,blue,no signal,blue,red
929,blue,no signal,blue,red
930,blue,no signal,blue,red
931,blue,no signal,blue,red
932,blue,no signal,blue,red
933,yellow,no signal,yellow,red
934,yellow,no signal,yellow,red
935,yellow,no signal,yellow,red
936,red,no signal,red,red
937,red,no signal,red,red
938,red,no signal,red,blue
939,red,no signal,red,blue
940,red,no signal,red,blue
941,red,no signal,red,blue
942,red,no signal,red,blue
943,red,no signal,red,blue
944,red,no signal,red,blue
945,red,no signal,red,blue
946,red,no signal,red,blue
947,red,no signal,red,blue
948,red,no signal,red,blue
949,red,no signal,red,blue
950,red,no signal,red,blue
951,red,no signal,red,blue
952,red,no signal,red,blue
953,red,no signal,red,blue
954,red,no signal,red,blue
955,red,no signal,red,blue
956,red,no signal,red,yellow
957,red,no signal,red,yellow
958,red,no signal,red,yellow
959,red,no signal,red,yellow
960,red,no signal,red,red
961,red,no signal,red,red
962,red,no signal,red,red
963,red,no signal,red,red
964,red,no signal,red,red
965,red,no signal,red,red
966,red,no signal,red,red
967,red,no signal,red,red
968,red,no signal,red,red
969,red,no signal,red,red
970,red,no signal,red,red
971,red,no signal,red,red
972,red,no signal,red,red
973,red,no signal,red,red
974,red,no signal,red,red
975,red,no signal,red,red
976,red,no signal,red,red
977,red,no signal,red,red
978,red,no signal,red,red
979,red,no signal,red,red
980,red,no signal,red,red
981,red,no signal,red,red
982,red,no signal,red,red
983,red,no signal,red,red
984,red,no signal,red,red
985,red,no signal,red,red
986,red,no signal,red,red
987,red,no signal,red,red
988,red,no signal,red,red
989,red,no signal,red,red
990,blue,no signal,blue,red
991,blue,no signal,blue,red
992,blue,no signal,blue,red
993,blue,no signal,blue,red
994,blue,no signal,blue,red
995,blue,no signal,blue,red
996,blue,no signal,blue,red
997,blue,no signal,blue,red
998,blue,no signal,blue,red
999,blue,no signal,blue,red
1000,blue,no signal,blue,red
1001,blue,no signal,blue,red
