Time,North,East,South,West
106,no signal,red,blue,red
107,no signal,red,blue,red
108,no signal,red,blue,red
109,no signal,red,blue,red
110,no signal,red,blue,red
111,no signal,red,blue,red
112,no signal,red,blue,red
113,no signal,red,blue,red
114,no signal,red,yellow,red
115,no signal,red,yellow,red
116,no signal,red,yellow,red
117,no signal,red,red,red
118,no signal,red,red,red
119,no signal,red,red,red
120,no signal,blue,red,blue
121,no signal,blue,red,blue
122,no signal,blue,red,blue
123,no signal,blue,red,blue
124,no signal,blue,red,blue
125,no signal,blue,red,blue
126,no signal,blue,red,blue
127,no signal,blue,red,blue
128,no signal,blue,red,blue
129,no signal,blue,red,blue
130,no signal,blue,red,blue
131,no signal,blue,red,blue
132,no signal,blue,red,blue
133,no signal,blue,red,blue
134,no signal,blue,red,blue
135,no signal,blue,red,blue
136,no signal,blue,red,blue
137,no signal,blue,red,blue
138,no signal,blue,red,blue
139,no signal,blue,red,blue
140,no signal,blue,red,blue
141,no signal,blue,red,blue
142,no signal,blue,red,blue
143,no signal,blue,red,blue
144,no signal,blue,red,blue
145,no signal,blue,red,blue
146,no signal,blue,red,blue
147,no signal,blue,red,blue
148,no signal,blue,red,blue
149,no signal,blue,red,blue
150,no signal,blue,red,blue
151,no signal,blue,red,blue
152,no signal,blue,red,blue
153,no signal,blue,red,blue
154,no signal,blue,red,blue
155,no signal,blue,red,blue
156,no signal,blue,red,blue
157,no signal,blue,red,blue
158,no signal,blue,red,blue
159,no signal,blue,red,blue
160,no signal,blue,red,blue
161,no signal,blue,red,blue
162,no signal,blue,red,blue
163,no signal,blue,red,blue
164,no signal,blue,red,blue
165,no signal,blue,red,blue
166,no signal,blue,red,blue
167,no signal,blue,red,blue
168,no signal,blue,red,blue
169,no signal,blue,red,blue
170,no signal,blue,red,blue
171,no signal,blue,red,blue
172,no signal,blue,red,blue
173,no signal,blue,red,blue
174,no signal,blue,red,blue
175,no signal,blue,red,blue
176,no signal,blue,red,blue
177,no signal,blue,red,blue
178,no signal,blue,red,blue
179,no signal,blue,red,blue
180,no signal,blue,red,blue
181,no signal,blue,red,blue
182,no signal,blue,red,blue
183,no signal,blue,red,blue
184,no signal,yellow,red,blue
185,no signal,yellow,red,blue
186,no signal,yellow,red,blue
187,no signal,red,red,blue
188,no signal,red,red,blue
189,no signal,red,red,blue
190,no signal,red,red,blue
191,no signal,red,red,blue
192,no signal,red,red,blue
193,no signal,red,red,blue
194,no signal,red,red,blue
195,no signal,red,red,blue
196,no signal,red,red,blue
197,no signal,red,red,blue
198,no signal,red,red,blue
199,no signal,red,red,blue
200,no signal,red,red,blue
201,no signal,red,red,blue
202,no signal,red,red,blue
203,no signal,red,red,blue
204,no signal,red,red,blue
205,no signal,red,red,blue
206,no signal,red,red,blue
207,no signal,red,red,blue
208,no signal,red,red,yellow
209,no signal,red,red,yellow
210,no signal,red,red,yellow
211,no signal,red,red,red
212,no signal,red,red,red
213,no signal,red,red,red
214,no signal,red,blue,red
215,no signal,red,blue,red
216,no signal,red,blue,red
217,no signal,red,blue,red
218,no signal,red,blue,red
219,no signal,red,blue,red
220,no signal,red,blue,red
221,no signal,red,blue,red
222,no signal,red,blue,red
223,no signal,red,blue,red
224,no signal,red,blue,red
225,no signal,red,blue,red
226,no signal,red,blue,red
227,no signal,red,blue,red
228,no signal,red,blue,red
229,no signal,red,blue,red
230,no signal,red,blue,red
231,no signal,red,blue,red
232,no signal,red,blue,red
233,no signal,red,blue,red
234,no signal,red,yellow,red
235,no signal,red,yellow,red
236,no signal,red,yellow,red
237,no signal,red,red,red
238,no signal,red,red,red
239,no signal,red,red,red
240,no signal,blue,red,blue
241,no signal,blue,red,blue
242,no signal,blue,red,blue
243,no signal,blue,red,blue
244,no signal,blue,red,blue
245,no signal,blue,red,blue
246,no signal,blue,red,blue
247,no signal,blue,red,blue
248,no signal,blue,red,blue
249,no signal,blue,red,blue
250,no signal,blue,red,blue
251,no signal,blue,red,blue
252,no signal,blue,red,blue
253,no signal,blue,red,blue
254,no signal,blue,red,blue
255,no signal,blue,red,blue
256,no signal,blue,red,blue
257,no signal,blue,red,blue
258,no signal,blue,red,blue
259,no signal,blue,red,blue
260,no signal,blue,red,blue
261,no signal,blue,red,blue
262,no signal,blue,red,blue
263,no signal,blue,red,blue
264,no signal,blue,red,blue
265,no signal,blue,red,blue
266,no signal,blue,red,blue
267,no signal,blue,red,blue
268,no signal,blue,red,blue
269,no signal,blue,red,blue
270,no signal,blue,red,blue
271,no signal,blue,red,blue
272,no signal,blue,red,blue
273,no signal,blue,red,blue
274,no signal,blue,red,blue
275,no signal,blue,red,blue
276,no signal,blue,red,blue
277,no signal,blue,red,blue
278,no signal,blue,red,blue
279,no signal,blue,red,blue
280,no signal,blue,red,blue
281,no signal,blue,red,blue
282,no signal,blue,red,blue
283,no signal,blue,red,blue
284,no signal,blue,red,blue
285,no signal,blue,red,blue
286,no signal,blue,red,blue
287,no signal,blue,red,blue
288,no signal,blue,red,blue
289,no signal,blue,red,blue
290,no signal,blue,red,blue
291,no signal,blue,red,blue
292,no signal,blue,red,blue
293,no signal,blue,red,blue
294,no signal,blue,red,blue
295,no signal,blue,red,blue
296,no signal,blue,red,blue
297,no signal,blue,red,blue
298,no signal,blue,red,blue
299,no signal,blue,red,blue
300,no signal,blue,red,blue
301,no signal,blue,red,blue
302,no signal,blue,red,blue
303,no signal,blue,red,blue
304,no signal,yellow,red,blue
305,no signal,yellow,red,blue
306,no signal,yellow,red,blue
307,no signal,red,red,blue
308,no signal,red,red,blue
309,no signal,red,red,blue
310,no signal,red,red,blue
311,no signal,red,red,blue
312,no signal,red,red,blue
313,no signal,red,red,blue
314,no signal,red,red,blue
315,no signal,red,red,blue
316,no signal,red,red,blue
317,no signal,red,red,blue
318,no signal,red,red,blue
319,no signal,red,red,blue
320,no signal,red,red,blue
321,no signal,red,red,blue
322,no signal,red,red,blue
323,no signal,red,red,blue
324,no signal,red,red,blue
325,no signal,red,red,blue
326,no signal,red,red,blue
327,no signal,red,red,blue
328,no signal,red,red,yellow
329,no signal,red,red,yellow
330,no signal,red,red,yellow
331,no signal,red,red,red
332,no signal,red,red,red
333,no signal,red,red,red
334,no signal,red,blue,red
335,no signal,red,blue,red
336,no signal,red,blue,red
337,no signal,red,blue,red
338,no signal,red,blue,red
339,no signal,red,blue,red
340,no signal,red,blue,red
341,no signal,red,blue,red
342,no signal,red,blue,red
343,no signal,red,blue,red
344,no signal,red,blue,red
345,no signal,red,blue,red
346,no signal,red,blue,red
347,no signal,red,blue,red
348,no signal,red,blue,red
349,no signal,red,blue,red
350,no signal,red,blue,red
351,no signal,red,blue,red
352,no signal,red,blue,red
353,no signal,red,blue,red
354,no signal,red,yellow,red
355,no signal,red,yellow,red
356,no signal,red,yellow,red
357,no signal,red,red,red
358,no signal,red,red,red
359,no signal,red,red,red
360,no signal,blue,red,blue
361,no signal,blue,red,blue
362,no signal,blue,red,blue
363,no signal,blue,red,blue
364,no signal,blue,red,blue
365,no signal,blue,red,blue
366,no signal,blue,red,blue
367,no signal,blue,red,blue
368,no signal,blue,red,blue
369,no signal,blue,red,blue
370,no signal,blue,red,blue
371,no signal,blue,red,blue
372,no signal,blue,red,blue
373,no signal,blue,red,blue
374,no signal,blue,red,blue
375,no signal,blue,red,blue
376,no signal,blue,red,blue
377,no signal,blue,red,blue
378,no signal,blue,red,blue
379,no signal,blue,red,blue
380,no signal,blue,red,blue
381,no signal,blue,red,blue
382,no signal,blue,red,blue
383,no signal,blue,red,blue
384,no signal,blue,red,blue
385,no signal,blue,red,blue
386,no signal,blue,red,blue
387,no signal,blue,red,blue
388,no signal,blue,red,blue
389,no signal,blue,red,blue
390,no signal,blue,red,blue
391,no signal,blue,red,blue
392,no signal,blue,red,blue
393,no signal,blue,red,blue
394,no signal,blue,red,blue
395,no signal,blue,red,blue
396,no signal,blue,red,blue
397,no signal,blue,red,blue
398,no signal,blue,red,blue
399,no signal,blue,red,blue
400,no signal,blue,red,blue
401,no signal,blue,red,blue
402,no signal,blue,red,blue
403,no signal,blue,red,blue
404,no signal,blue,red,blue
405,no signal,blue,red,blue
406,no signal,blue,red,blue
407,no signal,blue,red,blue
408,no signal,blue,red,blue
409,no signal,blue,red,blue
410,no signal,blue,red,blue
411,no signal,blue,red,blue
412,no signal,blue,red,blue
413,no signal,blue,red,blue
414,no signal,blue,red,blue
415,no signal,blue,red,blue
416,no signal,blue,red,blue
417,no signal,blue,red,blue
418,no signal,blue,red,blue
419,no signal,blue,red,blue
420,no signal,blue,red,blue
421,no signal,blue,red,blue
422,no signal,blue,red,blue
423,no signal,blue,red,blue
424,no signal,yellow,red,blue
425,no signal,yellow,red,blue
426,no signal,yellow,red,blue
427,no signal,red,red,blue
428,no signal,red,red,blue
429,no signal,red,red,blue
430,no signal,red,red,blue
431,no signal,red,red,blue
432,no signal,red,red,blue
433,no signal,red,red,blue
434,no signal,red,red,blue
435,no signal,red,red,blue
436,no signal,red,red,blue
437,no signal,red,red,blue
438,no signal,red,red,blue
439,no signal,red,red,blue
440,no signal,red,red,blue
441,no signal,red,red,blue
442,no signal,red,red,blue
443,no signal,red,red,blue
444,no signal,red,red,blue
445,no signal,red,red,blue
446,no signal,red,red,blue
447,no signal,red,red,blue
448,no signal,red,red,yellow
449,no signal,red,red,yellow
450,no signal,red,red,yellow
451,no signal,red,red,red
452,no signal,red,red,red
453,no signal,red,red,red
454,no signal,red,blue,red
455,no signal,red,blue,red
456,no signal,red,blue,red
457,no signal,red,blue,red
458,no signal,red,blue,red
459,no signal,red,blue,red
460,no signal,red,blue,red
461,no signal,red,blue,red
462,no signal,red,blue,red
463,no signal,red,blue,red
464,no signal,red,blue,red
465,no signal,red,blue,red
466,no signal,red,blue,red
467,no signal,red,blue,red
468,no signal,red,blue,red
469,no signal,red,blue,red
470,no signal,red,blue,red
471,no signal,red,blue,red
472,no signal,red,blue,red
473,no signal,red,blue,red
474,no signal,red,yellow,red
475,no signal,red,yellow,red
476,no signal,red,yellow,red
477,no signal,red,red,red
478,no signal,red,red,red
479,no signal,red,red,red
480,no signal,blue,red,blue
481,no signal,blue,red,blue
482,no signal,blue,red,blue
483,no signal,blue,red,blue
484,no signal,blue,red,blue
485,no signal,blue,red,blue
486,no signal,blue,red,blue
487,no signal,blue,red,blue
488,no signal,blue,red,blue
489,no signal,blue,red,blue
490,no signal,blue,red,blue
491,no signal,blue,red,blue
492,no signal,blue,red,blue
493,no signal,blue,red,blue
494,no signal,blue,red,blue
495,no signal,blue,red,blue
496,no signal,blue,red,blue
497,no signal,blue,red,blue
498,no signal,blue,red,blue
499,no signal,blue,red,blue
500,no signal,blue,red,blue
501,no signal,blue,red,blue
502,no signal,blue,red,blue
503,no signal,blue,red,blue
504,no signal,blue,red,blue
505,no signal,blue,red,blue
506,no signal,blue,red,blue
507,no signal,blue,red,blue
508,no signal,blue,red,blue
509,no signal,blue,red,blue
510,no signal,blue,red,blue
511,no signal,blue,red,blue
512,no signal,blue,red,blue
513,no signal,blue,red,blue
514,no signal,blue,red,blue
515,no signal,blue,red,blue
516,no signal,blue,red,blue
517,no signal,blue,red,blue
518,no signal,blue,red,blue
519,no signal,blue,red,blue
520,no signal,blue,red,blue
521,no signal,blue,red,blue
522,no signal,blue,red,blue
523,no signal,blue,red,blue
524,no signal,blue,red,blue
525,no signal,blue,red,blue
526,no signal,blue,red,blue
527,no signal,blue,red,blue
528,no signal,blue,red,blue
529,no signal,blue,red,blue
530,no signal,blue,red,blue
531,no signal,blue,red,blue
532,no signal,blue,red,blue
533,no signal,blue,red,blue
534,no signal,blue,red,blue
535,no signal,blue,red,blue
536,no signal,blue,red,blue
537,no signal,blue,red,blue
538,no signal,blue,red,blue
539,no signal,blue,red,blue
540,no signal,blue,red,blue
541,no signal,blue,red,blue
542,no signal,blue,red,blue
543,no signal,blue,red,blue
544,no signal,yellow,red,blue
545,no signal,yellow,red,blue
546,no signal,yellow,red,blue
547,no signal,red,red,blue
548,no signal,red,red,blue
549,no signal,red,red,blue
550,no signal,red,red,blue
551,no signal,red,red,blue
552,no signal,red,red,blue
553,no signal,red,red,blue
554,no signal,red,red,blue
555,no signal,red,red,blue
556,no signal,red,red,blue
557,no signal,red,red,blue
558,no signal,red,red,blue
559,no signal,red,red,blue
560,no signal,red,red,blue
561,no signal,red,red,blue
562,no signal,red,red,blue
563,no signal,red,red,blue
564,no signal,red,red,blue
565,no signal,red,red,blue
566,no signal,red,red,blue
567,no signal,red,red,blue
568,no signal,red,red,yellow
569,no signal,red,red,yellow
570,no signal,red,red,yellow
571,no signal,red,red,red
572,no signal,red,red,red
573,no signal,red,red,red
574,no signal,red,blue,red
575,no signal,red,blue,red
576,no signal,red,blue,red
577,no signal,red,blue,red
578,no signal,red,blue,red
579,no signal,red,blue,red
580,no signal,red,blue,red
581,no signal,red,blue,red
582,no signal,red,blue,red
583,no signal,red,blue,red
584,no signal,red,blue,red
585,no signal,red,blue,red
586,no signal,red,blue,red
587,no signal,red,blue,red
588,no signal,red,blue,red
589,no signal,red,blue,red
590,no signal,red,blue,red
591,no signal,red,blue,red
592,no signal,red,blue,red
593,no signal,red,blue,red
594,no signal,red,yellow,red
595,no signal,red,yellow,red
596,no signal,red,yellow,red
597,no signal,red,red,red
598,no signal,red,red,red
599,no signal,red,red,red
600,no signal,blue,red,blue
601,no signal,blue,red,blue
602,no signal,blue,red,blue
603,no signal,blue,red,blue
604,no signal,blue,red,blue
605,no signal,blue,red,blue
606,no signal,blue,red,blue
607,no signal,blue,red,blue
608,no signal,blue,red,blue
609,no signal,blue,red,blue
610,no signal,blue,red,blue
611,no signal,blue,red,blue
612,no signal,blue,red,blue
613,no signal,blue,red,blue
614,no signal,blue,red,blue
615,no signal,blue,red,blue
616,no signal,blue,red,blue
617,no signal,blue,red,blue
618,no signal,blue,red,blue
619,no signal,blue,red,blue
620,no signal,blue,red,blue
621,no signal,blue,red,blue
622,no signal,blue,red,blue
623,no signal,blue,red,blue
624,no signal,blue,red,blue
625,no signal,blue,red,blue
626,no signal,blue,red,blue
627,no signal,blue,red,blue
628,no signal,blue,red,blue
629,no signal,blue,red,blue
630,no signal,blue,red,blue
631,no signal,blue,red,blue
632,no signal,blue,red,blue
633,no signal,blue,red,blue
634,no signal,blue,red,blue
635,no signal,blue,red,blue
636,no signal,blue,red,blue
637,no signal,blue,red,blue
638,no signal,blue,red,blue
639,no signal,blue,red,blue
640,no signal,blue,red,blue
641,no signal,blue,red,blue
642,no signal,blue,red,blue
643,no signal,blue,red,blue
644,no signal,blue,red,blue
645,no signal,blue,red,blue
646,no signal,blue,red,blue
647,no signal,blue,red,blue
648,no signal,blue,red,blue
649,no signal,blue,red,blue
650,no signal,blue,red,blue
651,no signal,blue,red,blue
652,no signal,blue,red,blue
653,no signal,blue,red,blue
654,no signal,blue,red,blue
655,no signal,blue,red,blue
656,no signal,blue,red,blue
657,no signal,blue,red,blue
658,no signal,blue,red,blue
659,no signal,blue,red,blue
660,no signal,blue,red,blue
661,no signal,blue,red,blue
662,no signal,blue,red,blue
663,no signal,blue,red,blue
664,no signal,yellow,red,blue
665,no signal,yellow,red,blue
666,no signal,yellow,red,blue
667,no signal,red,red,blue
668,no signal,red,red,blue
669,no signal,red,red,blue
670,no signal,red,red,blue
671,no signal,red,red,blue
672,no signal,red,red,blue
673,no signal,red,red,blue
674,no signal,red,red,blue
675,no signal,red,red,blue
676,no signal,red,red,blue
677,no signal,red,red,blue
678,no signal,red,red,blue
679,no signal,red,red,blue
680,no signal,red,red,blue
681,no signal,red,red,blue
682,no signal,red,red,blue
683,no signal,red,red,blue
684,no signal,red,red,blue
685,no signal,red,red,blue
686,no signal,red,red,blue
687,no signal,red,red,blue
688,no signal,red,red,yellow
689,no signal,red,red,yellow
690,no signal,red,red,yellow
691,no signal,red,red,red
692,no signal,red,red,red
693,no signal,red,red,red
694,no signal,red,blue,red
695,no signal,red,blue,red
696,no signal,red,blue,red
697,no signal,red,blue,red
698,no signal,red,blue,red
699,no signal,red,blue,red
700,no signal,red,blue,red
701,no signal,red,blue,red
702,no signal,red,blue,red
703,no signal,red,blue,red
704,no signal,red,blue,red
705,no signal,red,blue,red
706,no signal,red,blue,red
707,no signal,red,blue,red
708,no signal,red,blue,red
709,no signal,red,blue,red
710,no signal,red,blue,red
711,no signal,red,blue,red
712,no signal,red,blue,red
713,no signal,red,blue,red
714,no signal,red,yellow,red
715,no signal,red,yellow,red
716,no signal,red,yellow,red
717,no signal,red,red,red
718,no signal,red,red,red
719,no signal,red,red,red
720,no signal,blue,red,blue
721,no signal,blue,red,blue
722,no signal,blue,red,blue
723,no signal,blue,red,blue
724,no signal,blue,red,blue
725,no signal,blue,red,blue
726,no signal,blue,red,blue
727,no signal,blue,red,blue
728,no signal,blue,red,blue
729,no signal,blue,red,blue
730,no signal,blue,red,blue
731,no signal,blue,red,blue
732,no signal,blue,red,blue
733,no signal,blue,red,blue
734,no signal,blue,red,blue
735,no signal,blue,red,blue
736,no signal,blue,red,blue
737,no signal,blue,red,blue
738,no signal,blue,red,blue
739,no signal,blue,red,blue
740,no signal,blue,red,blue
741,no signal,blue,red,blue
742,no signal,blue,red,blue
743,no signal,blue,red,blue
744,no signal,blue,red,blue
745,no signal,blue,red,blue
746,no signal,blue,red,blue
747,no signal,blue,red,blue
748,no signal,blue,red,blue
749,no signal,blue,red,blue
750,no signal,blue,red,blue
751,no signal,blue,red,blue
752,no signal,blue,red,blue
753,no signal,blue,red,blue
754,no signal,blue,red,blue
755,no signal,blue,red,blue
756,no signal,blue,red,blue
757,no signal,blue,red,blue
758,no signal,blue,red,blue
759,no signal,blue,red,blue
760,no signal,blue,red,blue
761,no signal,blue,red,blue
762,no signal,blue,red,blue
763,no signal,blue,red,blue
764,no signal,blue,red,blue
765,no signal,blue,red,blue
766,no signal,blue,red,blue
767,no signal,blue,red,blue
768,no signal,blue,red,blue
769,no signal,blue,red,blue
770,no signal,blue,red,blue
771,no signal,blue,red,blue
772,no signal,blue,red,blue
773,no signal,blue,red,blue
774,no signal,blue,red,blue
775,no signal,blue,red,blue
776,no signal,blue,red,blue
777,no signal,blue,red,blue
778,no signal,blue,red,blue
779,no signal,blue,red,blue
780,no signal,blue,red,blue
781,no signal,blue,red,blue
782,no signal,blue,red,blue
783,no signal,blue,red,blue
784,no signal,yellow,red,blue
785,no signal,yellow,red,blue
786,no signal,yellow,red,blue
787,no signal,red,red,blue
788,no signal,red,red,blue
789,no signal,red,red,blue
790,no signal,red,red,blue
791,no signal,red,red,blue
792,no signal,red,red,blue
793,no signal,red,red,blue
794,no signal,red,red,blue
795,no signal,red,red,blue
796,no signal,red,red,blue
797,no signal,red,red,blue
798,no signal,red,red,blue
799,no signal,red,red,blue
800,no signal,red,red,blue
801,no signal,red,red,blue
802,no signal,red,red,blue
803,no signal,red,red,blue
804,no signal,red,red,blue
805,no signal,red,red,blue
806,no signal,red,red,blue
807,no signal,red,red,blue
808,no signal,red,red,yellow
809,no signal,red,red,yellow
810,no signal,red,red,yellow
811,no signal,red,red,red
812,no signal,red,red,red
813,no signal,red,red,red
814,no signal,red,blue,red
815,no signal,red,blue,red
816,no signal,red,blue,red
817,no signal,red,blue,red
818,no signal,red,blue,red
819,no signal,red,blue,red
820,no signal,red,blue,red
821,no signal,red,blue,red
