Time,North,East,South,West
131,blue,red,blue,no signal
132,blue,red,blue,no signal
133,blue,red,blue,no signal
134,blue,red,blue,no signal
135,blue,red,blue,no signal
136,blue,red,blue,no signal
137,blue,red,blue,no signal
138,blue,red,blue,no signal
139,blue,red,blue,no signal
140,blue,red,blue,no signal
141,blue,red,blue,no signal
142,blue,red,blue,no signal
143,blue,red,blue,no signal
144,blue,red,blue,no signal
145,blue,red,blue,no signal
146,blue,red,blue,no signal
147,blue,red,blue,no signal
148,blue,red,blue,no signal
149,blue,red,blue,no signal
150,blue,red,blue,no signal
151,blue,red,blue,no signal
152,blue,red,blue,no signal
153,blue,red,blue,no signal
154,blue,red,blue,no signal
155,blue,red,blue,no signal
156,blue,red,blue,no signal
157,blue,red,blue,no signal
158,blue,red,blue,no signal
159,blue,red,blue,no signal
160,blue,red,blue,no signal
161,blue,red,blue,no signal
162,blue,red,blue,no signal
163,blue,red,blue,no signal
164,yellow,red,yellow,no signal
165,yellow,red,yellow,no signal
166,yellow,red,yellow,no signal
167,yellow,red,yellow,no signal
168,red,red,red,no signal
169,red,red,red,no signal
170,red,blue,red,no signal
171,red,blue,red,no signal
172,red,blue,red,no signal
173,red,blue,red,no signal
174,red,blue,red,no signal
175,red,blue,red,no signal
176,red,blue,red,no signal
177,red,blue,red,no signal
178,red,blue,red,no signal
179,red,blue,red,no signal
180,red,blue,red,no signal
181,red,blue,red,no signal
182,red,blue,red,no signal
183,red,blue,red,no signal
184,red,blue,red,no signal
185,red,blue,red,no signal
186,red,blue,red,no signal
187,red,blue,red,no signal
188,red,blue,red,no signal
189,red,blue,red,no signal
190,red,blue,red,no signal
191,red,blue,red,no signal
192,red,blue,red,no signal
193,red,blue,red,no signal
194,red,blue,red,no signal
195,red,blue,red,no signal
196,red,blue,red,no signal
197,red,blue,red,no signal
198,red,blue,red,no signal
199,red,blue,red,no signal
200,red,blue,red,no signal
201,red,blue,red,no signal
202,red,blue,red,no signal
203,red,blue,red,no signal
204,red,blue,red,no signal
205,red,blue,red,no signal
206,red,blue,red,no signal
207,red,blue,red,no signal
208,red,blue,red,no signal
209,red,blue,red,no signal
210,red,blue,red,no signal
211,red,blue,red,no signal
212,red,blue,red,no signal
213,red,blue,red,no signal
214,red,blue,red,no signal
215,red,blue,red,no signal
216,red,blue,red,no signal
217,red,blue,red,no signal
218,red,blue,red,no signal
219,red,blue,red,no signal
220,red,blue,red,no signal
221,red,blue,red,no signal
222,red,blue,red,no signal
223,red,blue,red,no signal
224,red,yellow,red,no signal
225,red,yellow,red,no signal
226,red,yellow,red,no signal
227,red,yellow,red,no signal
228,red,red,red,no signal
229,red,red,red,no signal
230,red,red,red,no signal
231,red,red,red,no signal
232,red,red,red,no signal
233,red,red,red,no signal
234,red,red,red,no signal
235,red,red,red,no signal
236,red,red,red,no signal
237,red,red,red,no signal
238,red,red,red,no signal
239,red,red,red,no signal
240,blue,red,blue,no signal
241,blue,red,blue,no signal
242,blue,red,blue,no signal
243,blue,red,blue,no signal
244,blue,red,blue,no signal
245,blue,red,blue,no signal
246,blue,red,blue,no signal
247,blue,red,blue,no signal
248,blue,red,blue,no signal
249,blue,red,blue,no signal
250,blue,red,blue,no signal
251,blue,red,blue,no signal
252,blue,red,blue,no signal
253,blue,red,blue,no signal
254,blue,red,blue,no signal
255,blue,red,blue,no signal
256,blue,red,blue,no signal
257,blue,red,blue,no signal
258,blue,red,blue,no signal
259,blue,red,blue,no signal
260,blue,red,blue,no signal
261,blue,red,blue,no signal
262,blue,red,blue,no signal
263,blue,red,blue,no signal
264,blue,red,blue,no signal
265,blue,red,blue,no signal
266,blue,red,blue,no signal
267,blue,red,blue,no signal
268,blue,red,blue,no signal
269,blue,red,blue,no signal
270,blue,red,blue,no signal
271,blue,red,blue,no signal
272,blue,red,blue,no signal
273,blue,red,blue,no signal
274,blue,red,blue,no signal
275,blue,red,blue,no signal
276,blue,red,blue,no signal
277,blue,red,blue,no signal
278,blue,red,blue,no signal
279,blue,red,blue,no signal
280,blue,red,blue,no signal
281,blue,red,blue,no signal
282,blue,red,blue,no signal
283,blue,red,blue,no signal
284,yellow,red,yellow,no signal
285,yellow,red,yellow,no signal
286,yellow,red,yellow,no signal
287,yellow,red,yellow,no signal
288,red,red,red,no signal
289,red,red,red,no signal
290,red,blue,red,no signal
291,red,blue,red,no signal
292,red,blue,red,no signal
293,red,blue,red,no signal
294,red,blue,red,no signal
295,red,blue,red,no signal
296,red,blue,red,no signal
297,red,blue,red,no signal
298,red,blue,red,no signal
299,red,blue,red,no signal
300,red,blue,red,no signal
301,red,blue,red,no signal
302,red,blue,red,no signal
303,red,blue,red,no signal
304,red,blue,red,no signal
305,red,blue,red,no signal
306,red,blue,red,no signal
307,red,blue,red,no signal
308,red,blue,red,no signal
309,red,blue,red,no signal
310,red,blue,red,no signal
311,red,blue,red,no signal
312,red,blue,red,no signal
313,red,blue,red,no signal
314,red,blue,red,no signal
315,red,blue,red,no signal
316,red,blue,red,no signal
317,red,blue,red,no signal
318,red,blue,red,no signal
319,red,blue,red,no signal
320,red,blue,red,no signal
321,red,blue,red,no signal
322,red,blue,red,no signal
323,red,blue,red,no signal
324,red,blue,red,no signal
325,red,blue,red,no signal
326,red,blue,red,no signal
327,red,blue,red,no signal
328,red,blue,red,no signal
329,red,blue,red,no signal
330,red,blue,red,no signal
331,red,blue,red,no signal
332,red,blue,red,no signal
333,red,blue,red,no signal
334,red,blue,red,no signal
335,red,blue,red,no signal
336,red,blue,red,no signal
337,red,blue,red,no signal
338,red,blue,red,no signal
339,red,blue,red,no signal
340,red,blue,red,no signal
341,red,blue,red,no signal
342,red,blue,red,no signal
343,red,blue,red,no signal
344,red,yellow,red,no signal
345,red,yellow,red,no signal
346,red,yellow,red,no signal
347,red,yellow,red,no signal
348,red,red,red,no signal
349,red,red,red,no signal
350,red,red,red,no signal
351,red,red,red,no signal
352,red,red,red,no signal
353,red,red,red,no signal
354,red,red,red,no signal
355,red,red,red,no signal
356,red,red,red,no signal
357,red,red,red,no signal
358,red,red,red,no signal
359,red,red,red,no signal
360,blue,red,blue,no signal
361,blue,red,blue,no signal
362,blue,red,blue,no signal
363,blue,red,blue,no signal
364,blue,red,blue,no signal
365,blue,red,blue,no signal
366,blue,red,blue,no signal
367,blue,red,blue,no signal
368,blue,red,blue,no signal
369,blue,red,blue,no signal
370,blue,red,blue,no signal
371,blue,red,blue,no signal
372,blue,red,blue,no signal
373,blue,red,blue,no signal
374,blue,red,blue,no signal
375,blue,red,blue,no signal
376,blue,red,blue,no signal
377,blue,red,blue,no signal
378,blue,red,blue,no signal
379,blue,red,blue,no signal
380,blue,red,blue,no signal
381,blue,red,blue,no signal
382,blue,red,blue,no signal
383,blue,red,blue,no signal
384,blue,red,blue,no signal
385,blue,red,blue,no signal
386,blue,red,blue,no signal
387,blue,red,blue,no signal
388,blue,red,blue,no signal
389,blue,red,blue,no signal
390,blue,red,blue,no signal
391,blue,red,blue,no signal
392,blue,red,blue,no signal
393,blue,red,blue,no signal
394,blue,red,blue,no signal
395,blue,red,blue,no signal
396,blue,red,blue,no signal
397,blue,red,blue,no signal
398,blue,red,blue,no signal
399,blue,red,blue,no signal
400,blue,red,blue,no signal
401,blue,red,blue,no signal
402,blue,red,blue,no signal
403,blue,red,blue,no signal
404,yellow,red,yellow,no signal
405,yellow,red,yellow,no signal
406,yellow,red,yellow,no signal
407,yellow,red,yellow,no signal
408,red,red,red,no signal
409,red,red,red,no signal
410,red,blue,red,no signal
411,red,blue,red,no signal
412,red,blue,red,no signal
413,red,blue,red,no signal
414,red,blue,red,no signal
415,red,blue,red,no signal
416,red,blue,red,no signal
417,red,blue,red,no signal
418,red,blue,red,no signal
419,red,blue,red,no signal
420,red,blue,red,no signal
421,red,blue,red,no signal
422,red,blue,red,no signal
423,red,blue,red,no signal
424,red,blue,red,no signal
425,red,blue,red,no signal
426,red,blue,red,no signal
427,red,blue,red,no signal
428,red,blue,red,no signal
429,red,blue,red,no signal
430,red,blue,red,no signal
431,red,blue,red,no signal
432,red,blue,red,no signal
433,red,blue,red,no signal
434,red,blue,red,no signal
435,red,blue,red,no signal
436,red,blue,red,no signal
437,red,blue,red,no signal
438,red,blue,red,no signal
439,red,blue,red,no signal
440,red,blue,red,no signal
441,red,blue,red,no signal
442,red,blue,red,no signal
443,red,blue,red,no signal
444,red,blue,red,no signal
445,red,blue,red,no signal
446,red,blue,red,no signal
447,red,blue,red,no signal
448,red,blue,red,no signal
449,red,blue,red,no signal
450,red,blue,red,no signal
451,red,blue,red,no signal
452,red,blue,red,no signal
453,red,blue,red,no signal
454,red,blue,red,no signal
455,red,blue,red,no signal
456,red,blue,red,no signal
457,red,blue,red,no signal
458,red,blue,red,no signal
459,red,blue,red,no signal
460,red,blue,red,no signal
461,red,blue,red,no signal
462,red,blue,red,no signal
463,red,blue,red,no signal
464,red,yellow,red,no signal
465,red,yellow,red,no signal
466,red,yellow,red,no signal
467,red,yellow,red,no signal
468,red,red,red,no signal
469,red,red,red,no signal
470,red,red,red,no signal
471,red,red,red,no signal
472,red,red,red,no signal
473,red,red,red,no signal
474,red,red,red,no signal
475,red,red,red,no signal
476,red,red,red,no signal
477,red,red,red,no signal
478,red,red,red,no signal
479,red,red,red,no signal
480,blue,red,blue,no signal
481,blue,red,blue,no signal
482,blue,red,blue,no signal
483,blue,red,blue,no signal
484,blue,red,blue,no signal
485,blue,red,blue,no signal
486,blue,red,blue,no signal
487,blue,red,blue,no signal
488,blue,red,blue,no signal
489,blue,red,blue,no signal
490,blue,red,blue,no signal
491,blue,red,blue,no signal
492,blue,red,blue,no signal
493,blue,red,blue,no signal
494,blue,red,blue,no signal
495,blue,red,blue,no signal
496,blue,red,blue,no signal
497,blue,red,blue,no signal
498,blue,red,blue,no signal
499,blue,red,blue,no signal
500,blue,red,blue,no signal
501,blue,red,blue,no signal
502,blue,red,blue,no signal
503,blue,red,blue,no signal
504,blue,red,blue,no signal
505,blue,red,blue,no signal
506,blue,red,blue,no signal
507,blue,red,blue,no signal
508,blue,red,blue,no signal
509,blue,red,blue,no signal
510,blue,red,blue,no signal
511,blue,red,blue,no signal
512,blue,red,blue,no signal
513,blue,red,blue,no signal
514,blue,red,blue,no signal
515,blue,red,blue,no signal
516,blue,red,blue,no signal
517,blue,red,blue,no signal
518,blue,red,blue,no signal
519,blue,red,blue,no signal
520,blue,red,blue,no signal
521,blue,red,blue,no signal
522,blue,red,blue,no signal
523,blue,red,blue,no signal
524,yellow,red,yellow,no signal
525,yellow,red,yellow,no signal
526,yellow,red,yellow,no signal
527,yellow,red,yellow,no signal
528,red,red,red,no signal
529,red,red,red,no signal
530,red,blue,red,no signal
531,red,blue,red,no signal
532,red,blue,red,no signal
533,red,blue,red,no signal
534,red,blue,red,no signal
535,red,blue,red,no signal
536,red,blue,red,no signal
537,red,blue,red,no signal
538,red,blue,red,no signal
539,red,blue,red,no signal
540,red,blue,red,no signal
541,red,blue,red,no signal
542,red,blue,red,no signal
543,red,blue,red,no signal
544,red,blue,red,no signal
545,red,blue,red,no signal
546,red,blue,red,no signal
547,red,blue,red,no signal
548,red,blue,red,no signal
549,red,blue,red,no signal
550,red,blue,red,no signal
551,red,blue,red,no signal
552,red,blue,red,no signal
553,red,blue,red,no signal
554,red,blue,red,no signal
555,red,blue,red,no signal
556,red,blue,red,no signal
557,red,blue,red,no signal
558,red,blue,red,no signal
559,red,blue,red,no signal
560,red,blue,red,no signal
561,red,blue,red,no signal
562,red,blue,red,no signal
563,red,blue,red,no signal
564,red,blue,red,no signal
565,red,blue,red,no signal
566,red,blue,red,no signal
567,red,blue,red,no signal
568,red,blue,red,no signal
569,red,blue,red,no signal
570,red,blue,red,no signal
571,red,blue,red,no signal
572,red,blue,red,no signal
573,red,blue,red,no signal
574,red,blue,red,no signal
575,red,blue,red,no signal
576,red,blue,red,no signal
577,red,blue,red,no signal
578,red,blue,red,no signal
579,red,blue,red,no signal
580,red,blue,red,no signal
581,red,blue,red,no signal
582,red,blue,red,no signal
583,red,blue,red,no signal
584,red,yellow,red,no signal
585,red,yellow,red,no signal
586,red,yellow,red,no signal
587,red,yellow,red,no signal
588,red,red,red,no signal
589,red,red,red,no signal
590,red,red,red,no signal
591,red,red,red,no signal
592,red,red,red,no signal
593,red,red,red,no signal
594,red,red,red,no signal
595,red,red,red,no signal
596,red,red,red,no signal
597,red,red,red,no signal
598,red,red,red,no signal
599,red,red,red,no signal
600,blue,red,blue,no signal
601,blue,red,blue,no signal
602,blue,red,blue,no signal
603,blue,red,blue,no signal
604,blue,red,blue,no signal
605,blue,red,blue,no signal
606,blue,red,blue,no signal
607,blue,red,blue,no signal
608,blue,red,blue,no signal
609,blue,red,blue,no signal
610,blue,red,blue,no signal
611,blue,red,blue,no signal
612,blue,red,blue,no signal
613,blue,red,blue,no signal
614,blue,red,blue,no signal
615,blue,red,blue,no signal
616,blue,red,blue,no signal
617,blue,red,blue,no signal
618,blue,red,blue,no signal
619,blue,red,blue,no signal
620,blue,red,blue,no signal
621,blue,red,blue,no signal
622,blue,red,blue,no signal
623,blue,red,blue,no signal
624,blue,red,blue,no signal
625,blue,red,blue,no signal
626,blue,red,blue,no signal
627,blue,red,blue,no signal
628,blue,red,blue,no signal
629,blue,red,blue,no signal
630,blue,red,blue,no signal
631,blue,red,blue,no signal
632,blue,red,blue,no signal
633,blue,red,blue,no signal
634,blue,red,blue,no signal
635,blue,red,blue,no signal
636,blue,red,blue,no signal
637,blue,red,blue,no signal
638,blue,red,blue,no signal
639,blue,red,blue,no signal
640,blue,red,blue,no signal
641,blue,red,blue,no signal
642,blue,red,blue,no signal
643,blue,red,blue,no signal
644,yellow,red,yellow,no signal
645,yellow,red,yellow,no signal
646,yellow,red,yellow,no signal
647,yellow,red,yellow,no signal
648,red,red,red,no signal
649,red,red,red,no signal
650,red,blue,red,no signal
651,red,blue,red,no signal
652,red,blue,red,no signal
653,red,blue,red,no signal
654,red,blue,red,no signal
655,red,blue,red,no signal
656,red,blue,red,no signal
657,red,blue,red,no signal
658,red,blue,red,no signal
659,red,blue,red,no signal
660,red,blue,red,no signal
661,red,blue,red,no signal
662,red,blue,red,no signal
663,red,blue,red,no signal
664,red,blue,red,no signal
665,red,blue,red,no signal
666,red,blue,red,no signal
667,red,blue,red,no signal
668,red,blue,red,no signal
669,red,blue,red,no signal
670,red,blue,red,no signal
671,red,blue,red,no signal
672,red,blue,red,no signal
673,red,blue,red,no signal
674,red,blue,red,no signal
675,red,blue,red,no signal
676,red,blue,red,no signal
677,red,blue,red,no signal
678,red,blue,red,no signal
679,red,blue,red,no signal
680,red,blue,red,no signal
681,red,blue,red,no signal
682,red,blue,red,no signal
683,red,blue,red,no signal
684,red,blue,red,no signal
685,red,blue,red,no signal
686,red,blue,red,no signal
687,red,blue,red,no signal
688,red,blue,red,no signal
689,red,blue,red,no signal
690,red,blue,red,no signal
691,red,blue,red,no signal
692,red,blue,red,no signal
693,red,blue,red,no signal
694,red,blue,red,no signal
695,red,blue,red,no signal
696,red,blue,red,no signal
697,red,blue,red,no signal
698,red,blue,red,no signal
699,red,blue,red,no signal
700,red,blue,red,no signal
701,red,blue,red,no signal
702,red,blue,red,no signal
703,red,blue,red,no signal
704,red,yellow,red,no signal
705,red,yellow,red,no signal
706,red,yellow,red,no signal
707,red,yellow,red,no signal
708,red,red,red,no signal
709,red,red,red,no signal
710,red,red,red,no signal
711,red,red,red,no signal
712,red,red,red,no signal
713,red,red,red,no signal
714,red,red,red,no signal
715,red,red,red,no signal
716,red,red,red,no signal
717,red,red,red,no signal
718,red,red,red,no signal
719,red,red,red,no signal
720,blue,red,blue,no signal
721,blue,red,blue,no signal
722,blue,red,blue,no signal
723,blue,red,blue,no signal
724,blue,red,blue,no signal
725,blue,red,blue,no signal
726,blue,red,blue,no signal
727,blue,red,blue,no signal
728,blue,red,blue,no signal
729,blue,red,blue,no signal
730,blue,red,blue,no signal
731,blue,red,blue,no signal
732,blue,red,blue,no signal
733,blue,red,blue,no signal
734,blue,red,blue,no signal
735,blue,red,blue,no signal
736,blue,red,blue,no signal
737,blue,red,blue,no signal
738,blue,red,blue,no signal
739,blue,red,blue,no signal
740,blue,red,blue,no signal
741,blue,red,blue,no signal
742,blue,red,blue,no signal
743,blue,red,blue,no signal
744,blue,red,blue,no signal
745,blue,red,blue,no signal
746,blue,red,blue,no signal
747,blue,red,blue,no signal
748,blue,red,blue,no signal
749,blue,red,blue,no signal
750,blue,red,blue,no signal
751,blue,red,blue,no signal
752,blue,red,blue,no signal
753,blue,red,blue,no signal
754,blue,red,blue,no signal
755,blue,red,blue,no signal
756,blue,red,blue,no signal
757,blue,red,blue,no signal
758,blue,red,blue,no signal
759,blue,red,blue,no signal
760,blue,red,blue,no signal
761,blue,red,blue,no signal
762,blue,red,blue,no signal
763,blue,red,blue,no signal
764,yellow,red,yellow,no signal
765,yellow,red,yellow,no signal
766,yellow,red,yellow,no signal
767,yellow,red,yellow,no signal
768,red,red,red,no signal
769,red,red,red,no signal
770,red,blue,red,no signal
771,red,blue,red,no signal
772,red,blue,red,no signal
773,red,blue,red,no signal
774,red,blue,red,no signal
775,red,blue,red,no signal
776,red,blue,red,no signal
777,red,blue,red,no signal
778,red,blue,red,no signal
779,red,blue,red,no signal
780,red,blue,red,no signal
781,red,blue,red,no signal
782,red,blue,red,no signal
783,red,blue,red,no signal
784,red,blue,red,no signal
785,red,blue,red,no signal
786,red,blue,red,no signal
787,red,blue,red,no signal
788,red,blue,red,no signal
789,red,blue,red,no signal
790,red,blue,red,no signal
791,red,blue,red,no signal
792,red,blue,red,no signal
793,red,blue,red,no signal
794,red,blue,red,no signal
795,red,blue,red,no signal
796,red,blue,red,no signal
797,red,blue,red,no signal
798,red,blue,red,no signal
799,red,blue,red,no signal
800,red,blue,red,no signal
801,red,blue,red,no signal
802,red,blue,red,no signal
803,red,blue,red,no signal
804,red,blue,red,no signal
805,red,blue,red,no signal
806,red,blue,red,no signal
807,red,blue,red,no signal
808,red,blue,red,no signal
809,red,blue,red,no signal
810,red,blue,red,no signal
811,red,blue,red,no signal
812,red,blue,red,no signal
813,red,blue,red,no signal
814,red,blue,red,no signal
815,red,blue,red,no signal
816,red,blue,red,no signal
817,red,blue,red,no signal
818,red,blue,red,no signal
819,red,blue,red,no signal
820,red,blue,red,no signal
821,red,blue,red,no signal
