Time,North,East,South,West
473,blue,red,no signal,red
474,blue,red,no signal,red
475,yellow,red,no signal,red
476,yellow,red,no signal,red
477,yellow,red,no signal,red
478,red,red,no signal,red
479,red,red,no signal,red
480,red,blue,no signal,blue
481,red,blue,no signal,blue
482,red,blue,no signal,blue
483,red,blue,no signal,blue
484,red,blue,no signal,blue
485,red,blue,no signal,blue
486,red,blue,no signal,blue
487,red,blue,no signal,blue
488,red,blue,no signal,blue
489,red,blue,no signal,blue
490,red,blue,no signal,blue
491,red,blue,no signal,blue
492,red,blue,no signal,blue
493,red,blue,no signal,blue
494,red,blue,no signal,blue
495,red,blue,no signal,blue
496,red,blue,no signal,blue
497,red,blue,no signal,blue
498,red,blue,no signal,blue
499,red,blue,no signal,blue
500,red,blue,no signal,blue
501,red,blue,no signal,blue
502,red,blue,no signal,blue
503,red,blue,no signal,blue
504,red,blue,no signal,blue
505,red,blue,no signal,blue
506,red,blue,no signal,blue
507,red,blue,no signal,blue
508,red,blue,no signal,blue
509,red,blue,no signal,blue
510,red,blue,no signal,blue
511,red,blue,no signal,blue
512,red,blue,no signal,blue
513,red,blue,no signal,blue
514,red,blue,no signal,blue
515,red,blue,no signal,blue
516,red,blue,no signal,blue
517,red,blue,no signal,blue
518,red,blue,no signal,blue
519,red,blue,no signal,blue
520,red,blue,no signal,blue
521,red,blue,no signal,blue
522,red,blue,no signal,blue
523,red,blue,no signal,blue
524,red,blue,no signal,blue
525,red,blue,no signal,blue
526,red,blue,no signal,blue
527,red,blue,no signal,blue
528,red,blue,no signal,blue
529,red,blue,no signal,blue
530,red,blue,no signal,blue
531,red,blue,no signal,blue
532,red,blue,no signal,blue
533,red,blue,no signal,blue
534,red,blue,no signal,blue
535,red,blue,no signal,blue
536,red,blue,no signal,blue
537,red,blue,no signal,blue
538,red,blue,no signal,blue
539,red,blue,no signal,blue
540,red,blue,no signal,blue
541,red,blue,no signal,blue
542,red,blue,no signal,blue
543,red,blue,no signal,blue
544,red,blue,no signal,blue
545,red,blue,no signal,blue
546,red,blue,no signal,blue
547,red,blue,no signal,blue
548,red,blue,no signal,blue
549,red,blue,no signal,blue
550,red,blue,no signal,blue
551,red,blue,no signal,blue
552,red,blue,no signal,blue
553,red,blue,no signal,blue
554,red,blue,no signal,blue
555,red,yellow,no signal,yellow
556,red,yellow,no signal,yellow
557,red,yellow,no signal,yellow
558,red,red,no signal,red
559,red,red,no signal,red
560,red,red,no signal,red
561,blue,red,no signal,red
562,blue,red,no signal,red
563,blue,red,no signal,red
564,blue,red,no signal,red
565,blue,red,no signal,red
566,blue,red,no signal,red
567,blue,red,no signal,red
568,blue,red,no signal,red
569,blue,red,no signal,red
570,blue,red,no signal,red
571,blue,red,no signal,red
572,blue,red,no signal,red
573,blue,red,no signal,red
574,blue,red,no signal,red
575,blue,red,no signal,red
576,blue,red,no signal,red
577,blue,red,no signal,red
578,blue,red,no signal,red
579,blue,red,no signal,red
580,blue,red,no signal,red
581,blue,red,no signal,red
582,blue,red,no signal,red
583,blue,red,no signal,red
584,blue,red,no signal,red
585,blue,red,no signal,red
586,blue,red,no signal,red
587,blue,red,no signal,red
588,blue,red,no signal,red
589,blue,red,no signal,red
590,blue,red,no signal,red
591,blue,red,no signal,red
592,blue,red,no signal,red
593,blue,red,no signal,red
594,blue,red,no signal,red
595,yellow,red,no signal,red
596,yellow,red,no signal,red
597,yellow,red,no signal,red
598,red,red,no signal,red
599,red,red,no signal,red
600,red,blue,no signal,blue
601,red,blue,no signal,blue
602,red,blue,no signal,blue
603,red,blue,no signal,blue
604,red,blue,no signal,blue
605,red,blue,no signal,blue
606,red,blue,no signal,blue
607,red,blue,no signal,blue
608,red,blue,no signal,blue
609,red,blue,no signal,blue
610,red,blue,no signal,blue
611,red,blue,no signal,blue
612,red,blue,no signal,blue
613,red,blue,no signal,blue
614,red,blue,no signal,blue
615,red,blue,no signal,blue
616,red,blue,no signal,blue
617,red,blue,no signal,blue
618,red,blue,no signal,blue
619,red,blue,no signal,blue
620,red,blue,no signal,blue
621,red,blue,no signal,blue
622,red,blue,no signal,blue
623,red,blue,no signal,blue
624,red,blue,no signal,blue
625,red,blue,no signal,blue
626,red,blue,no signal,blue
627,red,blue,no signal,blue
628,red,blue,no signal,blue
629,red,blue,no signal,blue
630,red,blue,no signal,blue
631,red,blue,no signal,blue
632,red,blue,no signal,blue
633,red,blue,no signal,blue
634,red,blue,no signal,blue
635,red,blue,no signal,blue
636,red,blue,no signal,blue
637,red,blue,no signal,blue
638,red,blue,no signal,blue
639,red,blue,no signal,blue
640,red,blue,no signal,blue
641,red,blue,no signal,blue
642,red,blue,no signal,blue
643,red,blue,no signal,blue
644,red,blue,no signal,blue
645,red,blue,no signal,blue
646,red,blue,no signal,blue
647,red,blue,no signal,blue
648,red,blue,no signal,blue
649,red,blue,no signal,blue
650,red,blue,no signal,blue
651,red,blue,no signal,blue
652,red,blue,no signal,blue
653,red,blue,no signal,blue
654,red,blue,no signal,blue
655,red,blue,no signal,blue
656,red,blue,no signal,blue
657,red,blue,no signal,blue
658,red,blue,no signal,blue
659,red,blue,no signal,blue
660,red,blue,no signal,blue
661,red,blue,no signal,blue
662,red,blue,no signal,blue
663,red,blue,no signal,blue
664,red,blue,no signal,blue
665,red,blue,no signal,blue
666,red,blue,no signal,blue
667,red,blue,no signal,blue
668,red,blue,no signal,blue
669,red,blue,no signal,blue
670,red,blue,no signal,blue
671,red,blue,no signal,blue
672,red,blue,no signal,blue
673,red,blue,no signal,blue
674,red,blue,no signal,blue
675,red,yellow,no signal,yellow
676,red,yellow,no signal,yellow
677,red,yellow,no signal,yellow
678,red,red,no signal,red
679,red,red,no signal,red
680,red,red,no signal,red
681,blue,red,no signal,red
682,blue,red,no signal,red
683,blue,red,no signal,red
684,blue,red,no signal,red
685,blue,red,no signal,red
686,blue,red,no signal,red
687,blue,red,no signal,red
688,blue,red,no signal,red
689,blue,red,no signal,red
690,blue,red,no signal,red
691,blue,red,no signal,red
692,blue,red,no signal,red
693,blue,red,no signal,red
694,blue,red,no signal,red
695,blue,red,no signal,red
696,blue,red,no signal,red
697,blue,red,no signal,red
698,blue,red,no signal,red
699,blue,red,no signal,red
700,blue,red,no signal,red
701,blue,red,no signal,red
702,blue,red,no signal,red
703,blue,red,no signal,red
704,blue,red,no signal,red
705,blue,red,no signal,red
706,blue,red,no signal,red
707,blue,red,no signal,red
708,blue,red,no signal,red
709,blue,red,no signal,red
710,blue,red,no signal,red
711,blue,red,no signal,red
712,blue,red,no signal,red
713,blue,red,no signal,red
714,blue,red,no signal,red
715,yellow,red,no signal,red
716,yellow,red,no signal,red
717,yellow,red,no signal,red
718,red,red,no signal,red
719,red,red,no signal,red
720,red,blue,no signal,blue
721,red,blue,no signal,blue
722,red,blue,no signal,blue
723,red,blue,no signal,blue
724,red,blue,no signal,blue
725,red,blue,no signal,blue
726,red,blue,no signal,blue
727,red,blue,no signal,blue
728,red,blue,no signal,blue
729,red,blue,no signal,blue
730,red,blue,no signal,blue
731,red,blue,no signal,blue
732,red,blue,no signal,blue
733,red,blue,no signal,blue
734,red,blue,no signal,blue
735,red,blue,no signal,blue
736,red,blue,no signal,blue
737,red,blue,no signal,blue
738,red,blue,no signal,blue
739,red,blue,no signal,blue
740,red,blue,no signal,blue
741,red,blue,no signal,blue
742,red,blue,no signal,blue
743,red,blue,no signal,blue
744,red,blue,no signal,blue
745,red,blue,no signal,blue
746,red,blue,no signal,blue
747,red,blue,no signal,blue
748,red,blue,no signal,blue
749,red,blue,no signal,blue
750,red,blue,no signal,blue
751,red,blue,no signal,blue
752,red,blue,no signal,blue
753,red,blue,no signal,blue
754,red,blue,no signal,blue
755,red,blue,no signal,blue
756,red,blue,no signal,blue
757,red,blue,no signal,blue
758,red,blue,no signal,blue
759,red,blue,no signal,blue
760,red,blue,no signal,blue
761,red,blue,no signal,blue
762,red,blue,no signal,blue
763,red,blue,no signal,blue
764,red,blue,no signal,blue
765,red,blue,no signal,blue
766,red,blue,no signal,blue
767,red,blue,no signal,blue
768,red,blue,no signal,blue
769,red,blue,no signal,blue
770,red,blue,no signal,blue
771,red,blue,no signal,blue
772,red,blue,no signal,blue
773,red,blue,no signal,blue
774,red,blue,no signal,blue
775,red,blue,no signal,blue
776,red,blue,no signal,blue
777,red,blue,no signal,blue
778,red,blue,no signal,blue
779,red,blue,no signal,blue
780,red,blue,no signal,blue
781,red,blue,no signal,blue
782,red,blue,no signal,blue
783,red,blue,no signal,blue
784,red,blue,no signal,blue
785,red,blue,no signal,blue
786,red,blue,no signal,blue
787,red,blue,no signal,blue
788,red,blue,no signal,blue
789,red,blue,no signal,blue
790,red,blue,no signal,blue
791,red,blue,no signal,blue
792,red,blue,no signal,blue
793,red,blue,no signal,blue
794,red,blue,no signal,blue
795,red,yellow,no signal,yellow
796,red,yellow,no signal,yellow
797,red,yellow,no signal,yellow
798,red,red,no signal,red
799,red,red,no signal,red
800,red,red,no signal,red
801,blue,red,no signal,red
802,blue,red,no signal,red
803,blue,red,no signal,red
804,blue,red,no signal,red
805,blue,red,no signal,red
806,blue,red,no signal,red
807,blue,red,no signal,red
808,blue,red,no signal,red
809,blue,red,no signal,red
810,blue,red,no signal,red
811,blue,red,no signal,red
812,blue,red,no signal,red
813,blue,red,no signal,red
814,blue,red,no signal,red
815,blue,red,no signal,red
816,blue,red,no signal,red
817,blue,red,no signal,red
818,blue,red,no signal,red
819,blue,red,no signal,red
820,blue,red,no signal,red
821,blue,red,no signal,red
