Time,North,East,South,West
501,blue,no signal,blue,red
502,blue,no signal,blue,red
503,blue,no signal,blue,red
504,blue,no signal,blue,red
505,blue,no signal,blue,red
506,blue,no signal,blue,red
507,blue,no signal,blue,red
508,blue,no signal,blue,red
509,blue,no signal,blue,red
510,blue,no signal,blue,red
511,blue,no signal,blue,red
512,blue,no signal,blue,red
513,blue,no signal,blue,red
514,blue,no signal,blue,red
515,blue,no signal,blue,red
516,blue,no signal,blue,red
517,blue,no signal,blue,red
518,blue,no signal,blue,red
519,blue,no signal,blue,red
520,blue,no signal,blue,red
521,blue,no signal,blue,red
522,blue,no signal,blue,red
523,blue,no signal,blue,red
524,blue,no signal,blue,red
525,blue,no signal,blue,red
526,blue,no signal,blue,red
527,blue,no signal,blue,red
528,blue,no signal,blue,red
529,blue,no signal,blue,red
530,blue,no signal,blue,red
531,blue,no signal,blue,red
532,blue,no signal,blue,red
533,blue,no signal,blue,red
534,blue,no signal,blue,red
535,blue,no signal,blue,red
536,blue,no signal,blue,red
537,blue,no signal,blue,red
538,blue,no signal,blue,red
539,blue,no signal,blue,red
540,blue,no signal,blue,red
541,blue,no signal,blue,red
542,blue,no signal,blue,red
543,yellow,no signal,yellow,red
544,yellow,no signal,yellow,red
545,yellow,no signal,yellow,red
546,red,no signal,red,red
547,red,no signal,red,red
548,red,no signal,red,blue
549,red,no signal,red,blue
550,red,no signal,red,blue
551,red,no signal,red,blue
552,red,no signal,red,blue
553,red,no signal,red,blue
554,red,no signal,red,blue
555,red,no signal,red,blue
556,red,no signal,red,blue
557,red,no signal,red,blue
558,red,no signal,red,blue
559,red,no signal,red,blue
560,red,no signal,red,blue
561,red,no signal,red,blue
562,red,no signal,red,blue
563,red,no signal,red,blue
564,red,no signal,red,blue
565,red,no signal,red,blue
566,red,no signal,red,blue
567,red,no signal,red,blue
568,red,no signal,red,blue
569,red,no signal,red,blue
570,red,no signal,red,blue
571,red,no signal,red,blue
572,red,no signal,red,blue
573,red,no signal,red,blue
574,red,no signal,red,blue
575,red,no signal,red,blue
576,red,no signal,red,blue
577,red,no signal,red,blue
578,red,no signal,red,blue
579,red,no signal,red,blue
580,red,no signal,red,blue
581,red,no signal,red,blue
582,red,no signal,red,blue
583,red,no signal,red,blue
584,red,no signal,red,blue
585,red,no signal,red,blue
586,red,no signal,red,blue
587,red,no signal,red,blue
588,red,no signal,red,blue
589,red,no signal,red,blue
590,red,no signal,red,blue
591,red,no signal,red,blue
592,red,no signal,red,blue
593,red,no signal,red,blue
594,red,no signal,red,yellow
595,red,no signal,red,yellow
596,red,no signal,red,yellow
597,red,no signal,red,yellow
598,red,no signal,red,red
599,red,no signal,red,red
600,blue,no signal,blue,red
601,blue,no signal,blue,red
602,blue,no signal,blue,red
603,blue,no signal,blue,red
604,blue,no signal,blue,red
605,blue,no signal,blue,red
606,blue,no signal,blue,red
607,blue,no signal,blue,red
608,blue,no signal,blue,red
609,blue,no signal,blue,red
610,blue,no signal,blue,red
611,blue,no signal,blue,red
612,blue,no signal,blue,red
613,blue,no signal,blue,red
614,blue,no signal,blue,red
615,blue,no signal,blue,red
616,blue,no signal,blue,red
617,blue,no signal,blue,red
618,blue,no signal,blue,red
619,blue,no signal,blue,red
620,blue,no signal,blue,red
621,blue,no signal,blue,red
622,blue,no signal,blue,red
623,blue,no signal,blue,red
624,blue,no signal,blue,red
625,blue,no signal,blue,red
626,blue,no signal,blue,red
627,blue,no signal,blue,red
628,blue,no signal,blue,red
629,blue,no signal,blue,red
630,blue,no signal,blue,red
631,blue,no signal,blue,red
632,blue,no signal,blue,red
633,blue,no signal,blue,red
634,blue,no signal,blue,red
635,blue,no signal,blue,red
636,blue,no signal,blue,red
637,blue,no signal,blue,red
638,blue,no signal,blue,red
639,blue,no signal,blue,red
640,blue,no signal,blue,red
641,blue,no signal,blue,red
642,blue,no signal,blue,red
643,blue,no signal,blue,red
644,blue,no signal,blue,red
645,blue,no signal,blue,red
646,blue,no signal,blue,red
647,blue,no signal,blue,red
648,blue,no signal,blue,red
649,blue,no signal,blue,red
650,blue,no signal,blue,red
651,blue,no signal,blue,red
652,blue,no signal,blue,red
653,blue,no signal,blue,red
654,blue,no signal,blue,red
655,blue,no signal,blue,red
656,blue,no signal,blue,red
657,blue,no signal,blue,red
658,blue,no signal,blue,red
659,blue,no signal,blue,red
660,blue,no signal,blue,red
661,blue,no signal,blue,red
662,blue,no signal,blue,red
663,yellow,no signal,yellow,red
664,yellow,no signal,yellow,red
665,yellow,no signal,yellow,red
666,red,no signal,red,red
667,red,no signal,red,red
668,red,no signal,red,blue
669,red,no signal,red,blue
670,red,no signal,red,blue
671,red,no signal,red,blue
672,red,no signal,red,blue
673,red,no signal,red,blue
674,red,no signal,red,blue
675,red,no signal,red,blue
676,red,no signal,red,blue
677,red,no signal,red,blue
678,red,no signal,red,blue
679,red,no signal,red,blue
680,red,no signal,red,blue
681,red,no signal,red,blue
682,red,no signal,red,blue
683,red,no signal,red,blue
684,red,no signal,red,blue
685,red,no signal,red,blue
686,red,no signal,red,blue
687,red,no signal,red,blue
688,red,no signal,red,blue
689,red,no signal,red,blue
690,red,no signal,red,blue
691,red,no signal,red,blue
692,red,no signal,red,blue
693,red,no signal,red,blue
694,red,no signal,red,blue
695,red,no signal,red,blue
696,red,no signal,red,blue
697,red,no signal,red,blue
698,red,no signal,red,blue
699,red,no signal,red,blue
700,red,no signal,red,blue
701,red,no signal,red,blue
702,red,no signal,red,blue
703,red,no signal,red,blue
704,red,no signal,red,blue
705,red,no signal,red,blue
706,red,no signal,red,blue
707,red,no signal,red,blue
708,red,no signal,red,blue
709,red,no signal,red,blue
710,red,no signal,red,blue
711,red,no signal,red,blue
712,red,no signal,red,blue
713,red,no signal,red,blue
714,red,no signal,red,yellow
715,red,no signal,red,yellow
716,red,no signal,red,yellow
717,red,no signal,red,yellow
718,red,no signal,red,red
719,red,no signal,red,red
720,blue,no signal,blue,red
721,blue,no signal,blue,red
722,blue,no signal,blue,red
723,blue,no signal,blue,red
724,blue,no signal,blue,red
725,blue,no signal,blue,red
726,blue,no signal,blue,red
727,blue,no signal,blue,red
728,blue,no signal,blue,red
729,blue,no signal,blue,red
730,blue,no signal,blue,red
731,blue,no signal,blue,red
732,blue,no signal,blue,red
733,blue,no signal,blue,red
734,blue,no signal,blue,red
735,blue,no signal,blue,red
736,blue,no signal,blue,red
737,blue,no signal,blue,red
738,blue,no signal,blue,red
739,blue,no signal,blue,red
740,blue,no signal,blue,red
741,blue,no signal,blue,red
742,blue,no signal,blue,red
743,blue,no signal,blue,red
744,blue,no signal,blue,red
745,blue,no signal,blue,red
746,blue,no signal,blue,red
747,blue,no signal,blue,red
748,blue,no signal,blue,red
749,blue,no signal,blue,red
750,blue,no signal,blue,red
751,blue,no signal,blue,red
752,blue,no signal,blue,red
753,blue,no signal,blue,red
754,blue,no signal,blue,red
755,blue,no signal,blue,red
756,blue,no signal,blue,red
757,blue,no signal,blue,red
758,blue,no signal,blue,red
759,blue,no signal,blue,red
760,blue,no signal,blue,red
761,blue,no signal,blue,red
762,blue,no signal,blue,red
763,blue,no signal,blue,red
764,blue,no signal,blue,red
765,blue,no signal,blue,red
766,blue,no signal,blue,red
767,blue,no signal,blue,red
768,blue,no signal,blue,red
769,blue,no signal,blue,red
770,blue,no signal,blue,red
771,blue,no signal,blue,red
772,blue,no signal,blue,red
773,blue,no signal,blue,red
774,blue,no signal,blue,red
775,blue,no signal,blue,red
776,blue,no signal,blue,red
777,blue,no signal,blue,red
778,blue,no signal,blue,red
779,blue,no signal,blue,red
780,blue,no signal,blue,red
781,blue,no signal,blue,red
782,blue,no signal,blue,red
783,yellow,no signal,yellow,red
784,yellow,no signal,yellow,red
785,yellow,no signal,yellow,red
786,red,no signal,red,red
787,red,no signal,red,red
788,red,no signal,red,blue
789,red,no signal,red,blue
790,red,no signal,red,blue
791,red,no signal,red,blue
792,red,no signal,red,blue
793,red,no signal,red,blue
794,red,no signal,red,blue
795,red,no signal,red,blue
796,red,no signal,red,blue
797,red,no signal,red,blue
798,red,no signal,red,blue
799,red,no signal,red,blue
800,red,no signal,red,blue
801,red,no signal,red,blue
802,red,no signal,red,blue
803,red,no signal,red,blue
804,red,no signal,red,blue
805,red,no signal,red,blue
806,red,no signal,red,blue
807,red,no signal,red,blue
808,red,no signal,red,blue
809,red,no signal,red,blue
810,red,no signal,red,blue
811,red,no signal,red,blue
812,red,no signal,red,blue
813,red,no signal,red,blue
814,red,no signal,red,blue
815,red,no signal,red,blue
816,red,no signal,red,blue
817,red,no signal,red,blue
818,red,no signal,red,blue
819,red,no signal,red,blue
820,red,no signal,red,blue
821,red,no signal,red,blue
