Time,North,East,South,West
128,red,red,red,no signal
129,red,red,red,no signal
130,blue,red,blue,no signal
131,blue,red,blue,no signal
132,blue,red,blue,no signal
133,blue,red,blue,no signal
134,blue,red,blue,no signal
135,blue,red,blue,no signal
136,blue,red,blue,no signal
137,blue,red,blue,no signal
138,blue,red,blue,no signal
139,blue,red,blue,no signal
140,blue,red,blue,no signal
141,blue,red,blue,no signal
142,blue,red,blue,no signal
143,blue,red,blue,no signal
144,blue,red,blue,no signal
145,blue,red,blue,no signal
146,blue,red,blue,no signal
147,blue,red,blue,no signal
148,blue,red,blue,no signal
149,blue,red,blue,no signal
150,blue,red,blue,no signal
151,blue,red,blue,no signal
152,blue,red,blue,no signal
153,blue,red,blue,no signal
154,blue,red,blue,no signal
155,blue,red,blue,no signal
156,blue,red,blue,no signal
157,blue,red,blue,no signal
158,blue,red,blue,no signal
159,blue,red,blue,no signal
160,blue,red,blue,no signal
161,blue,red,blue,no signal
162,blue,red,blue,no signal
163,blue,red,blue,no signal
164,blue,red,blue,no signal
165,blue,red,blue,no signal
166,blue,red,blue,no signal
167,blue,red,blue,no signal
168,blue,red,blue,no signal
169,yellow,red,yellow,no signal
170,yellow,red,yellow,no signal
171,yellow,red,yellow,no signal
172,yellow,red,yellow,no signal
173,red,red,red,no signal
174,red,red,red,no signal
175,red,red,red,no signal
176,red,blue,red,no signal
177,red,blue,red,no signal
178,red,blue,red,no signal
179,red,blue,red,no signal
180,red,blue,red,no signal
181,red,blue,red,no signal
182,red,blue,red,no signal
183,red,blue,red,no signal
184,red,blue,red,no signal
185,red,blue,red,no signal
186,red,blue,red,no signal
187,red,blue,red,no signal
188,red,blue,red,no signal
189,red,blue,red,no signal
190,red,yellow,red,no signal
191,red,yellow,red,no signal
192,red,yellow,red,no signal
193,red,red,red,no signal
194,red,red,red,no signal
195,blue,red,blue,no signal
196,blue,red,blue,no signal
197,blue,red,blue,no signal
198,blue,red,blue,no signal
199,blue,red,blue,no signal
200,blue,red,blue,no signal
201,blue,red,blue,no signal
202,blue,red,blue,no signal
203,blue,red,blue,no signal
204,blue,red,blue,no signal
205,blue,red,blue,no signal
206,blue,red,blue,no signal
207,blue,red,blue,no signal
208,blue,red,blue,no signal
209,blue,red,blue,no signal
210,blue,red,blue,no signal
211,blue,red,blue,no signal
212,blue,red,blue,no signal
213,blue,red,blue,no signal
214,blue,red,blue,no signal
215,blue,red,blue,no signal
216,blue,red,blue,no signal
217,blue,red,blue,no signal
218,blue,red,blue,no signal
219,blue,red,blue,no signal
220,blue,red,blue,no signal
221,blue,red,blue,no signal
222,blue,red,blue,no signal
223,blue,red,blue,no signal
224,blue,red,blue,no signal
225,blue,red,blue,no signal
226,blue,red,blue,no signal
227,blue,red,blue,no signal
228,blue,red,blue,no signal
229,blue,red,blue,no signal
230,blue,red,blue,no signal
231,blue,red,blue,no signal
232,blue,red,blue,no signal
233,blue,red,blue,no signal
234,yellow,red,yellow,no signal
235,yellow,red,yellow,no signal
236,yellow,red,yellow,no signal
237,yellow,red,yellow,no signal
238,red,red,red,no signal
239,red,red,red,no signal
240,red,red,red,no signal
241,red,blue,red,no signal
242,red,blue,red,no signal
243,red,blue,red,no signal
244,red,blue,red,no signal
245,red,blue,red,no signal
246,red,blue,red,no signal
247,red,blue,red,no signal
248,red,blue,red,no signal
249,red,blue,red,no signal
250,red,blue,red,no signal
251,red,blue,red,no signal
252,red,blue,red,no signal
253,red,blue,red,no signal
254,red,blue,red,no signal
255,red,yellow,red,no signal
256,red,yellow,red,no signal
257,red,yellow,red,no signal
258,red,red,red,no signal
259,red,red,red,no signal
260,blue,red,blue,no signal
261,blue,red,blue,no signal
262,blue,red,blue,no signal
263,blue,red,blue,no signal
264,blue,red,blue,no signal
265,blue,red,blue,no signal
266,blue,red,blue,no signal
267,blue,red,blue,no signal
268,blue,red,blue,no signal
269,blue,red,blue,no signal
270,blue,red,blue,no signal
271,blue,red,blue,no signal
272,blue,red,blue,no signal
273,blue,red,blue,no signal
274,blue,red,blue,no signal
275,blue,red,blue,no signal
276,blue,red,blue,no signal
277,blue,red,blue,no signal
278,blue,red,blue,no signal
279,blue,red,blue,no signal
280,blue,red,blue,no signal
281,blue,red,blue,no signal
282,blue,red,blue,no signal
283,blue,red,blue,no signal
284,blue,red,blue,no signal
285,blue,red,blue,no signal
286,blue,red,blue,no signal
287,blue,red,blue,no signal
288,blue,red,blue,no signal
289,blue,red,blue,no signal
290,blue,red,blue,no signal
291,blue,red,blue,no signal
292,blue,red,blue,no signal
293,blue,red,blue,no signal
294,blue,red,blue,no signal
295,blue,red,blue,no signal
296,blue,red,blue,no signal
297,blue,red,blue,no signal
298,blue,red,blue,no signal
299,yellow,red,yellow,no signal
300,yellow,red,yellow,no signal
301,yellow,red,yellow,no signal
302,yellow,red,yellow,no signal
303,red,red,red,no signal
304,red,red,red,no signal
305,red,red,red,no signal
306,red,blue,red,no signal
307,red,blue,red,no signal
308,red,blue,red,no signal
309,red,blue,red,no signal
310,red,blue,red,no signal
311,red,blue,red,no signal
312,red,blue,red,no signal
313,red,blue,red,no signal
314,red,blue,red,no signal
315,red,blue,red,no signal
316,red,blue,red,no signal
317,red,blue,red,no signal
318,red,blue,red,no signal
319,red,blue,red,no signal
320,red,yellow,red,no signal
321,red,yellow,red,no signal
322,red,yellow,red,no signal
323,red,red,red,no signal
324,red,red,red,no signal
325,blue,red,blue,no signal
326,blue,red,blue,no signal
327,blue,red,blue,no signal
328,blue,red,blue,no signal
329,blue,red,blue,no signal
330,blue,red,blue,no signal
331,blue,red,blue,no signal
332,blue,red,blue,no signal
333,blue,red,blue,no signal
334,blue,red,blue,no signal
335,blue,red,blue,no signal
336,blue,red,blue,no signal
337,blue,red,blue,no signal
338,blue,red,blue,no signal
339,blue,red,blue,no signal
340,blue,red,blue,no signal
341,blue,red,blue,no signal
342,blue,red,blue,no signal
343,blue,red,blue,no signal
344,blue,red,blue,no signal
345,blue,red,blue,no signal
346,blue,red,blue,no signal
347,blue,red,blue,no signal
348,blue,red,blue,no signal
349,blue,red,blue,no signal
350,blue,red,blue,no signal
351,blue,red,blue,no signal
352,blue,red,blue,no signal
353,blue,red,blue,no signal
354,blue,red,blue,no signal
355,blue,red,blue,no signal
356,blue,red,blue,no signal
357,blue,red,blue,no signal
358,blue,red,blue,no signal
359,blue,red,blue,no signal
360,blue,red,blue,no signal
361,blue,red,blue,no signal
362,blue,red,blue,no signal
363,blue,red,blue,no signal
364,yellow,red,yellow,no signal
365,yellow,red,yellow,no signal
366,yellow,red,yellow,no signal
367,yellow,red,yellow,no signal
368,red,red,red,no signal
369,red,red,red,no signal
370,red,red,red,no signal
371,red,blue,red,no signal
372,red,blue,red,no signal
373,red,blue,red,no signal
374,red,blue,red,no signal
375,red,blue,red,no signal
376,red,blue,red,no signal
377,red,blue,red,no signal
378,red,blue,red,no signal
379,red,blue,red,no signal
380,red,blue,red,no signal
381,red,blue,red,no signal
382,red,blue,red,no signal
383,red,blue,red,no signal
384,red,blue,red,no signal
385,red,yellow,red,no signal
386,red,yellow,red,no signal
387,red,yellow,red,no signal
388,red,red,red,no signal
389,red,red,red,no signal
390,blue,red,blue,no signal
391,blue,red,blue,no signal
392,blue,red,blue,no signal
393,blue,red,blue,no signal
394,blue,red,blue,no signal
395,blue,red,blue,no signal
396,blue,red,blue,no signal
397,blue,red,blue,no signal
398,blue,red,blue,no signal
399,blue,red,blue,no signal
400,blue,red,blue,no signal
401,blue,red,blue,no signal
402,blue,red,blue,no signal
403,blue,red,blue,no signal
404,blue,red,blue,no signal
405,blue,red,blue,no signal
406,blue,red,blue,no signal
407,blue,red,blue,no signal
408,blue,red,blue,no signal
409,blue,red,blue,no signal
410,blue,red,blue,no signal
411,blue,red,blue,no signal
412,blue,red,blue,no signal
413,blue,red,blue,no signal
414,blue,red,blue,no signal
415,blue,red,blue,no signal
416,blue,red,blue,no signal
417,blue,red,blue,no signal
418,blue,red,blue,no signal
419,blue,red,blue,no signal
420,blue,red,blue,no signal
421,blue,red,blue,no signal
422,blue,red,blue,no signal
423,blue,red,blue,no signal
424,blue,red,blue,no signal
425,blue,red,blue,no signal
426,blue,red,blue,no signal
427,blue,red,blue,no signal
428,blue,red,blue,no signal
429,yellow,red,yellow,no signal
430,yellow,red,yellow,no signal
431,yellow,red,yellow,no signal
432,yellow,red,yellow,no signal
433,red,red,red,no signal
434,red,red,red,no signal
435,red,red,red,no signal
436,red,blue,red,no signal
437,red,blue,red,no signal
438,red,blue,red,no signal
439,red,blue,red,no signal
440,red,blue,red,no signal
441,red,blue,red,no signal
442,red,blue,red,no signal
443,red,blue,red,no signal
444,red,blue,red,no signal
445,red,blue,red,no signal
446,red,blue,red,no signal
447,red,blue,red,no signal
448,red,blue,red,no signal
449,red,blue,red,no signal
450,red,yellow,red,no signal
451,red,yellow,red,no signal
452,red,yellow,red,no signal
453,red,red,red,no signal
454,red,red,red,no signal
455,blue,red,blue,no signal
456,blue,red,blue,no signal
457,blue,red,blue,no signal
458,blue,red,blue,no signal
459,blue,red,blue,no signal
460,blue,red,blue,no signal
461,blue,red,blue,no signal
462,blue,red,blue,no signal
463,blue,red,blue,no signal
464,blue,red,blue,no signal
465,blue,red,blue,no signal
466,blue,red,blue,no signal
467,blue,red,blue,no signal
468,blue,red,blue,no signal
469,blue,red,blue,no signal
470,blue,red,blue,no signal
471,blue,red,blue,no signal
472,blue,red,blue,no signal
473,blue,red,blue,no signal
474,blue,red,blue,no signal
475,blue,red,blue,no signal
476,blue,red,blue,no signal
477,blue,red,blue,no signal
478,blue,red,blue,no signal
479,blue,red,blue,no signal
480,blue,red,blue,no signal
481,blue,red,blue,no signal
482,blue,red,blue,no signal
483,blue,red,blue,no signal
484,blue,red,blue,no signal
485,blue,red,blue,no signal
486,blue,red,blue,no signal
487,blue,red,blue,no signal
488,blue,red,blue,no signal
489,blue,red,blue,no signal
490,blue,red,blue,no signal
491,blue,red,blue,no signal
492,blue,red,blue,no signal
493,blue,red,blue,no signal
494,yellow,red,yellow,no signal
495,yellow,red,yellow,no signal
496,yellow,red,yellow,no signal
497,yellow,red,yellow,no signal
498,red,red,red,no signal
499,red,red,red,no signal
500,red,red,red,no signal
501,red,blue,red,no signal
502,red,blue,red,no signal
503,red,blue,red,no signal
504,red,blue,red,no signal
505,red,blue,red,no signal
506,red,blue,red,no signal
507,red,blue,red,no signal
508,red,blue,red,no signal
509,red,blue,red,no signal
510,red,blue,red,no signal
511,red,blue,red,no signal
512,red,blue,red,no signal
513,red,blue,red,no signal
514,red,blue,red,no signal
515,red,yellow,red,no signal
516,red,yellow,red,no signal
517,red,yellow,red,no signal
518,red,red,red,no signal
519,red,red,red,no signal
520,blue,red,blue,no signal
521,blue,red,blue,no signal
522,blue,red,blue,no signal
523,blue,red,blue,no signal
524,blue,red,blue,no signal
525,blue,red,blue,no signal
526,blue,red,blue,no signal
527,blue,red,blue,no signal
528,blue,red,blue,no signal
529,blue,red,blue,no signal
530,blue,red,blue,no signal
531,blue,red,blue,no signal
532,blue,red,blue,no signal
533,blue,red,blue,no signal
534,blue,red,blue,no signal
535,blue,red,blue,no signal
536,blue,red,blue,no signal
537,blue,red,blue,no signal
538,blue,red,blue,no signal
539,blue,red,blue,no signal
540,blue,red,blue,no signal
541,blue,red,blue,no signal
542,blue,red,blue,no signal
543,blue,red,blue,no signal
544,blue,red,blue,no signal
545,blue,red,blue,no signal
546,blue,red,blue,no signal
547,blue,red,blue,no signal
548,blue,red,blue,no signal
549,blue,red,blue,no signal
550,blue,red,blue,no signal
551,blue,red,blue,no signal
552,blue,red,blue,no signal
553,blue,red,blue,no signal
554,blue,red,blue,no signal
555,blue,red,blue,no signal
556,blue,red,blue,no signal
557,blue,red,blue,no signal
558,blue,red,blue,no signal
559,yellow,red,yellow,no signal
560,yellow,red,yellow,no signal
561,yellow,red,yellow,no signal
562,yellow,red,yellow,no signal
563,red,red,red,no signal
564,red,red,red,no signal
565,red,red,red,no signal
566,red,blue,red,no signal
567,red,blue,red,no signal
568,red,blue,red,no signal
569,red,blue,red,no signal
570,red,blue,red,no signal
571,red,blue,red,no signal
572,red,blue,red,no signal
573,red,blue,red,no signal
574,red,blue,red,no signal
575,red,blue,red,no signal
576,red,blue,red,no signal
577,red,blue,red,no signal
578,red,blue,red,no signal
579,red,blue,red,no signal
580,red,yellow,red,no signal
581,red,yellow,red,no signal
582,red,yellow,red,no signal
583,red,red,red,no signal
584,red,red,red,no signal
585,blue,red,blue,no signal
586,blue,red,blue,no signal
587,blue,red,blue,no signal
588,blue,red,blue,no signal
589,blue,red,blue,no signal
590,blue,red,blue,no signal
591,blue,red,blue,no signal
592,blue,red,blue,no signal
593,blue,red,blue,no signal
594,blue,red,blue,no signal
595,blue,red,blue,no signal
596,blue,red,blue,no signal
597,blue,red,blue,no signal
598,blue,red,blue,no signal
599,blue,red,blue,no signal
600,blue,red,blue,no signal
601,blue,red,blue,no signal
602,blue,red,blue,no signal
603,blue,red,blue,no signal
604,blue,red,blue,no signal
605,blue,red,blue,no signal
606,blue,red,blue,no signal
607,blue,red,blue,no signal
608,blue,red,blue,no signal
609,blue,red,blue,no signal
610,blue,red,blue,no signal
611,blue,red,blue,no signal
612,blue,red,blue,no signal
613,blue,red,blue,no signal
614,blue,red,blue,no signal
615,blue,red,blue,no signal
616,blue,red,blue,no signal
617,blue,red,blue,no signal
618,blue,red,blue,no signal
619,blue,red,blue,no signal
620,blue,red,blue,no signal
621,blue,red,blue,no signal
622,blue,red,blue,no signal
623,blue,red,blue,no signal
624,yellow,red,yellow,no signal
625,yellow,red,yellow,no signal
626,yellow,red,yellow,no signal
627,yellow,red,yellow,no signal
628,red,red,red,no signal
629,red,red,red,no signal
630,red,red,red,no signal
631,red,blue,red,no signal
632,red,blue,red,no signal
633,red,blue,red,no signal
634,red,blue,red,no signal
635,red,blue,red,no signal
636,red,blue,red,no signal
637,red,blue,red,no signal
638,red,blue,red,no signal
639,red,blue,red,no signal
640,red,blue,red,no signal
641,red,blue,red,no signal
642,red,blue,red,no signal
643,red,blue,red,no signal
644,red,blue,red,no signal
645,red,yellow,red,no signal
646,red,yellow,red,no signal
647,red,yellow,red,no signal
648,red,red,red,no signal
649,red,red,red,no signal
650,blue,red,blue,no signal
651,blue,red,blue,no signal
652,blue,red,blue,no signal
653,blue,red,blue,no signal
654,blue,red,blue,no signal
655,blue,red,blue,no signal
656,blue,red,blue,no signal
657,blue,red,blue,no signal
658,blue,red,blue,no signal
659,blue,red,blue,no signal
660,blue,red,blue,no signal
661,blue,red,blue,no signal
662,blue,red,blue,no signal
663,blue,red,blue,no signal
664,blue,red,blue,no signal
665,blue,red,blue,no signal
666,blue,red,blue,no signal
667,blue,red,blue,no signal
668,blue,red,blue,no signal
669,blue,red,blue,no signal
670,blue,red,blue,no signal
671,blue,red,blue,no signal
672,blue,red,blue,no signal
673,blue,red,blue,no signal
674,blue,red,blue,no signal
675,blue,red,blue,no signal
676,blue,red,blue,no signal
677,blue,red,blue,no signal
678,blue,red,blue,no signal
679,blue,red,blue,no signal
680,blue,red,blue,no signal
681,blue,red,blue,no signal
682,blue,red,blue,no signal
683,blue,red,blue,no signal
684,blue,red,blue,no signal
685,blue,red,blue,no signal
686,blue,red,blue,no signal
687,blue,red,blue,no signal
688,blue,red,blue,no signal
689,yellow,red,yellow,no signal
690,yellow,red,yellow,no signal
691,yellow,red,yellow,no signal
692,yellow,red,yellow,no signal
693,red,red,red,no signal
694,red,red,red,no signal
695,red,red,red,no signal
696,red,blue,red,no signal
697,red,blue,red,no signal
698,red,blue,red,no signal
699,red,blue,red,no signal
700,red,blue,red,no signal
701,red,blue,red,no signal
702,red,blue,red,no signal
703,red,blue,red,no signal
704,red,blue,red,no signal
705,red,blue,red,no signal
706,red,blue,red,no signal
707,red,blue,red,no signal
708,red,blue,red,no signal
709,red,blue,red,no signal
710,red,yellow,red,no signal
711,red,yellow,red,no signal
712,red,yellow,red,no signal
713,red,red,red,no signal
714,red,red,red,no signal
715,blue,red,blue,no signal
716,blue,red,blue,no signal
717,blue,red,blue,no signal
718,blue,red,blue,no signal
719,blue,red,blue,no signal
720,blue,red,blue,no signal
721,blue,red,blue,no signal
722,blue,red,blue,no signal
723,blue,red,blue,no signal
724,blue,red,blue,no signal
725,blue,red,blue,no signal
726,blue,red,blue,no signal
727,blue,red,blue,no signal
728,blue,red,blue,no signal
729,blue,red,blue,no signal
730,blue,red,blue,no signal
731,blue,red,blue,no signal
732,blue,red,blue,no signal
733,blue,red,blue,no signal
734,blue,red,blue,no signal
735,blue,red,blue,no signal
736,blue,red,blue,no signal
737,blue,red,blue,no signal
738,blue,red,blue,no signal
739,blue,red,blue,no signal
740,blue,red,blue,no signal
741,blue,red,blue,no signal
742,blue,red,blue,no signal
743,blue,red,blue,no signal
744,blue,red,blue,no signal
745,blue,red,blue,no signal
746,blue,red,blue,no signal
747,blue,red,blue,no signal
748,blue,red,blue,no signal
749,blue,red,blue,no signal
750,blue,red,blue,no signal
751,blue,red,blue,no signal
752,blue,red,blue,no signal
753,blue,red,blue,no signal
754,yellow,red,yellow,no signal
755,yellow,red,yellow,no signal
756,yellow,red,yellow,no signal
757,yellow,red,yellow,no signal
758,red,red,red,no signal
759,red,red,red,no signal
760,red,red,red,no signal
761,red,blue,red,no signal
762,red,blue,red,no signal
763,red,blue,red,no signal
764,red,blue,red,no signal
765,red,blue,red,no signal
766,red,blue,red,no signal
767,red,blue,red,no signal
768,red,blue,red,no signal
769,red,blue,red,no signal
770,red,blue,red,no signal
771,red,blue,red,no signal
772,red,blue,red,no signal
773,red,blue,red,no signal
774,red,blue,red,no signal
775,red,yellow,red,no signal
776,red,yellow,red,no signal
777,red,yellow,red,no signal
778,red,red,red,no signal
779,red,red,red,no signal
780,blue,red,blue,no signal
781,blue,red,blue,no signal
782,blue,red,blue,no signal
783,blue,red,blue,no signal
784,blue,red,blue,no signal
785,blue,red,blue,no signal
786,blue,red,blue,no signal
787,blue,red,blue,no signal
788,blue,red,blue,no signal
789,blue,red,blue,no signal
790,blue,red,blue,no signal
791,blue,red,blue,no signal
792,blue,red,blue,no signal
793,blue,red,blue,no signal
794,blue,red,blue,no signal
795,blue,red,blue,no signal
796,blue,red,blue,no signal
797,blue,red,blue,no signal
798,blue,red,blue,no signal
799,blue,red,blue,no signal
800,blue,red,blue,no signal
801,blue,red,blue,no signal
802,blue,red,blue,no signal
803,blue,red,blue,no signal
804,blue,red,blue,no signal
805,blue,red,blue,no signal
806,blue,red,blue,no signal
807,blue,red,blue,no signal
808,blue,red,blue,no signal
809,blue,red,blue,no signal
810,blue,red,blue,no signal
811,blue,red,blue,no signal
812,blue,red,blue,no signal
813,blue,red,blue,no signal
814,blue,red,blue,no signal
815,blue,red,blue,no signal
816,blue,red,blue,no signal
817,blue,red,blue,no signal
818,blue,red,blue,no signal
819,yellow,red,yellow,no signal
820,yellow,red,yellow,no signal
821,yellow,red,yellow,no signal
822,yellow,red,yellow,no signal
823,red,red,red,no signal
824,red,red,red,no signal
825,red,red,red,no signal
826,red,blue,red,no signal
827,red,blue,red,no signal
828,red,blue,red,no signal
829,red,blue,red,no signal
830,red,blue,red,no signal
831,red,blue,red,no signal
832,red,blue,red,no signal
833,red,blue,red,no signal
834,red,blue,red,no signal
835,red,blue,red,no signal
836,red,blue,red,no signal
837,red,blue,red,no signal
838,red,blue,red,no signal
839,red,blue,red,no signal
840,red,yellow,red,no signal
841,red,yellow,red,no signal
842,red,yellow,red,no signal
843,red,red,red,no signal
844,red,red,red,no signal
845,blue,red,blue,no signal
846,blue,red,blue,no signal
847,blue,red,blue,no signal
848,blue,red,blue,no signal
849,blue,red,blue,no signal
850,blue,red,blue,no signal
851,blue,red,blue,no signal
852,blue,red,blue,no signal
853,blue,red,blue,no signal
854,blue,red,blue,no signal
855,blue,red,blue,no signal
856,blue,red,blue,no signal
857,blue,red,blue,no signal
858,blue,red,blue,no signal
859,blue,red,blue,no signal
860,blue,red,blue,no signal
861,blue,red,blue,no signal
862,blue,red,blue,no signal
863,blue,red,blue,no signal
864,blue,red,blue,no signal
865,blue,red,blue,no signal
866,blue,red,blue,no signal
867,blue,red,blue,no signal
868,blue,red,blue,no signal
869,blue,red,blue,no signal
870,blue,red,blue,no signal
871,blue,red,blue,no signal
872,blue,red,blue,no signal
873,blue,red,blue,no signal
874,blue,red,blue,no signal
875,blue,red,blue,no signal
876,blue,red,blue,no signal
877,blue,red,blue,no signal
878,blue,red,blue,no signal
879,blue,red,blue,no signal
880,blue,red,blue,no signal
881,blue,red,blue,no signal
882,blue,red,blue,no signal
883,blue,red,blue,no signal
884,yellow,red,yellow,no signal
885,yellow,red,yellow,no signal
886,yellow,red,yellow,no signal
887,yellow,red,yellow,no signal
888,red,red,red,no signal
889,red,red,red,no signal
890,red,red,red,no signal
891,red,blue,red,no signal
892,red,blue,red,no signal
893,red,blue,red,no signal
894,red,blue,red,no signal
895,red,blue,red,no signal
896,red,blue,red,no signal
897,red,blue,red,no signal
898,red,blue,red,no signal
899,red,blue,red,no signal
900,red,blue,red,no signal
901,red,blue,red,no signal
902,red,blue,red,no signal
903,red,blue,red,no signal
904,red,blue,red,no signal
905,red,yellow,red,no signal
906,red,yellow,red,no signal
907,red,yellow,red,no signal
908,red,red,red,no signal
909,red,red,red,no signal
910,blue,red,blue,no signal
911,blue,red,blue,no signal
912,blue,red,blue,no signal
913,blue,red,blue,no signal
914,blue,red,blue,no signal
915,blue,red,blue,no signal
916,blue,red,blue,no signal
917,blue,red,blue,no signal
918,blue,red,blue,no signal
919,blue,red,blue,no signal
920,blue,red,blue,no signal
921,blue,red,blue,no signal
922,blue,red,blue,no signal
923,blue,red,blue,no signal
924,blue,red,blue,no signal
925,blue,red,blue,no signal
926,blue,red,blue,no signal
927,blue,red,blue,no signal
928,blue,red,blue,no signal
929,blue,red,blue,no signal
930,blue,red,blue,no signal
931,blue,red,blue,no signal
932,blue,red,blue,no signal
933,blue,red,blue,no signal
934,blue,red,blue,no signal
935,blue,red,blue,no signal
936,blue,red,blue,no signal
937,blue,red,blue,no signal
938,blue,red,blue,no signal
939,blue,red,blue,no signal
940,blue,red,blue,no signal
941,blue,red,blue,no signal
942,blue,red,blue,no signal
943,blue,red,blue,no signal
944,blue,red,blue,no signal
945,blue,red,blue,no signal
946,blue,red,blue,no signal
947,blue,red,blue,no signal
948,blue,red,blue,no signal
949,yellow,red,yellow,no signal
950,yellow,red,yellow,no signal
951,yellow,red,yellow,no signal
952,yellow,red,yellow,no signal
953,red,red,red,no signal
954,red,red,red,no signal
955,red,red,red,no signal
956,red,blue,red,no signal
957,red,blue,red,no signal
958,red,blue,red,no signal
959,red,blue,red,no signal
960,red,blue,red,no signal
961,red,blue,red,no signal
962,red,blue,red,no signal
963,red,blue,red,no signal
964,red,blue,red,no signal
965,red,blue,red,no signal
966,red,blue,red,no signal
967,red,blue,red,no signal
968,red,blue,red,no signal
969,red,blue,red,no signal
970,red,yellow,red,no signal
971,red,yellow,red,no signal
972,red,yellow,red,no signal
973,red,red,red,no signal
974,red,red,red,no signal
975,blue,red,blue,no signal
976,blue,red,blue,no signal
977,blue,red,blue,no signal
978,blue,red,blue,no signal
979,blue,red,blue,no signal
980,blue,red,blue,no signal
981,blue,red,blue,no signal
982,blue,red,blue,no signal
983,blue,red,blue,no signal
984,blue,red,blue,no signal
985,blue,red,blue,no signal
986,blue,red,blue,no signal
987,blue,red,blue,no signal
988,blue,red,blue,no signal
989,blue,red,blue,no signal
990,blue,red,blue,no signal
991,blue,red,blue,no signal
992,blue,red,blue,no signal
993,blue,red,blue,no signal
994,blue,red,blue,no signal
995,blue,red,blue,no signal
996,blue,red,blue,no signal
997,blue,red,blue,no signal
998,blue,red,blue,no signal
999,blue,red,blue,no signal
1000,blue,red,blue,no signal
1001,blue,red,blue,no signal
