Time,Mean,Mean+SD,Mean-SD,SD
1,0.009000,0.009000,0.009000,0.000000
2,0.009004,0.009004,0.009004,0.000000
3,0.009008,0.009008,0.009008,0.000000
4,0.009012,0.009012,0.009012,0.000000
5,0.009015,0.009015,0.009015,0.000000
6,0.009019,0.009019,0.009019,0.000000
7,0.009023,0.009023,0.009023,0.000000
8,0.009027,0.009027,0.009027,0.000000
9,0.009031,0.009031,0.009031,0.000000
10,0.009035,0.009035,0.009035,0.000000
11,0.009039,0.009039,0.009039,0.000000
12,0.009043,0.009043,0.009043,0.000000
13,0.009047,0.009047,0.009047,0.000000
14,0.009050,0.009050,0.009050,0.000000
15,0.009053,0.009053,0.009053,0.000000
16,0.009055,0.009056,0.009055,0.000000
17,0.009058,0.009058,0.009058,0.000000
18,0.009062,0.009062,0.009062,0.000000
19,0.009066,0.009066,0.009066,0.000000
20,0.009069,0.009069,0.009069,0.000000
21,0.009070,0.009070,0.009070,0.000000
22,0.009074,0.009074,0.009074,0.000000
23,0.009077,0.009077,0.009077,0.000000
24,0.009078,0.009078,0.009078,0.000000
25,0.009082,0.009082,0.009082,0.000000
26,0.009085,0.009085,0.009085,0.000000
27,0.009086,0.009086,0.009086,0.000000
28,0.009090,0.009090,0.009090,0.000000
29,0.009093,0.009093,0.009093,0.000000
30,0.009094,0.009094,0.009094,0.000000
31,0.009097,0.009097,0.009097,0.000000
32,0.009098,0.009098,0.009098,0.000000
33,0.009101,0.009101,0.009101,0.000000
34,0.009102,0.009102,0.009102,0.000000
35,0.009105,0.009105,0.009105,0.000000
36,0.009106,0.009106,0.009106,0.000000
37,0.009109,0.009109,0.009109,0.000000
38,0.009110,0.009110,0.009110,0.000000
39,0.009113,0.009113,0.009113,0.000000
40,0.009114,0.009114,0.009114,0.000000
41,0.009117,0.009117,0.009117,0.000000
42,0.009119,0.009119,0.009119,0.000000
43,0.009122,0.009122,0.009122,0.000000
44,0.009123,0.009123,0.009123,0.000000
45,0.009125,0.009125,0.009125,0.000000
46,0.009128,0.009128,0.009128,0.000000
47,0.009133,0.009133,0.009133,0.000000
48,0.009137,0.009138,0.009137,0.000000
49,0.009142,0.009142,0.009142,0.000000
50,0.009146,0.009146,0.009146,0.000000
51,0.009150,0.009150,0.009150,0.000000
52,0.009154,0.009154,0.009154,0.000000
53,0.009158,0.009158,0.009158,0.000000
54,0.009163,0.009163,0.009163,0.000000
55,0.009168,0.009168,0.009168,0.000000
56,0.009172,0.009172,0.009172,0.000000
57,0.009176,0.009176,0.009176,0.000000
58,0.009181,0.009181,0.009181,0.000000
59,0.009185,0.009185,0.009185,0.000000
60,0.009190,0.009190,0.009190,0.000000
61,0.009194,0.009194,0.009194,0.000000
62,0.009199,0.009199,0.009199,0.000000
63,0.009203,0.009203,0.009203,0.000000
64,0.009208,0.009208,0.009208,0.000000
65,0.009213,0.009213,0.009213,0.000000
66,0.009218,0.009218,0.009218,0.000000
67,0.009223,0.009223,0.009223,0.000000
68,0.009227,0.009227,0.009227,0.000000
69,0.009232,0.009232,0.009232,0.000000
70,0.009237,0.009237,0.009237,0.000000
71,0.009242,0.009242,0.009242,0.000000
72,0.009247,0.009247,0.009247,0.000000
73,0.009252,0.009252,0.009252,0.000000
74,0.009257,0.009257,0.009257,0.000000
75,0.009262,0.009262,0.009262,0.000000
76,0.009267,0.009267,0.009267,0.000000
77,0.009273,0.009273,0.009273,0.000000
78,0.009278,0.009278,0.009278,0.000000
79,0.009283,0.009283,0.009283,0.000000
80,0.009289,0.009289,0.009289,0.000000
81,0.009295,0.009295,0.009295,0.000000
82,0.009300,0.009300,0.009300,0.000000
83,0.009306,0.009306,0.009306,0.000000
84,0.009311,0.009311,0.009311,0.000000
85,0.009317,0.009317,0.009317,0.000000
86,0.009324,0.009324,0.009324,0.000000
87,0.009330,0.009330,0.009330,0.000000
88,0.009337,0.009337,0.009337,0.000000
89,0.009343,0.009343,0.009343,0.000000
90,0.009350,0.009350,0.009350,0.000000
91,0.009357,0.009357,0.009357,0.000000
92,0.009364,0.009364,0.009364,0.000000
93,0.009371,0.009371,0.009371,0.000000
94,0.009377,0.009377,0.009377,0.000000
95,0.009384,0.009384,0.009384,0.000000
96,0.009391,0.009391,0.009391,0.000000
97,0.009398,0.009398,0.009398,0.000000
98,0.009405,0.009405,0.009405,0.000000
99,0.009412,0.009412,0.009411,0.000000
100,0.009419,0.009419,0.009418,0.000000
101,0.009426,0.009426,0.009426,0.000000
102,0.009432,0.009432,0.009432,0.000000
103,0.009439,0.009439,0.009439,0.000000
104,0.009446,0.009446,0.009446,0.000000
105,0.009454,0.009454,0.009454,0.000000
106,0.009461,0.009461,0.009461,0.000000
107,0.009469,0.009469,0.009468,0.000000
108,0.009476,0.009476,0.009476,0.000000
109,0.009483,0.009483,0.009483,0.000000
110,0.009490,0.009490,0.009490,0.000000
111,0.009497,0.009497,0.009497,0.000000
