Time,Mean,Mean+SD,Mean-SD,SD
1,0.005143,0.005143,0.005143,0.000000
2,0.005143,0.005143,0.005143,0.000000
3,0.005143,0.005143,0.005143,0.000000
4,0.005143,0.005143,0.005143,0.000000
5,0.005143,0.005143,0.005143,0.000000
6,0.005143,0.005143,0.005143,0.000000
7,0.005143,0.005143,0.005143,0.000000
8,0.005143,0.005143,0.005143,0.000000
9,0.005143,0.005143,0.005143,0.000000
10,0.005143,0.005143,0.005143,0.000000
11,0.005143,0.005143,0.005143,0.000000
12,0.005143,0.005143,0.005143,0.000000
13,0.005143,0.005143,0.005143,0.000000
14,0.005143,0.005143,0.005143,0.000000
15,0.005144,0.005144,0.005144,0.000000
16,0.005145,0.005145,0.005145,0.000000
17,0.005145,0.005145,0.005145,0.000000
18,0.005145,0.005145,0.005145,0.000000
19,0.005145,0.005145,0.005145,0.000000
20,0.005147,0.005147,0.005147,0.000000
21,0.005147,0.005147,0.005147,0.000000
22,0.005147,0.005147,0.005147,0.000000
23,0.005147,0.005147,0.005147,0.000000
24,0.005149,0.005149,0.005149,0.000000
25,0.005149,0.005149,0.005149,0.000000
26,0.005149,0.005149,0.005149,0.000000
27,0.005151,0.005151,0.005151,0.000000
28,0.005151,0.005151,0.005151,0.000000
29,0.005151,0.005151,0.005151,0.000000
30,0.005153,0.005153,0.005153,0.000000
31,0.005153,0.005153,0.005153,0.000000
32,0.005154,0.005154,0.005154,0.000000
33,0.005154,0.005154,0.005154,0.000000
34,0.005155,0.005155,0.005155,0.000000
35,0.005155,0.005155,0.005155,0.000000
36,0.005156,0.005156,0.005156,0.000000
37,0.005157,0.005157,0.005157,0.000000
38,0.005157,0.005157,0.005157,0.000000
39,0.005158,0.005158,0.005158,0.000000
40,0.005158,0.005158,0.005158,0.000000
41,0.005160,0.005160,0.005160,0.000000
42,0.005159,0.005159,0.005159,0.000000
43,0.005161,0.005161,0.005161,0.000000
44,0.005161,0.005161,0.005161,0.000000
45,0.005163,0.005163,0.005163,0.000000
46,0.005163,0.005163,0.005163,0.000000
47,0.005165,0.005165,0.005165,0.000000
48,0.005165,0.005165,0.005165,0.000000
49,0.005167,0.005167,0.005167,0.000000
50,0.005167,0.005167,0.005167,0.000000
51,0.005170,0.005170,0.005170,0.000000
52,0.005170,0.005170,0.005170,0.000000
53,0.005172,0.005172,0.005172,0.000000
54,0.005174,0.005174,0.005174,0.000000
55,0.005174,0.005174,0.005174,0.000000
56,0.005175,0.005175,0.005175,0.000000
57,0.005176,0.005176,0.005176,0.000000
58,0.005174,0.005174,0.005174,0.000000
59,0.005173,0.005173,0.005173,0.000000
60,0.005172,0.005172,0.005172,0.000000
61,0.005171,0.005171,0.005171,0.000000
62,0.005170,0.005170,0.005170,0.000000
63,0.005169,0.005169,0.005169,0.000000
64,0.005168,0.005168,0.005168,0.000000
65,0.005167,0.005167,0.005167,0.000000
66,0.005166,0.005166,0.005166,0.000000
67,0.005165,0.005165,0.005165,0.000000
68,0.005185,0.005185,0.005185,0.000000
69,0.005206,0.005206,0.005206,0.000000
70,0.005227,0.005227,0.005227,0.000000
71,0.005243,0.005243,0.005243,0.000000
72,0.005258,0.005258,0.005257,0.000000
73,0.005272,0.005272,0.005272,0.000000
74,0.005286,0.005286,0.005286,0.000000
75,0.005301,0.005301,0.005301,0.000000
76,0.005314,0.005314,0.005313,0.000000
77,0.005321,0.005321,0.005321,0.000000
78,0.005327,0.005327,0.005326,0.000000
79,0.005332,0.005333,0.005332,0.000000
80,0.005340,0.005340,0.005339,0.000000
81,0.005347,0.005347,0.005347,0.000000
82,0.005353,0.005353,0.005352,0.000000
83,0.005358,0.005359,0.005358,0.000000
84,0.005364,0.005364,0.005364,0.000000
85,0.005370,0.005370,0.005370,0.000000
86,0.005376,0.005376,0.005375,0.000000
87,0.005373,0.005373,0.005373,0.000000
88,0.005369,0.005369,0.005369,0.000000
89,0.005363,0.005363,0.005363,0.000000
90,0.005358,0.005358,0.005358,0.000000
91,0.005352,0.005353,0.005352,0.000000
92,0.005346,0.005347,0.005346,0.000000
93,0.005348,0.005348,0.005348,0.000000
94,0.005342,0.005343,0.005342,0.000000
95,0.005344,0.005344,0.005344,0.000000
96,0.005344,0.005344,0.005344,0.000000
97,0.005338,0.005338,0.005338,0.000000
98,0.005340,0.005340,0.005340,0.000000
99,0.005340,0.005340,0.005340,0.000000
100,0.005340,0.005340,0.005340,0.000000
101,0.005342,0.005342,0.005342,0.000000
102,0.005342,0.005342,0.005342,0.000000
