Time,Mean,Mean+SD,Mean-SD,SD
1,0.002571,0.002571,0.002571,0.000000
2,0.002604,0.002604,0.002604,0.000000
3,0.002639,0.002639,0.002639,0.000000
4,0.002673,0.002673,0.002673,0.000000
5,0.002706,0.002706,0.002705,0.000000
6,0.002736,0.002737,0.002736,0.000001
7,0.002764,0.002765,0.002763,0.000001
8,0.002789,0.002790,0.002788,0.000001
9,0.002812,0.002813,0.002810,0.000001
10,0.002832,0.002834,0.002830,0.000002
11,0.002849,0.002851,0.002847,0.000002
12,0.002864,0.002866,0.002861,0.000002
13,0.002875,0.002877,0.002872,0.000002
14,0.002884,0.002887,0.002882,0.000002
15,0.002891,0.002894,0.002889,0.000003
16,0.002897,0.002900,0.002894,0.000003
17,0.002901,0.002904,0.002899,0.000003
18,0.002905,0.002908,0.002902,0.000003
19,0.002908,0.002910,0.002905,0.000003
20,0.002910,0.002913,0.002907,0.000003
21,0.002911,0.002914,0.002908,0.000003
22,0.002913,0.002916,0.002910,0.000003
23,0.002914,0.002917,0.002911,0.000003
24,0.002915,0.002918,0.002912,0.000003
25,0.002915,0.002918,0.002912,0.000003
26,0.002916,0.002919,0.002913,0.000003
27,0.002916,0.002919,0.002913,0.000003
28,0.002917,0.002920,0.002914,0.000003
29,0.002917,0.002920,0.002914,0.000003
30,0.002917,0.002920,0.002914,0.000003
31,0.002917,0.002920,0.002914,0.000003
32,0.002917,0.002920,0.002914,0.000003
33,0.002917,0.002920,0.002914,0.000003
34,0.002917,0.002920,0.002914,0.000003
35,0.002917,0.002920,0.002914,0.000003
36,0.002917,0.002920,0.002914,0.000003
37,0.002917,0.002920,0.002914,0.000003
38,0.002917,0.002920,0.002914,0.000003
39,0.002917,0.002920,0.002914,0.000003
40,0.002917,0.002920,0.002914,0.000003
41,0.002917,0.002920,0.002914,0.000003
42,0.002917,0.002920,0.002914,0.000003
43,0.002917,0.002920,0.002914,0.000003
44,0.002917,0.002920,0.002914,0.000003
45,0.002917,0.002920,0.002914,0.000003
46,0.002917,0.002920,0.002914,0.000003
47,0.002917,0.002920,0.002914,0.000003
48,0.002917,0.002920,0.002914,0.000003
49,0.002917,0.002920,0.002914,0.000003
50,0.002918,0.002921,0.002915,0.000003
51,0.002918,0.002921,0.002915,0.000003
52,0.002918,0.002921,0.002915,0.000003
53,0.002918,0.002921,0.002915,0.000003
54,0.002918,0.002921,0.002915,0.000003
55,0.002918,0.002921,0.002915,0.000003
56,0.002918,0.002921,0.002915,0.000003
57,0.002918,0.002921,0.002915,0.000003
58,0.002918,0.002921,0.002915,0.000003
59,0.002918,0.002921,0.002915,0.000003
60,0.002918,0.002921,0.002915,0.000003
61,0.002918,0.002921,0.002915,0.000003
62,0.002918,0.002921,0.002915,0.000003
63,0.002918,0.002921,0.002915,0.000003
64,0.002918,0.002922,0.002915,0.000003
65,0.002918,0.002922,0.002915,0.000003
66,0.002921,0.002924,0.002918,0.000003
67,0.002923,0.002927,0.002920,0.000003
68,0.002925,0.002928,0.002922,0.000003
69,0.002927,0.002930,0.002923,0.000003
70,0.002927,0.002930,0.002924,0.000003
71,0.002928,0.002931,0.002925,0.000003
72,0.002929,0.002932,0.002926,0.000003
73,0.002929,0.002932,0.002926,0.000003
74,0.002930,0.002933,0.002927,0.000003
75,0.002930,0.002933,0.002927,0.000003
76,0.002930,0.002933,0.002927,0.000003
77,0.002930,0.002934,0.002927,0.000003
78,0.002930,0.002934,0.002927,0.000003
79,0.002930,0.002934,0.002927,0.000003
80,0.002930,0.002934,0.002927,0.000003
81,0.002930,0.002934,0.002927,0.000003
82,0.002930,0.002934,0.002927,0.000003
83,0.002930,0.002934,0.002927,0.000003
84,0.002930,0.002934,0.002927,0.000003
85,0.002930,0.002934,0.002927,0.000003
86,0.002930,0.002934,0.002927,0.000003
87,0.002930,0.002934,0.002927,0.000003
88,0.002930,0.002934,0.002927,0.000003
89,0.002930,0.002934,0.002927,0.000003
90,0.002930,0.002934,0.002927,0.000003
91,0.002930,0.002934,0.002927,0.000003
92,0.002930,0.002934,0.002927,0.000003
93,0.002930,0.002934,0.002927,0.000003
94,0.002930,0.002934,0.002927,0.000003
95,0.002930,0.002934,0.002927,0.000003
96,0.002930,0.002934,0.002927,0.000003
97,0.002930,0.002934,0.002927,0.000003
98,0.002930,0.002934,0.002927,0.000003
99,0.002930,0.002934,0.002927,0.000003
100,0.002930,0.002934,0.002927,0.000003
101,0.002930,0.002934,0.002927,0.000003
102,0.002930,0.002934,0.002927,0.000003
103,0.002930,0.002934,0.002927,0.000003
104,0.002930,0.002934,0.002927,0.000003
105,0.002930,0.002934,0.002927,0.000003
106,0.002930,0.002934,0.002927,0.000003
107,0.002930,0.002934,0.002927,0.000003
108,0.002930,0.002934,0.002927,0.000003
109,0.002930,0.002934,0.002927,0.000003
110,0.002930,0.002934,0.002927,0.000003
111,0.002930,0.002934,0.002927,0.000003
112,0.002930,0.002934,0.002927,0.000003
113,0.002930,0.002934,0.002927,0.000003
114,0.002930,0.002934,0.002927,0.000003
115,0.002930,0.002934,0.002927,0.000003
116,0.002930,0.002934,0.002927,0.000003
117,0.002930,0.002934,0.002927,0.000003
118,0.002930,0.002934,0.002927,0.000003
119,0.002930,0.002934,0.002927,0.000003
