Time,inflow,outflow
1,0.000000,0.000000
2,0.000000,0.000000
3,0.000000,0.000000
4,0.000000,0.000000
5,0.000000,0.000000
6,0.000000,0.000000
7,36.000000,0.000000
8,0.000000,0.000000
9,36.000000,0.000000
10,0.000000,0.000000
11,72.000000,0.000000
12,36.000000,0.000000
13,36.000000,0.000000
14,36.000000,0.000000
15,36.000000,0.000000
16,72.000000,0.000000
17,72.000000,0.000000
18,72.000000,0.000000
19,72.000000,0.000000
20,72.000000,0.000000
21,72.000000,0.000000
22,72.000000,0.000000
23,72.000000,0.000000
24,72.000000,0.000000
25,72.000000,0.000000
26,72.000000,0.000000
27,72.000000,0.000000
28,72.000000,0.000000
29,72.000000,0.000000
30,72.000000,0.000000
31,72.000000,0.000000
32,72.000000,0.000000
33,72.000000,0.000000
34,72.000000,0.000000
35,72.000000,0.000000
36,72.000000,0.000000
37,72.000000,0.000000
38,72.000000,0.000000
39,72.000000,0.000000
40,72.000000,0.000000
41,72.000000,0.000000
42,72.000000,0.000000
43,72.000000,0.000000
44,72.000000,0.000000
45,72.000000,0.000000
46,72.000000,0.000000
47,72.000000,0.000000
48,72.000000,72.000000
49,72.000000,0.000000
50,72.000000,72.000000
51,72.000000,0.000000
52,72.000000,72.000000
53,72.000000,0.000000
54,72.000000,72.000000
55,72.000000,0.000000
56,72.000000,72.000000
57,72.000000,0.000000
58,72.000000,72.000000
59,72.000000,0.000000
60,72.000000,72.000000
61,72.000000,0.000000
62,72.000000,72.000000
63,72.000000,0.000000
64,72.000000,0.000000
65,72.000000,0.000000
66,72.000000,0.000000
67,72.000000,0.000000
68,72.000000,0.000000
69,72.000000,0.000000
70,72.000000,0.000000
71,72.000000,0.000000
72,72.000000,0.000000
73,72.000000,0.000000
74,72.000000,0.000000
75,72.000000,0.000000
76,72.000000,0.000000
77,72.000000,0.000000
78,72.000000,0.000000
79,72.000000,0.000000
80,72.000000,0.000000
81,72.000000,0.000000
82,72.000000,0.000000
83,72.000000,0.000000
84,72.000000,0.000000
85,72.000000,0.000000
86,72.000000,0.000000
87,72.000000,0.000000
88,72.000000,0.000000
89,72.000000,0.000000
90,78.000000,0.000000
91,72.000000,0.000000
92,72.000000,0.000000
93,72.000000,0.000000
94,72.000000,0.000000
95,78.000000,0.000000
96,72.000000,0.000000
97,72.000000,0.000000
98,72.000000,0.000000
99,78.000000,0.000000
100,72.000000,0.000000
101,72.000000,0.000000
102,72.000000,0.000000
103,78.000000,0.000000
104,72.000000,0.000000
105,72.000000,0.000000
106,78.000000,0.000000
107,72.000000,0.000000
108,72.000000,0.000000
109,78.000000,0.000000
110,72.000000,0.000000
111,72.000000,0.000000
112,78.000000,252.000000
113,72.000000,150.000000
114,72.000000,144.000000
115,78.000000,144.000000
116,72.000000,144.000000
117,78.000000,144.000000
118,72.000000,144.000000
119,78.000000,150.000000
120,72.000000,144.000000
121,78.000000,144.000000
122,72.000000,144.000000
123,78.000000,150.000000
124,72.000000,144.000000
125,78.000000,144.000000
126,78.000000,144.000000
127,78.000000,150.000000
128,78.000000,144.000000
129,78.000000,0.000000
130,84.000000,0.000000
131,84.000000,0.000000
132,84.000000,0.000000
133,84.000000,0.000000
134,90.000000,0.000000
135,90.000000,0.000000
136,90.000000,0.000000
137,90.000000,0.000000
138,96.000000,0.000000
139,96.000000,0.000000
140,96.000000,0.000000
141,96.000000,0.000000
142,96.000000,0.000000
143,102.000000,0.000000
144,102.000000,0.000000
145,102.000000,0.000000
146,102.000000,0.000000
147,102.000000,0.000000
148,108.000000,0.000000
149,108.000000,0.000000
150,108.000000,0.000000
151,108.000000,0.000000
152,108.000000,0.000000
153,108.000000,0.000000
154,108.000000,0.000000
155,108.000000,0.000000
156,108.000000,0.000000
157,108.000000,0.000000
158,108.000000,0.000000
159,114.000000,0.000000
160,114.000000,0.000000
161,114.000000,0.000000
162,114.000000,0.000000
163,114.000000,0.000000
164,114.000000,0.000000
165,114.000000,0.000000
166,114.000000,0.000000
167,114.000000,0.000000
168,114.000000,0.000000
169,114.000000,0.000000
170,114.000000,0.000000
171,114.000000,0.000000
172,114.000000,0.000000
173,114.000000,0.000000
174,114.000000,0.000000
175,114.000000,0.000000
176,114.000000,0.000000
177,114.000000,336.000000
178,114.000000,330.000000
179,108.000000,318.000000
180,108.000000,312.000000
181,114.000000,300.000000
182,114.000000,294.000000
183,114.000000,282.000000
184,114.000000,276.000000
185,114.000000,270.000000
186,108.000000,264.000000
187,108.000000,252.000000
188,108.000000,252.000000
189,108.000000,246.000000
190,108.000000,228.000000
191,108.000000,228.000000
192,108.000000,228.000000
193,108.000000,222.000000
194,108.000000,0.000000
195,108.000000,0.000000
196,108.000000,0.000000
197,108.000000,0.000000
198,108.000000,0.000000
199,108.000000,0.000000
200,108.000000,0.000000
201,114.000000,0.000000
202,114.000000,0.000000
203,114.000000,0.000000
204,114.000000,0.000000
205,114.000000,0.000000
206,114.000000,0.000000
207,114.000000,0.000000
208,114.000000,0.000000
209,114.000000,0.000000
210,114.000000,0.000000
211,114.000000,0.000000
212,114.000000,0.000000
213,120.000000,0.000000
214,120.000000,0.000000
215,120.000000,0.000000
216,120.000000,0.000000
217,120.000000,0.000000
218,120.000000,0.000000
219,120.000000,0.000000
220,120.000000,0.000000
221,120.000000,0.000000
222,120.000000,0.000000
223,120.000000,0.000000
224,126.000000,0.000000
225,126.000000,0.000000
226,126.000000,0.000000
227,126.000000,0.000000
228,126.000000,0.000000
229,126.000000,0.000000
230,126.000000,0.000000
231,126.000000,0.000000
232,126.000000,0.000000
233,126.000000,0.000000
234,126.000000,0.000000
235,126.000000,0.000000
236,90.000000,0.000000
237,90.000000,0.000000
238,90.000000,0.000000
239,90.000000,0.000000
240,90.000000,0.000000
241,90.000000,0.000000
242,90.000000,462.000000
243,90.000000,444.000000
244,126.000000,426.000000
245,132.000000,414.000000
246,132.000000,402.000000
247,132.000000,390.000000
248,138.000000,378.000000
249,138.000000,366.000000
250,138.000000,354.000000
