Time,inflow,outflow
1,0.000000,0.000000
2,0.000000,0.000000
3,0.000000,0.000000
4,0.000000,0.000000
5,0.000000,0.000000
6,0.000000,0.000000
7,0.000000,0.000000
8,0.000000,0.000000
9,12.000000,0.000000
10,0.000000,0.000000
11,0.000000,0.000000
12,12.000000,0.000000
13,0.000000,0.000000
14,12.000000,0.000000
15,42.000000,0.000000
16,12.000000,0.000000
17,0.000000,0.000000
18,12.000000,12.000000
19,42.000000,0.000000
20,12.000000,0.000000
21,0.000000,12.000000
22,54.000000,0.000000
23,0.000000,0.000000
24,12.000000,12.000000
25,54.000000,0.000000
26,0.000000,42.000000
27,162.000000,12.000000
28,12.000000,0.000000
29,54.000000,12.000000
30,36.000000,42.000000
31,12.000000,12.000000
32,54.000000,0.000000
33,12.000000,54.000000
34,54.000000,0.000000
35,108.000000,54.000000
36,174.000000,0.000000
37,108.000000,54.000000
38,150.000000,36.000000
39,132.000000,12.000000
40,108.000000,54.000000
41,150.000000,42.000000
42,150.000000,54.000000
43,162.000000,66.000000
44,162.000000,12.000000
45,162.000000,150.000000
46,162.000000,36.000000
47,162.000000,108.000000
48,162.000000,108.000000
49,162.000000,120.000000
50,162.000000,108.000000
51,162.000000,150.000000
52,162.000000,162.000000
53,162.000000,150.000000
54,162.000000,162.000000
55,162.000000,150.000000
56,168.000000,174.000000
57,162.000000,150.000000
58,162.000000,174.000000
59,162.000000,150.000000
60,162.000000,174.000000
61,168.000000,150.000000
62,162.000000,174.000000
63,162.000000,150.000000
64,162.000000,174.000000
65,162.000000,150.000000
66,168.000000,156.000000
67,162.000000,156.000000
68,186.000000,156.000000
69,0.000000,144.000000
70,0.000000,162.000000
71,0.000000,138.000000
72,0.000000,120.000000
73,852.000000,120.000000
74,774.000000,120.000000
75,702.000000,120.000000
76,642.000000,168.000000
77,588.000000,216.000000
78,534.000000,264.000000
79,492.000000,294.000000
80,450.000000,336.000000
81,420.000000,372.000000
82,384.000000,384.000000
83,360.000000,402.000000
84,330.000000,402.000000
85,312.000000,402.000000
86,288.000000,408.000000
87,270.000000,402.000000
88,258.000000,402.000000
89,240.000000,396.000000
90,228.000000,390.000000
91,222.000000,372.000000
92,210.000000,366.000000
93,198.000000,360.000000
94,192.000000,318.000000
95,186.000000,330.000000
96,180.000000,294.000000
97,174.000000,270.000000
98,168.000000,270.000000
99,162.000000,264.000000
100,162.000000,258.000000
101,156.000000,246.000000
102,150.000000,240.000000
103,150.000000,228.000000
104,144.000000,228.000000
105,144.000000,216.000000
106,144.000000,210.000000
107,138.000000,198.000000
108,138.000000,180.000000
109,138.000000,156.000000
110,138.000000,150.000000
111,138.000000,150.000000
112,132.000000,144.000000
113,132.000000,144.000000
114,132.000000,144.000000
115,132.000000,138.000000
116,132.000000,138.000000
117,0.000000,138.000000
118,0.000000,138.000000
119,0.000000,138.000000
120,0.000000,120.000000
121,804.000000,120.000000
122,762.000000,132.000000
123,726.000000,132.000000
124,702.000000,192.000000
125,666.000000,240.000000
126,642.000000,270.000000
127,612.000000,312.000000
128,594.000000,336.000000
129,564.000000,384.000000
130,540.000000,402.000000
131,516.000000,426.000000
132,492.000000,468.000000
133,486.000000,468.000000
134,468.000000,486.000000
135,444.000000,486.000000
136,426.000000,486.000000
137,408.000000,486.000000
138,414.000000,498.000000
139,396.000000,498.000000
140,390.000000,486.000000
141,384.000000,492.000000
142,372.000000,480.000000
143,360.000000,468.000000
144,354.000000,456.000000
145,342.000000,450.000000
146,342.000000,444.000000
147,348.000000,432.000000
148,342.000000,426.000000
149,342.000000,408.000000
150,342.000000,402.000000
151,348.000000,396.000000
152,354.000000,390.000000
153,348.000000,372.000000
154,336.000000,366.000000
155,336.000000,366.000000
156,330.000000,360.000000
157,330.000000,360.000000
158,318.000000,354.000000
159,324.000000,354.000000
160,318.000000,354.000000
161,306.000000,354.000000
162,300.000000,348.000000
163,294.000000,348.000000
164,288.000000,348.000000
165,288.000000,330.000000
166,282.000000,342.000000
167,264.000000,330.000000
168,270.000000,330.000000
169,258.000000,324.000000
170,264.000000,324.000000
171,258.000000,312.000000
172,252.000000,306.000000
173,252.000000,306.000000
174,246.000000,294.000000
175,216.000000,294.000000
176,216.000000,282.000000
177,222.000000,282.000000
178,222.000000,276.000000
179,222.000000,264.000000
180,240.000000,270.000000
181,246.000000,270.000000
182,246.000000,258.000000
183,252.000000,246.000000
184,252.000000,246.000000
185,252.000000,240.000000
186,252.000000,234.000000
187,246.000000,234.000000
188,240.000000,240.000000
189,0.000000,240.000000
190,0.000000,240.000000
191,0.000000,240.000000
192,0.000000,228.000000
193,1188.000000,204.000000
194,1056.000000,180.000000
195,948.000000,222.000000
196,864.000000,240.000000
197,780.000000,300.000000
198,714.000000,348.000000
199,648.000000,408.000000
200,594.000000,450.000000
201,540.000000,498.000000
202,498.000000,504.000000
203,456.000000,522.000000
204,420.000000,558.000000
205,390.000000,564.000000
206,360.000000,558.000000
207,336.000000,546.000000
208,312.000000,534.000000
209,294.000000,528.000000
210,276.000000,510.000000
211,258.000000,486.000000
212,246.000000,450.000000
213,228.000000,432.000000
214,222.000000,426.000000
215,210.000000,396.000000
216,198.000000,390.000000
217,192.000000,372.000000
218,186.000000,354.000000
219,180.000000,342.000000
220,174.000000,312.000000
221,168.000000,282.000000
222,162.000000,276.000000
223,162.000000,270.000000
224,156.000000,252.000000
225,150.000000,246.000000
226,150.000000,234.000000
227,144.000000,234.000000
228,144.000000,222.000000
229,144.000000,210.000000
230,138.000000,204.000000
231,138.000000,186.000000
232,138.000000,156.000000
233,138.000000,150.000000
234,138.000000,150.000000
235,132.000000,144.000000
236,132.000000,144.000000
237,0.000000,144.000000
238,0.000000,138.000000
239,0.000000,138.000000
240,0.000000,120.000000
241,906.000000,126.000000
242,876.000000,138.000000
243,864.000000,126.000000
244,840.000000,168.000000
245,810.000000,234.000000
246,762.000000,294.000000
247,732.000000,354.000000
248,690.000000,408.000000
249,660.000000,450.000000
250,630.000000,480.000000
