Time,inflow,outflow
1,888.000000,0.000000
2,912.000000,0.000000
3,912.000000,24.000000
4,912.000000,84.000000
5,912.000000,156.000000
6,912.000000,228.000000
7,912.000000,300.000000
8,912.000000,390.000000
9,912.000000,420.000000
10,912.000000,522.000000
11,912.000000,564.000000
12,912.000000,654.000000
13,912.000000,690.000000
14,912.000000,750.000000
15,912.000000,786.000000
16,912.000000,816.000000
17,912.000000,834.000000
18,912.000000,852.000000
19,912.000000,864.000000
20,912.000000,876.000000
21,912.000000,882.000000
22,912.000000,888.000000
23,912.000000,894.000000
24,912.000000,900.000000
25,912.000000,900.000000
26,912.000000,900.000000
27,912.000000,906.000000
28,912.000000,906.000000
29,912.000000,906.000000
30,912.000000,912.000000
31,912.000000,912.000000
32,912.000000,912.000000
33,912.000000,912.000000
34,912.000000,912.000000
35,912.000000,912.000000
36,912.000000,912.000000
37,912.000000,912.000000
38,912.000000,912.000000
39,912.000000,912.000000
40,912.000000,912.000000
41,912.000000,912.000000
42,912.000000,912.000000
43,912.000000,912.000000
44,912.000000,912.000000
45,912.000000,912.000000
46,912.000000,912.000000
47,912.000000,906.000000
48,912.000000,912.000000
49,912.000000,906.000000
50,912.000000,906.000000
51,912.000000,906.000000
52,912.000000,912.000000
53,912.000000,912.000000
54,912.000000,912.000000
55,912.000000,918.000000
56,912.000000,912.000000
57,912.000000,912.000000
58,912.000000,912.000000
59,912.000000,912.000000
60,912.000000,912.000000
61,912.000000,912.000000
62,912.000000,912.000000
63,912.000000,900.000000
64,912.000000,912.000000
65,912.000000,852.000000
66,912.000000,864.000000
67,912.000000,876.000000
68,912.000000,882.000000
69,912.000000,894.000000
70,912.000000,894.000000
71,912.000000,900.000000
72,912.000000,900.000000
73,912.000000,906.000000
74,912.000000,906.000000
75,912.000000,906.000000
76,912.000000,906.000000
77,912.000000,912.000000
78,912.000000,912.000000
79,912.000000,912.000000
80,912.000000,912.000000
81,912.000000,912.000000
82,912.000000,912.000000
83,912.000000,912.000000
84,912.000000,912.000000
85,912.000000,912.000000
86,912.000000,912.000000
87,912.000000,912.000000
88,912.000000,912.000000
89,912.000000,912.000000
90,912.000000,912.000000
91,912.000000,912.000000
92,912.000000,912.000000
93,912.000000,912.000000
94,912.000000,912.000000
95,912.000000,912.000000
96,912.000000,912.000000
97,912.000000,912.000000
98,912.000000,912.000000
99,912.000000,912.000000
100,912.000000,912.000000
101,912.000000,912.000000
102,912.000000,912.000000
103,912.000000,912.000000
104,912.000000,912.000000
105,912.000000,912.000000
106,912.000000,912.000000
107,912.000000,912.000000
108,912.000000,912.000000
109,912.000000,912.000000
110,912.000000,912.000000
111,912.000000,912.000000
112,912.000000,912.000000
113,912.000000,912.000000
114,912.000000,912.000000
115,912.000000,912.000000
116,912.000000,912.000000
117,912.000000,912.000000
118,912.000000,912.000000
119,912.000000,912.000000
120,912.000000,912.000000
121,912.000000,912.000000
122,912.000000,912.000000
123,912.000000,912.000000
124,912.000000,912.000000
125,912.000000,912.000000
126,912.000000,912.000000
127,912.000000,912.000000
128,912.000000,912.000000
129,912.000000,912.000000
130,912.000000,924.000000
131,912.000000,966.000000
132,912.000000,954.000000
133,912.000000,948.000000
134,912.000000,942.000000
135,912.000000,936.000000
136,912.000000,930.000000
137,912.000000,924.000000
138,912.000000,924.000000
139,912.000000,918.000000
140,912.000000,918.000000
141,912.000000,912.000000
142,912.000000,918.000000
143,912.000000,918.000000
144,912.000000,912.000000
145,912.000000,912.000000
146,912.000000,918.000000
147,912.000000,924.000000
148,912.000000,930.000000
149,912.000000,930.000000
150,912.000000,930.000000
151,912.000000,912.000000
152,912.000000,882.000000
153,912.000000,828.000000
154,912.000000,864.000000
155,912.000000,654.000000
156,912.000000,714.000000
157,912.000000,1188.000000
158,912.000000,786.000000
159,912.000000,816.000000
160,912.000000,834.000000
161,912.000000,1284.000000
162,912.000000,864.000000
163,912.000000,876.000000
164,912.000000,882.000000
165,912.000000,888.000000
166,912.000000,894.000000
167,912.000000,900.000000
168,912.000000,900.000000
169,912.000000,906.000000
170,912.000000,1338.000000
171,912.000000,906.000000
172,912.000000,906.000000
173,912.000000,912.000000
174,912.000000,912.000000
175,912.000000,912.000000
176,912.000000,912.000000
177,912.000000,912.000000
178,912.000000,900.000000
179,912.000000,906.000000
180,912.000000,918.000000
181,912.000000,924.000000
182,912.000000,918.000000
183,912.000000,912.000000
184,912.000000,912.000000
185,912.000000,906.000000
186,912.000000,900.000000
187,912.000000,900.000000
188,912.000000,912.000000
189,912.000000,900.000000
190,912.000000,918.000000
191,912.000000,906.000000
192,912.000000,882.000000
193,912.000000,846.000000
194,912.000000,858.000000
195,912.000000,870.000000
196,912.000000,882.000000
197,912.000000,888.000000
198,912.000000,894.000000
199,912.000000,894.000000
200,912.000000,900.000000
201,912.000000,900.000000
202,912.000000,906.000000
203,912.000000,906.000000
204,912.000000,906.000000
