Time,Mean,Mean+SD,Mean-SD,SD,Real
1,0.000000,0.000000,0.000000,0.000000,0.000000
2,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.000000,0.000000,0.000000,0.000000,0.000000
10,0.000000,0.000000,0.000000,0.000000,0.000000
11,0.000000,0.000000,0.000000,0.000000,0.000000
12,0.000000,0.000000,0.000000,0.000000,0.000000
13,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.000000,0.000000,0.000000,0.000000,0.000000
15,0.000000,0.000000,0.000000,0.000000,0.000000
16,0.000000,0.000000,0.000000,0.000000,0.000000
17,0.000000,0.000000,0.000000,0.000000,0.000000
18,0.000000,0.000000,0.000000,0.000000,0.000000
19,0.000000,0.000000,0.000000,0.000000,0.000000
20,0.000000,0.000000,0.000000,0.000000,0.000000
21,0.000000,0.000000,0.000000,0.000000,0.000000
22,0.000000,0.000000,0.000000,0.000000,0.000000
23,0.000000,0.000000,0.000000,0.000000,0.000000
24,0.000000,0.000000,0.000000,0.000000,0.000000
25,0.027778,0.027778,0.027778,0.000000,0.027778
26,0.023277,0.023502,0.023052,0.000000,0.027778
27,0.019505,0.019772,0.019238,0.000000,0.027778
28,0.016345,0.016618,0.016071,0.000000,0.027778
29,0.041474,0.041739,0.041209,0.000000,0.055556
30,0.034754,0.035156,0.034351,0.000000,0.055556
31,0.029122,0.029562,0.028683,0.000000,0.027778
32,0.052181,0.052619,0.051744,0.000000,0.055556
33,0.043726,0.044285,0.043166,0.000000,0.055556
34,0.036641,0.037228,0.036053,0.000000,0.055556
35,0.058481,0.059056,0.057906,0.000000,0.055556
36,0.049005,0.049681,0.048329,0.000000,0.055556
37,0.096620,0.097312,0.095928,0.000000,0.111111
38,0.108742,0.109716,0.107768,0.000001,0.111111
39,0.091122,0.092323,0.089921,0.000001,0.111111
40,0.104134,0.105382,0.102886,0.000002,0.111111
41,0.115038,0.116382,0.113695,0.000002,0.138889
42,0.151954,0.153415,0.150492,0.000002,0.166667
43,0.155109,0.156846,0.153372,0.000003,0.194444
44,0.157754,0.159676,0.155831,0.000004,0.166667
45,0.159969,0.162026,0.157913,0.000004,0.194444
46,0.161826,0.163983,0.159670,0.000005,0.166667
47,0.218938,0.221170,0.216705,0.000005,0.250000
48,0.266795,0.269373,0.264217,0.000007,0.277778
49,0.334675,0.337732,0.331619,0.000009,0.361111
50,0.363779,0.367509,0.360049,0.000014,0.388889
51,0.415944,0.420240,0.411648,0.000018,0.472222
52,0.431879,0.436811,0.426948,0.000024,0.555556
53,0.473010,0.478425,0.467595,0.000029,0.583333
54,0.479698,0.485638,0.473759,0.000035,0.583333
55,0.513080,0.519395,0.506766,0.000040,0.611111
56,0.513276,0.520005,0.506546,0.000045,0.666667
57,0.568995,0.576002,0.561988,0.000049,0.722222
58,0.560130,0.567595,0.552665,0.000056,0.694444
59,0.580479,0.588208,0.572751,0.000060,0.722222
60,0.569754,0.577757,0.561750,0.000064,0.694444
61,0.616321,0.624463,0.608179,0.000066,0.750000
62,0.627565,0.636021,0.619110,0.000071,0.750000
63,0.664766,0.673486,0.656045,0.000076,0.777778
64,0.668160,0.677238,0.659082,0.000082,0.777778
65,0.698782,0.708119,0.689445,0.000087,0.833333
66,0.696665,0.706323,0.687007,0.000093,0.833333
67,0.722668,0.732535,0.712801,0.000097,0.888889
68,0.716680,0.726812,0.706549,0.000103,0.861111
69,0.739440,0.749726,0.729154,0.000106,0.888889
70,0.730735,0.741232,0.720238,0.000110,0.861111
71,0.723440,0.734043,0.712836,0.000112,0.861111
72,0.772882,0.783527,0.762238,0.000113,0.888889
73,0.758758,0.769657,0.747859,0.000119,0.888889
74,0.746922,0.757931,0.735913,0.000121,0.861111
75,0.709226,0.720260,0.698193,0.000122,0.833333
76,0.677639,0.688525,0.666753,0.000119,0.805556
77,0.678947,0.689594,0.668300,0.000113,0.805556
78,0.624488,0.634970,0.614007,0.000110,0.750000
79,0.523298,0.533435,0.513161,0.000103,0.638889
80,0.521838,0.531332,0.512344,0.000090,0.638889
81,0.437281,0.446290,0.428271,0.000081,0.555556
82,0.366425,0.374765,0.358085,0.000070,0.527778
83,0.390384,0.397977,0.382791,0.000058,0.527778
84,0.327127,0.334233,0.320021,0.000050,0.500000
85,0.274121,0.280638,0.267603,0.000042,0.500000
86,0.229703,0.235599,0.223807,0.000035,0.416667
87,0.192482,0.197762,0.187203,0.000028,0.416667
88,0.244627,0.249318,0.239935,0.000022,0.416667
89,0.204988,0.209391,0.200585,0.000019,0.416667
90,0.171772,0.175818,0.167726,0.000016,0.305556
91,0.143939,0.147604,0.140274,0.000013,0.277778
92,0.120615,0.123901,0.117330,0.000011,0.250000
93,0.184405,0.187326,0.181483,0.000009,0.333333
94,0.154524,0.157392,0.151656,0.000008,0.250000
95,0.212819,0.215529,0.210109,0.000007,0.333333
96,0.178334,0.181186,0.175483,0.000008,0.250000
97,0.232771,0.235563,0.229979,0.000008,0.333333
98,0.195053,0.198059,0.192048,0.000009,0.250000
99,0.163448,0.166421,0.160474,0.000009,0.250000
100,0.220296,0.223118,0.217475,0.000008,0.333333
101,0.184600,0.187563,0.181638,0.000009,0.250000
102,0.154688,0.157586,0.151790,0.000008,0.250000
103,0.212956,0.215689,0.210223,0.000007,0.333333
104,0.178449,0.181317,0.175582,0.000008,0.250000
105,0.149534,0.152338,0.146730,0.000008,0.250000
106,0.208637,0.211281,0.205993,0.000007,0.333333
107,0.174830,0.177617,0.172044,0.000008,0.250000
108,0.146501,0.149233,0.143770,0.000007,0.250000
