Time,Mean,Mean+SD,Mean-SD,SD,Real
1,0.029630,0.029630,0.029630,0.000000,0.029630
2,0.071513,0.071642,0.071385,0.000000,0.074074
3,0.109778,0.110108,0.109447,0.000000,0.118519
4,0.144735,0.145297,0.144173,0.000000,0.148148
5,0.176672,0.177481,0.175862,0.000001,0.192593
6,0.205848,0.206911,0.204785,0.000001,0.222222
7,0.232503,0.233820,0.231187,0.000002,0.251852
8,0.256855,0.258422,0.255288,0.000002,0.281481
9,0.279102,0.280914,0.277290,0.000003,0.311111
10,0.299427,0.301474,0.297379,0.000004,0.340741
11,0.317995,0.320269,0.315720,0.000005,0.370370
12,0.334958,0.337449,0.332467,0.000006,0.385185
13,0.350455,0.353153,0.347758,0.000007,0.400000
14,0.364614,0.367506,0.361721,0.000008,0.414815
15,0.377548,0.380625,0.374472,0.000009,0.429630
16,0.389365,0.392615,0.386115,0.000011,0.444444
17,0.400161,0.403573,0.396748,0.000012,0.459259
18,0.410023,0.413588,0.406458,0.000013,0.474074
19,0.419034,0.422741,0.415326,0.000014,0.488889
20,0.679117,0.682958,0.675276,0.000015,0.755556
21,0.664872,0.669447,0.660298,0.000021,0.740741
22,0.651859,0.656930,0.646788,0.000026,0.725926
23,0.639970,0.645392,0.634548,0.000029,0.711111
24,0.895775,0.901448,0.890102,0.000032,0.962963
25,0.892436,0.898905,0.885968,0.000042,0.962963
26,0.889386,0.896443,0.882330,0.000050,0.962963
27,1.138452,1.145957,1.130946,0.000056,1.214815
28,1.114141,1.122580,1.105702,0.000071,1.244444
29,1.343783,1.352872,1.334694,0.000083,1.570370
30,1.553580,1.563712,1.543447,0.000103,1.896296
31,1.493394,1.504829,1.481959,0.000131,1.570370
32,1.438409,1.450688,1.426130,0.000151,1.600000
33,1.640028,1.652853,1.627203,0.000164,1.925926
34,1.572371,1.586064,1.558678,0.000187,1.703704
35,1.762413,1.776649,1.748178,0.000203,1.896296
36,1.684180,1.699251,1.669109,0.000227,1.925926
37,1.612708,1.628281,1.597134,0.000243,2.000000
38,1.799264,1.815107,1.783421,0.000251,2.000000
39,1.717846,1.734276,1.701416,0.000270,2.000000
40,2.680501,2.697246,2.663756,0.000280,3.111111
41,2.522927,2.542115,2.503739,0.000368,2.859259
42,3.416007,3.436651,3.395364,0.000426,3.970370
43,3.194871,3.218820,3.170922,0.000574,3.570370
44,4.029882,4.055753,4.004011,0.000669,4.385185
45,3.755695,3.785052,3.726338,0.000862,4.103704
46,5.549647,5.580995,5.518299,0.000983,6.000000
47,6.181159,6.218512,6.143806,0.001395,6.711111
48,6.758096,6.801431,6.714761,0.001878,7.822222
49,7.285174,7.334369,7.235979,0.002420,7.748148
50,6.729665,6.784537,6.674794,0.003011,7.822222
51,7.259200,7.317154,7.201247,0.003359,7.748148
52,6.705936,6.767476,6.644396,0.003787,7.822222
53,6.200485,6.263735,6.137235,0.004001,6.711111
54,6.775752,6.839445,6.712058,0.004057,7.822222
55,6.264267,6.329407,6.199127,0.004243,6.859259
56,6.834022,6.899400,6.768644,0.004274,7.466667
57,7.354538,7.421168,7.287908,0.004440,8.000000
58,7.830072,7.898740,7.761404,0.004715,9.111111
59,8.486732,8.558009,8.415456,0.005080,9.333333
60,9.116274,9.191007,9.041541,0.005585,10.696296
61,9.691411,9.770235,9.612587,0.006213,10.948148
62,10.216844,10.300148,10.133541,0.006940,12.311111
63,10.696870,10.784853,10.608887,0.007741,12.488889
64,10.883561,10.976283,10.790838,0.008597,12.533333
65,11.305969,11.402857,11.209080,0.009387,13.703704
66,11.691873,11.792976,11.590770,0.010222,13.896296
67,12.044427,12.149707,11.939147,0.011084,14.133333
68,12.366514,12.475874,12.257153,0.011960,14.385185
