Time,Mean,Mean+SD,Mean-SD,SD,Real
1,0.000000,0.000000,0.000000,0.000000,0.000000
2,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.000000,0.000000,0.000000,0.000000,0.000000
10,0.000000,0.000000,0.000000,0.000000,0.000000
11,0.000000,0.000000,0.000000,0.000000,0.000000
12,0.000000,0.000000,0.000000,0.000000,0.000000
13,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.000000,0.000000,0.000000,0.000000,0.000000
15,0.000000,0.000000,0.000000,0.000000,0.000000
16,0.000000,0.000000,0.000000,0.000000,0.000000
17,0.000000,0.000000,0.000000,0.000000,0.000000
18,0.000000,0.000000,0.000000,0.000000,0.000000
19,0.000000,0.000000,0.000000,0.000000,0.000000
20,0.000000,0.000000,0.000000,0.000000,0.000000
21,0.000000,0.000000,0.000000,0.000000,0.000000
22,0.000000,0.000000,0.000000,0.000000,0.000000
23,0.000000,0.000000,0.000000,0.000000,0.000000
24,0.000000,0.000000,0.000000,0.000000,0.000000
25,0.000000,0.000000,0.000000,0.000000,0.000000
26,0.000000,0.000000,0.000000,0.000000,0.000000
27,0.000000,0.000000,0.000000,0.000000,0.000000
28,0.000000,0.000000,0.000000,0.000000,0.000000
29,0.000000,0.000000,0.000000,0.000000,0.000000
30,0.000000,0.000000,0.000000,0.000000,0.000000
31,0.055556,0.055556,0.055556,0.000000,0.055556
32,0.046553,0.047004,0.046103,0.000000,0.055556
33,0.039010,0.039544,0.038477,0.000000,0.055556
34,0.032689,0.033236,0.032142,0.000000,0.055556
35,0.027392,0.027922,0.026862,0.000000,0.055556
36,0.078509,0.079005,0.078013,0.000000,0.111111
37,0.065788,0.066548,0.065028,0.000001,0.055556
38,0.055128,0.055958,0.054297,0.000001,0.055556
39,0.101751,0.102577,0.100924,0.000001,0.111111
40,0.085263,0.086340,0.084186,0.000001,0.111111
41,0.127003,0.128139,0.125866,0.000001,0.166667
42,0.106424,0.107826,0.105022,0.000002,0.111111
43,0.311401,0.312859,0.309944,0.000002,0.333333
44,0.260943,0.263746,0.258140,0.000008,0.277778
45,0.218660,0.221821,0.215500,0.000010,0.277778
46,0.183229,0.186416,0.180043,0.000010,0.222222
47,0.153539,0.156594,0.150484,0.000009,0.222222
48,0.128660,0.131507,0.125814,0.000008,0.222222
49,0.107813,0.110416,0.105210,0.000007,0.222222
50,0.090343,0.092693,0.087993,0.000006,0.222222
51,0.075704,0.077805,0.073603,0.000004,0.055556
52,0.063437,0.065301,0.061573,0.000003,0.055556
53,0.053158,0.054803,0.051513,0.000003,0.055556
54,0.044544,0.045988,0.043101,0.000002,0.055556
55,0.037327,0.038589,0.036064,0.000002,0.055556
56,0.031278,0.032379,0.030178,0.000001,0.055556
57,0.026210,0.027166,0.025254,0.000001,0.055556
58,0.021963,0.022792,0.021134,0.000001,-0.000000
59,0.018404,0.019121,0.017687,0.000001,-0.000000
60,0.015422,0.016041,0.014803,0.000000,-0.000000
61,0.012923,0.013457,0.012389,0.000000,-0.000000
62,0.010829,0.011288,0.010370,0.000000,-0.000000
63,0.009074,0.009469,0.008680,0.000000,-0.000000
64,0.007604,0.007943,0.007265,0.000000,-0.000000
65,0.006372,0.006663,0.006081,0.000000,-0.000000
66,1.060895,1.061144,1.060646,0.000000,1.055556
67,1.777880,1.786477,1.769282,0.000074,1.777778
68,2.239797,2.255903,2.223692,0.000259,2.361111
69,2.349089,2.371705,2.326474,0.000511,2.611111
70,2.524005,2.550864,2.497147,0.000721,2.833333
71,2.448356,2.478766,2.417947,0.000925,2.833333
72,2.523854,2.556148,2.491561,0.001043,2.972222
73,2.337119,2.371037,2.303200,0.001150,2.722222
74,2.319530,2.353683,2.285377,0.001166,2.666667
75,2.110347,2.144586,2.076108,0.001172,2.416667
76,1.879504,1.912904,1.846103,0.001116,2.222222
77,1.797177,1.829040,1.765313,0.001015,2.111111
78,1.589301,1.619714,1.558887,0.000925,1.916667
79,1.331775,1.360330,1.303221,0.000815,1.638889
80,1.282645,1.308894,1.256396,0.000689,1.583333
81,1.130365,1.154692,1.106037,0.000592,1.388889
82,1.113870,1.136220,1.091521,0.000499,1.333333
83,1.266715,1.287505,1.245926,0.000432,1.472222
84,1.228127,1.248347,1.207907,0.000409,1.472222
85,1.279125,1.298775,1.259475,0.000386,1.500000
86,1.432971,1.452427,1.413514,0.000379,1.750000
87,1.589665,1.609681,1.569650,0.000401,1.888889
88,1.776525,1.797672,1.755378,0.000447,2.111111
89,1.960884,1.983714,1.938054,0.000521,2.250000
90,2.143148,2.168016,2.118281,0.000618,2.416667
91,2.379212,2.406337,2.352087,0.000736,2.750000
92,2.604803,2.634607,2.574999,0.000888,3.000000
93,2.821617,2.854315,2.788920,0.001069,3.250000
94,3.031077,3.066762,2.995393,0.001273,3.416667
95,3.234375,3.273070,3.195680,0.001497,3.694444
96,3.349175,3.390867,3.307484,0.001738,3.833333
97,3.473152,3.517388,3.428915,0.001957,3.916667
98,3.604817,3.651357,3.558276,0.002166,4.000000
99,3.715147,3.763872,3.666423,0.002374,4.055556
100,3.752045,3.802771,3.701319,0.002573,4.083333
101,3.755186,3.807445,3.702926,0.002731,4.055556
102,3.785595,3.838920,3.732271,0.002844,4.194444
103,3.838855,3.893054,3.784657,0.002938,4.361111
104,3.800152,3.855199,3.745105,0.003030,4.333333
105,3.739942,3.795403,3.684482,0.003076,4.194444
106,3.689489,3.744970,3.634008,0.003078,4.250000
107,3.647210,3.702484,3.591937,0.003055,4.166667
108,3.611783,3.666725,3.556841,0.003019,4.111111
