Time,FF,CC,CF,FC1,FC2
1,1.000000,0.000000,0.000000,0.000000,0.000000
2,1.000000,0.000000,0.000000,0.000000,0.000000
3,1.000000,0.000000,0.000000,0.000000,0.000000
4,1.000000,0.000000,0.000000,0.000000,0.000000
5,1.000000,0.000000,0.000000,0.000000,0.000000
6,1.000000,0.000000,0.000000,0.000000,0.000000
7,1.000000,0.000000,0.000000,0.000000,0.000000
8,1.000000,0.000000,0.000000,0.000000,0.000000
9,1.000000,0.000000,0.000000,0.000000,0.000000
10,1.000000,0.000000,0.000000,0.000000,0.000000
11,1.000000,0.000000,0.000000,0.000000,0.000000
12,1.000000,0.000000,0.000000,0.000000,0.000000
13,1.000000,0.000000,0.000000,0.000000,0.000000
14,1.000000,0.000000,0.000000,0.000000,0.000000
15,1.000000,0.000000,0.000000,0.000000,0.000000
16,1.000000,0.000000,0.000000,0.000000,0.000000
17,1.000000,0.000000,0.000000,0.000000,0.000000
18,1.000000,0.000000,0.000000,0.000000,0.000000
19,1.000000,0.000000,0.000000,0.000000,0.000000
20,1.000000,0.000000,0.000000,0.000000,0.000000
21,1.000000,0.000000,0.000000,0.000000,0.000000
22,1.000000,0.000000,0.000000,0.000000,0.000000
23,1.000000,0.000000,0.000000,0.000000,0.000000
24,1.000000,0.000000,0.000000,0.000000,0.000000
25,1.000000,0.000000,0.000000,0.000000,0.000000
26,1.000000,0.000000,0.000000,0.000000,0.000000
27,1.000000,0.000000,0.000000,0.000000,0.000000
28,1.000000,0.000000,0.000000,0.000000,0.000000
29,1.000000,0.000000,0.000000,0.000000,0.000000
30,1.000000,0.000000,0.000000,0.000000,0.000000
31,1.000000,0.000000,0.000000,0.000000,0.000000
32,1.000000,0.000000,0.000000,0.000000,0.000000
33,1.000000,0.000000,0.000000,0.000000,0.000000
34,0.996000,0.000000,0.000000,0.004000,0.000000
35,0.981000,0.000000,0.000000,0.019000,0.000000
36,0.943000,0.000000,0.000000,0.057000,0.000000
37,0.838000,0.000000,0.000000,0.162000,0.000000
38,0.709000,0.000000,0.000000,0.291000,0.000000
39,0.512000,0.000000,0.000000,0.488000,0.000000
40,0.335000,0.000000,0.000000,0.665000,0.000000
41,0.197000,0.000000,0.000000,0.803000,0.000000
42,0.097000,0.000000,0.000000,0.903000,0.000000
43,0.030000,0.000000,0.000000,0.970000,0.000000
44,0.010000,0.000000,0.000000,0.990000,0.000000
45,0.002000,0.000000,0.000000,0.998000,0.000000
46,0.000000,0.000000,0.000000,1.000000,0.000000
47,0.000000,0.000000,0.000000,1.000000,0.000000
48,0.000000,0.000000,0.000000,1.000000,0.000000
49,0.000000,0.000000,0.000000,1.000000,0.000000
50,0.000000,0.000000,0.000000,1.000000,0.000000
51,0.000000,0.000000,0.000000,1.000000,0.000000
52,0.002000,0.000000,0.000000,0.998000,0.000000
53,0.020000,0.000000,0.000000,0.980000,0.000000
54,0.169000,0.000000,0.000000,0.831000,0.000000
55,0.495000,0.000000,0.000000,0.505000,0.000000
56,0.848000,0.000000,0.000000,0.152000,0.000000
57,0.982000,0.000000,0.000000,0.018000,0.000000
58,0.999000,0.000000,0.000000,0.001000,0.000000
59,1.000000,0.000000,0.000000,0.000000,0.000000
60,1.000000,0.000000,0.000000,0.000000,0.000000
61,1.000000,0.000000,0.000000,0.000000,0.000000
62,1.000000,0.000000,0.000000,0.000000,0.000000
63,1.000000,0.000000,0.000000,0.000000,0.000000
64,1.000000,0.000000,0.000000,0.000000,0.000000
65,1.000000,0.000000,0.000000,0.000000,0.000000
66,1.000000,0.000000,0.000000,0.000000,0.000000
67,1.000000,0.000000,0.000000,0.000000,0.000000
68,1.000000,0.000000,0.000000,0.000000,0.000000
69,1.000000,0.000000,0.000000,0.000000,0.000000
